"","Node1","Node2","Mean","INT"
"2206","RBPJ","SEPT8",0.526947499,"Correlation"
"2211","RCN2","CBLB",0.502714545,"Correlation"
"2214","RCN2","GIPC1",0.67848524,"Correlation"
"2216","RCN2","MARK4",0.552523702,"Correlation"
"2217","RCN2","MED8",0.516064246,"Correlation"
"2221","REL","ATP8B1",0.505145263,"Correlation"
"2223","REL","EIF3E",0.663602687,"Correlation"
"2224","REL","RSAD1",0.616610371,"Correlation"
"2226","RIT1","HNMT",0.529376536,"Correlation"
"2239","RPH3A","GDI1",0.648546516,"Correlation"
"2242","RPH3A","HEXB",0.68234291,"Correlation"
"2246","RPH3A","MGST3",0.551752496,"Correlation"
"2248","RPH3A","NBR1",0.679015793,"Correlation"
"2258","RPRD1A","LRRC14",0.607218272,"Correlation"
"2259","RPRD1A","MARK3",0.502062003,"Correlation"
"2263","RPRD1A","UBXN7",0.562783019,"Correlation"
"2264","RPRD1A","UCHL1",0.527247873,"Correlation"
"2267","RPS6KA2","CPSF6",0.539021589,"Correlation"
"2269","RPS6KA2","GNA13",0.54355878,"Correlation"
"2271","RPS6KA2","HCFC2",0.679453704,"Correlation"
"2273","RPS6KA2","PIGA",0.513373953,"Correlation"
"2279","RPS6KA2","PRR11",0.592824797,"Correlation"
"2281","RPS6KA2","RAP1B",0.557291218,"Correlation"
"2283","RPS6KA2","SH3GLB1",0.524849772,"Correlation"
"2285","RPS6KA2","SRSF10",0.563411746,"Correlation"
"2290","RSAD1","DENND4A",0.658014488,"Correlation"
"2294","RSAD1","RCN2",0.560753092,"Correlation"
"2305","SASH1","FAM65B",0.67278719,"Correlation"
"2311","SASH1","PHKB",0.548217567,"Correlation"
"2312","SASH1","PIGA",0.528658037,"Correlation"
"2313","SASH1","ROCK1",0.500842639,"Correlation"
"2319","SAT1","CCDC90B",0.52775667,"Correlation"
"2330","SCAF11","CLK4",0.533381592,"Correlation"
"2331","SCAF11","CXorf56",0.549922402,"Correlation"
"2336","SCAF11","TMEM165",0.615539863,"Correlation"
"2339","SEC24A","HCFC2",0.623368706,"Correlation"
"2340","SEC24A","KLF6",0.539188752,"Correlation"
"2348","SENP7","CPSF6",0.514220175,"Correlation"
"2353","SEPT6","CENPU",0.567325727,"Correlation"
"2355","SEPT6","CYP2E1",0.598429757,"Correlation"
"2363","SEPT6","USP3",0.549477679,"Correlation"
"2369","SEPT8","MLH3",0.500765819,"Correlation"
"2370","SEPT8","PLSCR1",0.558547835,"Correlation"
"2372","SEPT8","SNX11",0.503298968,"Correlation"
"2375","SEPT8","ZNF83",0.522947641,"Correlation"
"2386","SETD2","R3HCC1",0.580442433,"Correlation"
"2388","SETD2","SNX11",0.55533019,"Correlation"
"2391","SF3A1","CPSF6",0.60897795,"Correlation"
"2395","SF3A1","MAP4K5",0.538031534,"Correlation"
"2396","SF3A1","MED8",0.530466674,"Correlation"
"2398","SF3A1","MUS81",0.557040509,"Correlation"
"2402","SF3A1","POT1",0.540330748,"Correlation"
"2405","SH2B3","SMNDC1",0.795001601,"Correlation"
"2408","SH3GLB1","NAA50",0.779394559,"Correlation"
"2410","SH3GLB1","SNX11",0.566229714,"Correlation"
"2412","SH3GLB1","TWIST1",0.580832076,"Correlation"
"2417","SLC11A2","MED14",0.507416629,"Correlation"
"2419","SLC11A2","SH3GLB1",0.508738895,"Correlation"
"2429","SLC12A5","CRLF3",0.59141708,"Correlation"
"2434","SLC12A5","GIPC1",0.51625817,"Correlation"
"2435","SLC12A5","HABP4",0.557744581,"Correlation"
"2441","SLC12A5","MARK4",0.534441212,"Correlation"
"2442","SLC12A5","NBR1",0.541426349,"Correlation"
"2444","SLC12A5","OAT",0.661445376,"Correlation"
"2450","SLC12A5","RSAD1",0.597351538,"Correlation"
"2451","SLC12A5","SLC35A3",0.507969023,"Correlation"
"2454","SLC26A2","ENPP2",0.56478528,"Correlation"
"2455","SLC26A2","FHL1",0.625088882,"Correlation"
"2456","SLC26A2","HEXB",0.567003908,"Correlation"
"2458","SLC26A2","SH2B3",0.502574876,"Correlation"
"2464","SLC41A3","DERL1",0.511865763,"Correlation"
"2471","SLC41A3","MAN2A1",0.515214932,"Correlation"
"2481","SLC41A3","TXN2",0.515996014,"Correlation"
"2489","SMAD5","AUH",0.539703425,"Correlation"
"2490","SMAD5","AUTS2",0.583447353,"Correlation"
"2491","SMAD5","BNIP3",0.538010845,"Correlation"
"2497","SMAD5","CHD1",0.508359369,"Correlation"
"2499","SMAD5","EIF1B",0.573954069,"Correlation"
"2501","SMAD5","HEATR3",0.591178686,"Correlation"
"2508","SMAD5","PPP3CA",0.52497576,"Correlation"
"2514","SMAD5","SNX11",0.507887051,"Correlation"
"2515","SMAD5","TGOLN2",0.549339747,"Correlation"
"2516","SMAD5","THUMPD2",0.537024854,"Correlation"
"2518","SMAD5","TMEM38B",0.529643028,"Correlation"
"2519","SMAD5","TSPYL5",0.595551426,"Correlation"
"2522","SMAD5","WSB1",0.534765316,"Correlation"
"2534","SMARCA2","IFRD1",0.550163399,"Correlation"
"2535","SMARCA2","KLF6",0.57240627,"Correlation"
"2537","SMARCA2","MAP3K7",0.585426094,"Correlation"
"2553","SMARCA2","SLC11A2",0.564030029,"Correlation"
"2560","SMARCA2","UPF3B",0.538298922,"Correlation"
"2569","SMC5","GOLGA7",0.519335844,"Correlation"
"2576","SMC5","PHYH",0.50158725,"Correlation"
"2577","SMC5","PNN",0.54158491,"Correlation"
"2583","SMC5","UCHL1",0.546687337,"Correlation"
"2602","SNAPC3","PTPRA",0.578775228,"Correlation"
"2605","SNAPC3","SF3A1",0.503224724,"Correlation"
"2621","SORBS1","SH3GLB1",0.57741306,"Correlation"
"2626","SPARC","ERBB4",0.517511757,"Correlation"
"2629","SPARC","KIAA0141",0.600793651,"Correlation"
"2635","SPARC","ZBTB10",0.548094978,"Correlation"
"2637","SPEN","CARD8",0.59191356,"Correlation"
"2638","SPEN","ITGA6",0.636590534,"Correlation"
"2639","SPEN","MAN2A1",0.513795518,"Correlation"
"2668","SSBP3","SRSF10",0.508401979,"Correlation"
"2670","SSFA2","CDIPT",0.51775858,"Correlation"
"2677","STRN3","ATP8B1",0.637888365,"Correlation"
"2680","STRN3","TRIM5",0.532657192,"Correlation"
"2710","STX2","CBLB",0.618650827,"Correlation"
"2712","STX2","GIPC1",0.523470157,"Correlation"
"2725","SUN1","YY1AP1",0.523582012,"Correlation"
"2748","THUMPD2","AGO3",0.6072021,"Correlation"
"2752","THUMPD2","CLIC4",0.505826457,"Correlation"
"2754","THUMPD2","CRLF3",0.560791277,"Correlation"
"2755","THUMPD2","CXorf56",0.67759798,"Correlation"
"2759","THUMPD2","IFRD1",0.504488995,"Correlation"
"2767","THUMPD2","RSAD1",0.549135575,"Correlation"
"2774","TIMP2","ASXL2",0.573843817,"Correlation"
"2776","TIMP2","GNB5",0.518343027,"Correlation"
"2784","TIMP2","SMNDC1",0.588934975,"Correlation"
"2792","TMCO1","AKR1C1",0.658842383,"Correlation"
"2795","TMCO1","BCLAF1",0.553204741,"Correlation"
"2796","TMCO1","CDH22",0.521373671,"Correlation"
"2797","TMCO1","CEP170B",0.523843253,"Correlation"
"2800","TMCO1","GIN1",0.541261555,"Correlation"
"2801","TMCO1","GSAP",0.532701538,"Correlation"
"2803","TMCO1","HNRNPA2B1",0.522149501,"Correlation"
"2809","TMED10","SF3A1",0.521875673,"Correlation"
"2811","TMED10","TCEAL1",0.656246858,"Correlation"
"2812","TMED10","TGOLN2",0.567024681,"Correlation"
"2813","TMED10","THUMPD2",0.532377887,"Correlation"
"2815","TMEM165","STAG2",0.565320872,"Correlation"
"2816","TMEM165","TGOLN2",0.506654793,"Correlation"
"2817","TMEM38B","CXorf56",0.520054571,"Correlation"
"2818","TMEM38B","STAG2",0.528692011,"Correlation"
"2819","TMEM43","ABCA8",0.588494757,"Correlation"
"2821","TMEM43","AHR",0.533610785,"Correlation"
"2823","TMEM43","CCDC90B",0.58071238,"Correlation"
"2825","TMEM43","CENPU",0.512149989,"Correlation"
"2829","TMEM43","DIDO1",0.554891187,"Correlation"
"2830","TMEM43","ESRRG",0.581487467,"Correlation"
"2835","TMEM43","HEATR3",0.502678142,"Correlation"
"2836","TMEM43","HMGN4",0.540512955,"Correlation"
"2842","TMEM43","MARK4",0.598163111,"Correlation"
"2846","TMEM43","PALLD",0.548956762,"Correlation"
"2865","TMX1","WSB1",0.518153506,"Correlation"
"2867","TNFAIP3","ZNF83",0.535801372,"Correlation"
"2868","TPP1","DOLPP1",0.532242512,"Correlation"
"2883","TRAK1","LIMA1",0.584765316,"Correlation"
"2885","TRAK1","MARK4",0.519597967,"Correlation"
"2915","U2SURP","GDI1",0.543423627,"Correlation"
"2932","UNC13B","MAP4K5",0.505501234,"Correlation"
"2940","UPF3B","ASXL2",0.514663297,"Correlation"
"2950","UPF3B","METTL9",0.510946367,"Correlation"
"2954","UPF3B","PRDX4",0.501367915,"Correlation"
"2959","UPF3B","TGOLN2",0.58381543,"Correlation"
"2966","USP3","FHL1",0.535754786,"Correlation"
"2980","VCAN","OGT",0.597885615,"Correlation"
"2982","VCAN","SOCS2",0.52471899,"Correlation"
"2997","VDAC1","MGST3",0.500092099,"Correlation"
"3009","VDAC1","TMOD2",0.601368867,"Correlation"
"3012","VDAC1","U2SURP",0.504708816,"Correlation"
"3017","VDAC1","ZFC3H1",0.524562171,"Correlation"
"3023","WASF1","CRLF3",0.527203067,"Correlation"
"3025","WASF1","FHL1",0.537675833,"Correlation"
"3030","WASF1","MAP3K7",0.514494003,"Correlation"
"3032","WASF1","NAA50",0.523282997,"Correlation"
"3034","WASF1","SENP7",0.559794944,"Correlation"
"3035","WASF1","SLC35A3",0.556011823,"Correlation"
"3036","WASF1","TXN2",0.560975544,"Correlation"
"3037","WASF1","ZFC3H1",0.508886972,"Correlation"
"3062","WIPI2","POT1",0.570232708,"Correlation"
"3063","WIPI2","RCN2",0.674434389,"Correlation"
"3064","WIPI2","RSAD1",0.543635383,"Correlation"
"3066","WIPI2","SEPT6",0.542160454,"Correlation"
"3067","WIPI2","SPOCK1",0.635534727,"Correlation"
"3068","WSB1","RBM12",0.510051694,"Correlation"
"3069","YY1AP1","HEATR3",0.640159842,"Correlation"
"3070","YY1AP1","NBPF1",0.524979723,"Correlation"
"3074","YY1AP1","ZNF83",0.534044173,"Correlation"
"3089","ZBTB10","ROCK1",0.506518657,"Correlation"
"3091","ZBTB10","SORBS1",0.541310859,"Correlation"
"3094","ZBTB5","ANKRD10",0.541913337,"Correlation"
"3097","ZBTB5","DHX29",0.596560197,"Correlation"
"3100","ZBTB5","GIN1",0.569094518,"Correlation"
"3145","ZCCHC8","CCDC90B",0.588449977,"Correlation"
"3163","ZFX","USP3",0.537602323,"Correlation"
"3165","ZFYVE26","CENPU",0.522255062,"Correlation"
"3168","ZFYVE26","EFEMP1",0.514696904,"Correlation"
"3172","ZFYVE26","KATNBL1",0.598589564,"Correlation"
"3175","ZFYVE26","MCMBP",0.599980934,"Correlation"
"3199","ZNF12","PDE4A",0.505844685,"Correlation"
"3204","ZNF12","SF3A1",0.577938845,"Correlation"
"3207","ZNF12","TMX1",0.540201152,"Correlation"
"3208","ZNF12","UNC13B",0.585755249,"Correlation"
"3213","ZNF292","HIPK1",0.511065492,"Correlation"
"3215","ZNF292","IMPDH1",0.566777993,"Correlation"
"3217","ZNF292","PNISR",0.532245206,"Correlation"
"3219","ZNF292","R3HCC1",0.640714391,"Correlation"
"3223","ZNF292","SENP7",0.565497738,"Correlation"
"3224","ZNF292","SRSF4",0.538097904,"Correlation"
"3225","ZNF292","TMEM38B",0.528376039,"Correlation"
"3231","ZNF573","ATM",0.547079765,"Correlation"
"3244","ZNF573","PLEKHA2",0.540248161,"Correlation"
"3252","ZNF573","TGOLN2",0.622382841,"Correlation"
"3253","ZNF573","TIMP2",0.602944589,"Correlation"
"3255","ZNF573","TMX1",0.534813711,"Correlation"
"3259","ZNF83","BCLAF1",0.560340772,"Correlation"
"3260","ZNF83","CPSF6",0.553322739,"Correlation"
"3262","ZNF83","GSAP",0.616080924,"Correlation"
