MITF,HLA-C,HIST1H2BB,CRK,PRKCG,SOS1,HRAS,VDAC3,TIRAP,PXN,RBX1,CRK,PDGFB,PRKAB1,PRKCQ,PDIA6,PIK3R1,ITGA6,ACTN3,HRAS,PRKCA,TRAF1,SNRPA1,TRAF6,DDX58,SMAD2,LEF1,RPS11,RALBP1,PAK4,ZBTB16,BRAF,PRKCG,WASF1,HRAS,PIK3R3,AXIN1,ZEB1,TNFRSF1A,ELAC2,MAPK8,VAV2,RHOA,TRAF3,DOCK2,RPS6,SSBP1,RELA,HLA-B,MLH1,,MAP2K1,NFKB1,BIRC3,ERCC8,TRAF6,TUBB2A,RAF1,MAPK1,PRKCB,TIRAP,STAT3,BRAF,PECAM1,PTPN11,MGEA5,VAV1,PARD3,CPSF7,CCNE1,SUGT1,RAF1,ZAP70,NOS3,CCNA2,PIK3R3,LCP2,,,PLCB4,MAPK3,NDUFS1,NFKBIA,,,CNOT2,TPM1,PRKCB,EEF1A2,NFKBIA,RAPGEF2,,SMAD6,GOT2,TUBB2B,CDK6,SERPINB9,AKT1,NDUFS1,MTOR,RAF1,GAPDH,JUN,TKT,SKP1,TP53,PRKAB1,DYNC1LI1,PRKAB1,PRKCG,GAPDH,,ATP6V1B1,,KRAS,VDAC1,,TAB2,SPHK1,,CTNNB1,HLA-DOA,MAP2K1,HRAS,,SHC1,,,CALM1,TRPC1,,MCL1,CAMK2D,BRAF,,,,ITGA9,CTNNB1,HAP1,GNG13,,,CDK1,,GNAL,,PRKCQ,TPM1,,CALM1,PLCB4,,PRKCG,,,,,,,,,,
RBX1,HLA-A,TP53,HDAC2,MAP2K4,RAF1,MAP3K5,VDAC2,TNFRSF1A,TWIST2,CCNA2,CAMK2B,PDGFA,SIRT1,LCP2,RAD23B,BCL10,TP53,ITGA4,MAPK3,MED4,FOS,SRSF6,BIRC2,CSNK2A2,CREBBP,PDGFB,RPS10,SMAD4,MAPK3,STAT3,FOS,MAP2K1,WASF2,GIT1,PIK3R1,SCRIB,NCOR1,CREB1,PABPC4,PLCG2,FGR,TNFRSF1A,TRAF6,RAF1,TSC2,MCM2,GNAI2,VPS37C,CTNNB1,,DDX58,NFKBIA,LAMA4,ERCC5,CSNK2B,KRT18,TP53,TCEB1,SPHK1,RHOA,FOS,PRKCA,EZR,TRAF2,SREBF1,VAV2,CSNK2B,CPSF6,CDK2,TAB1,PPP1R12B,RASA4,MMP2,CREB1,PIK3R1,RAF1,,,DAAM1,MAP2K4,UQCRC2,CYLD,,,XRN2,PRKCA,MMP2,CYCS,ADAM17,LCP2,,RHOA,TALDO1,TUBB2A,CDK4,ACTN4,PRKACA,VDAC1,EIF4E2,PLCB1,FBP2,PRKCB,ALDH7A1,YWHAH,PFKM,PHKA2,ARPC2,NFKB1,MAP2K1,NDUFB8,,,,,RAF1,,TAB1,AVPR2,,ITGA6,ATP6V1F,SMAD3,PAK4,,HDAC1,,,,PRKCA,,PIAS4,ROCK1,RHOA,,,,,KRAS,GNB5,PLCB4,,,KRAS,,NDUFS8,,CALM1,PPP2R5A,,PLCB1,DLG4,,NOS2,,,,,,,,,,
RUNX1,SND1,ATP6V0D2,CTBP2,MAP2K1,SOS2,DAXX,VDAC1,ZAP70,ITPR1,RBL2,CAMK2D,CACNA1A,ATG12,RAF1,DDOST,RELA,BIRC2,ACTN2,PRKCG,KAT2B,TNFRSF1B,SNRNP200,BIRC3,MED8,SMAD4,PIK3R3,RPS13,MAP2K1,ARNT2,BRAF,MLH1,CDKN2A,Sep-12,MAP2K1,FOXO3,CSNK1E,EWSR1,LCK,THOC1,MAPK1,HCK,PLCB4,PSME3,CRK,PRKAB1,,PPP2CA,HLA-C,GRB2,,PRKCB,MAD2L2,PIK3R3,ERCC6,IRF7,CTTN,,PLCG1,NFATC2,TNFRSF1A,MAPK14,PPP1CA,VCL,TNFRSF1B,PRKAB2,BTK,MYH9,CPSF1,CDK1,NAIP,PLCB1,RASA1,HSPA2,PPARG,ADCY7,SOS1,,,DAAM2,MAP2K1,CYP2E1,MAVS,,,CNOT3,CDC25C,PRKCA,NAIP,ATP6V1B2,PFN1,,TGFBR1,SDHA,PLCB4,MDM2,NFKB1,GRIA3,UQCRC2,,,PFKP,TSC2,PFKM,MAPK3,PFKP,SIRT1,MYH9,MTOR,PRKCB,LRP1,,,,,PLCB1,,NFKBIB,GAB1,,ITGA9,DYNC1H1,SETDB1,MAPK3,,HDAC8,,,,BRAF,,STAT5A,PTGER3,PPP1CA,,,,,CALM1,,GNAQ,,,RAF1,,NDUFS6,,PLCB1,PRKCA,,,GNAQ,,PRKCB,,,,,,,,,,
MSH6,CSNK2B,PXN,SHC1,CHUK,CRK,MAP2K1,TLN1,TRAF3,TWIST1,RBL1,MAGED1,CACNA1C,TGFBR1,SOS1,RBX1,CD79B,BIRC3,PRKCB,MAP2K1,KAT2A,TNFRSF1A,SRSF7,CUL5,HLA-B,YES1,TGFA,RPS12,TGFB1,JUN,PML,RHOA,PRKCB,CAV1,PPP1R12A,HSP90B1,YWHAZ,PAX7,TRAF6,TRNT1,CCL2,PLCB4,RAF1,IRF7,ARF6,PHKA2,,PPP2CB,HLA-A,KRAS,,PRKCA,CTTN,XIAP,MNAT1,PRKCQ,ARPC2,,VHL,PRKCA,CREB1,ESR1,PLCB4,ROCK1,PRKAB1,PRKCB,LCP2,HCLS1,NCBP1,MDM2,BIRC2,CAMK2B,KIT,FOS,FBP1,PRKCZ,SOS2,,,CSNK2B,JUN,CEBPA,TRAF3,,,RQCD1,SIRT1,MAPK14,,ATP6V0C,TLN1,,TGFBR2,PGD,GNAQ,KRAS,PTK2,PRKCG,HAP1,,,ALDH9A1,PRKCA,GAPDH,MAP2K1,,GCK,PKN2,CREB1,PRKCA,UQCRB,,,,,CNGB1,,,TSC2,,,TUBB,PCGF5,NCK1,,HDAC6,,,,GNG13,,STAT5B,PIK3R3,MYL6,,,,,RAF1,,GNB5,,,CPEB4,,PPIF,,,PPP2R5D,,,GNB5,,SPHK2,,,,,,,,,,
MSH2,TP53,UBR4,HDAC1,DDX58,CAMK2B,CHUK,TP53,LCK,ITPR2,CCNE1,SHC1,NLK,TGFBR2,SOS2,ERN1,CD79A,LAMA4,ITGA3,CDKN2A,MED24,MMP14,SLU7,AIRE,HLA-C,SMAD3,PDGFA,RPS9,SMAD3,CREBBP,NFKB1,TGFBR1,BRAF,FN1,ACTN3,VTN,TGFBR1,DDIT3,BTK,RANGAP1,PLCG1,PARD3,MS4A2,RAF1,WAS,RAF1,,MAPK8,ARAP1,SOS1,,IRAK4,ARPC2,PIK3R1,CUL4B,TP53,NCL,,MAPK3,MAPK14,TRAF6,GCK,CAMK4,PXN,NFKB1,NOS3,GRB2,PRKCQ,PABPC4,FAS,NFKBIB,PRKAA1,RAF1,ESR1,CFTR,MYL12A,SHC1,,,PLCB1,CHUK,PRKAA1,TRAF6,,,PABPC1,RHOA,MMP14,,MAP3K14,PLCB1,,RBX1,GCK,CDK1,RAF1,COL1A1,PRKCB,PLCB1,,,,FOS,PFKP,PLK1,,PFKL,PFN1,CAMK4,FOS,NDUFB11,,,,,SLC25A6,,,PRKCA,,,HLA-B,PCGF3,DCC,,GNAI2,,,,PLCB4,,PIAS3,PIK3R1,PLCB4,,,,,PLCB1,,PLCB1,,,,,NDUFS3,,,MAPK14,,,PLCB1,,NOS3,,,,,,,,,,
MSH3,PSMD12,PIK3R3,CTBP1,PRKCB,CAMK2D,PARP1,PDGFB,TRAF6,PIK3R3,MCM3,PIK3R3,STK4,RBL2,CARD11,DAD1,NRAS,PIK3R3,ACTN1,PRKCB,NCOR1,CREB1,SNRPA,CUL3,TRAF2,ACTN3,PIK3R1,RPL21,CHUK,EGLN3,MTOR,TGFBR2,PRKCA,GAB1,ITGA4,CD19,TGFBR2,RARA,LCP2,SRRM1,MAPK3,RAF1,PLCB1,SOS1,PIK3R3,EIF4E2,,IRAK1,RHOA,RAF1,,TYK2,HCLS1,RELA,,PIK3R3,HCLS1,,PRKCG,PTK2,RAF1,NFKB1,GNAQ,PIK3R3,MTOR,PRKCE,KRAS,EPB41,SSU72,BAX,BIRC3,CAMK2D,SOS1,ESR2,FBP2,GNAI2,PIK3R3,,,TP53,IRAK4,NDUFB8,IRF7,,,CNOT8,CDC25A,PLCB4,,ATP6V0D2,RAF1,,SMAD7,CS,GRB2,TP53,COL3A1,PPP2R5A,TP53,,,,DGKZ,,PPP2R5A,,CREB1,RAB7B,BAX,GNG13,ITPR1,,,,,ROCK1,,,PTPN11,,,HLA-C,STAT3,LIMK2,,CAMKK2,,,,GNAQ,,CREBBP,CACNA1C,GNAQ,,,,,,,,,,,,VDAC3,,,PPP1CA,,,SHANK1,,SPHK1,,,,,,,,,,
CCNE1,PSMD11,PIK3R1,PIK3R3,PRKCA,SHC1,TRAF2,PDGFA,TRAF5,PIK3R1,MCM4,PIK3R1,STK3,RAF1,PIK3R3,DDIT3,PPP3R1,XIAP,PRKCA,BRAF,PLCB4,TRAF3,SRSF9,CUL2,TRAF1,CSNK2A1,RELA,RPS7,CDKN2A,MAP2K1,RUNX1,MSH6,MTOR,Sep-01,ACTN2,EIF4EBP1,LATS1,PPARG,PPARG,THOC6,SMAD2,DOCK2,TP53,TP53,ASAP2,SOS1,,GNA11,TGFBR1,SOS2,,TICAM1,PFN1,GNAI2,,PIK3R1,CTNNB1,,CREBBP,MAPKAPK2,ATP6V0C,ESR2,KRAS,PIK3R1,TNFRSF1A,GFPT2,MS4A2,SRC,UPF3B,CYCS,,PRKAA2,SOS2,CREB1,PRKAA1,RAP1B,PIK3R1,,,CAMK2B,FOS,PRKAA2,PIN1,,,PFKM,ZEB2,GNAQ,,ATP6V1B1,CRK,,RBL1,RPIA,KRAS,,COL1A2,PRKCA,SLC25A6,,,,MTOR,,PPP2R5D,,PLCB4,PFN2,PPARG,CREB1,LPL,,,,,SRF,,,GAB2,,,HLA-A,AXIN1,LIMK1,,NRAS,,,,KRAS,,STAT3,ADCY7,PRKCQ,,,,,,,,,,,,CYCS,,,CREB1,,,,,PRKCA,,,,,,,,,,
RAF1,PSMD13,PMAIP1,PIK3R1,FOS,SRC,TRAF1,PIK3R3,CSNK2B,IQGAP1,MCM5,PSEN1,RAP1B,SOS1,PIK3R1,DNAJB11,PPP3R2,PIK3R1,ACTN4,PRKCA,TBC1D4,TRAF5,SNRPB,CUL1,HLA-A,ACTN2,EGFR,RPS8,STAT3,TGFB1,KIT,MSH2,CDK6,RHOA,ITGA3,PCK1,LATS2,ERG,SQSTM1,EEF1A1,STAT5A,SOS1,NSMAF,SOS2,PIK3R1,SOS2,,MAPK1,EPN1,TP53,,TNFRSF1A,CRK,MAPK8,,RCHY1,EZR,,MAP2K1,KRAS,ATP6V0D2,GRB2,CALM1,MYL12A,NFKBIA,NR1H2,SOS1,PARD6G,PPP2R5A,ATM,,ROCK1,ARF6,PLCB4,PRKAA2,GNA13,NRAS,,,CAMK2D,TICAM1,UQCRB,NFKBIB,,,DCP2,ZEB1,GRB2,,,SKAP1,,SP1,HADHA,SOS1,,GNAL,PPP2R5D,NDUFB8,,,,SP1,,CDC25C,,GNAQ,RAB7A,KRAS,PLCB4,ITPR2,,,,,ITPR1,,,DGKZ,,,TUBB4B,SMAD9,NFATC2,,GNG3,,,,GNB5,,PTPN11,RELA,CALM1,,,,,,,,,,,,NDUFS2,,,PLCB4,,,,,PHKB,,,,,,,,,,
TP53,PIK3R3,STAT5A,CBL,TICAM1,PIK3R3,FOS,PIK3R1,BTK,HIF1A,MCM6,FOXO3,PPP3R1,SOS2,BCL10,CANX,INPP5D,PTGS2,RHOA,CDK6,RAF1,BIRC2,SF3B4,NEDD4L,TYK2,ACTN1,HSP90B1,RPL23,BRAF,GAB1,RARA,MSH3,CDK4,Sep-02,ACTN1,MCL1,PARD3,HIST2H3D,CSF1R,CLNS1A,STAT5B,PLCB1,ROCK1,TLR3,PLD2,FBP1,,CCL2,RNF41,,,HNRNPUL1,VCL,IRAK1,,RELA,,,EGLN3,RAF1,RAB7A,KRAS,RAF1,GNAI2,PRKCQ,GFPT1,RAF1,PRKCZ,UPF3A,TP53,,SRC,CSF1R,SP1,PIK3R3,RAP1A,PAK1,,,CTBP2,MAPK14,NDUFB11,,,,SKIV2L2,CCNE1,KRAS,,,PFN2,,ID2,PFKL,RAF1,,PLCB4,FOS,HDAC2,,,,GRB2,,SMC1A,,SIK1,,EIF4E2,GNAQ,CACNA1C,,,,,ITPR2,,,RHOA,,,TUBA4A,MAPK14,L1CAM,,GNG2,,,,RAF1,,TYK2,GNAI2,RAF1,,,,,,,,,,,,VDAC2,,,PPP2R2B,,,,,PHKA2,,,,,,,,,,
CSF1R,PIK3R1,LYN,RELA,HSPG2,TGFA,TUBA4A,PPP3R1,PRKCQ,VTN,TP53,RELA,PPP3R2,PRKAA1,CBL,PLAA,CD19,FHIT,VAV1,CDK4,PLCB1,BIRC3,SF3B5,XIAP,FOS,CSNK2A2,NRAS,RPS5,TGFBR1,PTPN11,GRB2,BCL2,MDM2,PTK2,ACTN4,FN1,BIRC2,TP53,PIK3R3,EEF1A2,SMAD4,SOS2,PIK3R3,RNASEL,CDC42,CRK,,FADD,TGFBR2,,,IRF7,CD44,ALOX5,,IRAK1,,,NOS2,,CAMK2B,SOS1,PLCB1,RAP1B,NFKBIE,STAT3,SOS2,MYL12A,PPP2R5D,TP73,,ITPR1,RAB5C,GNAQ,PIK3R1,TBXA2R,PPP3R1,,,CTBP1,TIRAP,PIK3R3,,,,PFKP,FSCN1,CALM1,,,CSF1R,,ID1,OGDH,PLCB1,,GNAQ,MAPK14,UQCRB,,,,KRAS,,YWHAZ,,CALM1,,TP53,CAMK4,PSEN1,,,,,PIK3R3,,,MTOR,,,DYNC1LI1,KLF4,PTK2,,GNG5,,,,PLCB1,,EPOR,PLD2,PPP1R12B,,,,,,,,,,,,NDUFS1,,,GNAQ,,,,,GNAL,,,,,,,,,,
CTBP2,IRAK1,STAT5B,NRAS,YWHAZ,PIK3R1,TNFRSF1A,PPP3R2,CARD11,RRAS,MCM2,RAP1B,RAP1A,PRKAA2,RELA,PPP1R15A,PLCG2,RELA,VAV2,GRB2,TP53,CEBPB,SF3B2,KLHL13,TICAM1,ACTN4,ERBB2,RPL22,NFKB1,BRAF,KRAS,BAX,GRB2,Sep-03,RHOA,PTK2,LEF1,BIRC3,PIK3R1,GEMIN4,JUN,CRK,PIK3R1,PIK3R3,PAK1,FBP2,,MAPK3,EPN2,,,VDAC1,NFKBIB,MAPK1,,FYN,,,PRKCB,,CAMK2D,RAF1,,CDC42,NFKBIB,NR1H3,,GNAI2,SRRM1,,,ITPR2,SHC1,GRB2,FOXO3,PLCG2,PPP3R2,,,LEF1,NFKB1,PIK3R1,,,,,ZFPM2,SOS1,,,RGS14,,ID3,ALDOC,SOS2,,RAB7B,PPP1CA,DCTN2,,,,RAF1,,PPP1CA,,PLCB1,,,BCL2,COX5B,,,,,PIK3R1,,,DNM2,,,TUBB2B,KAT6A,RHOA,,GNG4,,,,,,MTOR,RAP1B,PLCB1,,,,,,,,,,,,VDAC1,,,PPP2R2D,,,,,PLCB4,,,,,,,,,,
CTBP1,CD19,CREBBP,E2F1,TIRAP,CBL,ERN1,TERT,BIRC2,PLCG2,HDAC2,CDC42,RRAS,PIK3R3,CDC42,VCP,MAPK1,RXRB,COL2A1,KRAS,NOTCH2,PIK3R3,DDX5,RCHY1,HCFC2,SORBS1,E2F1,RPS6,TGFBR2,RBX1,SOS1,CYCS,KRAS,DNM2,VAV1,NFKB1,PARD6G,CSF1R,TNFRSF11A,NUP54,TGFB1,ROCK1,PRKCZ,PIK3R1,INPP5D,PRKAA1,,SMAD2,DNM2,,,RAF1,PFN2,MAP2K6,,STAT5A,,,NOS3,,CEBPB,SOS2,,RAP1A,,PTPN11,,PPP2CA,PPP1CA,,,PIK3R3,PDGFB,KRAS,CAMKK2,MAPK1,PLCG2,,,CUL1,NFKBIA,COX5B,,,,,EZR,RAF1,,,SRC,,,ALDOB,,,PLCB1,GNG13,NDUFB11,,,,SOS1,,RBX1,,FBP1,,,KRAS,COX5A,,,,,CACNA1C,,,PLCB4,,,TUBB2A,ID2,CDK5,,GNG7,,,,,,GFAP,PAK1,,,,,,,,,,,,,UQCRC2,,,BCL2,,,,,GNAQ,,,,,,,,,,
EPAS1,PLCG2,JUN,ABL1,TGFBR1,EGFR,DDIT3,RRAS,BIRC3,PLCG1,PCNA,NRAS,MAP2K6,FOXO4,NRAS,SEC23A,MAPK3,E2F1,ITGA6,SOS1,NOTCH3,NOD2,SF3B3,CBL,HCFC1,BAIAP2,E2F2,RPL13A,CDK6,GRB2,RAF1,CTNNB1,CALM1,CD2AP,VAV2,GNG13,AFP,CEBPA,RELA,PABPC1,VCAM1,SHC1,RELA,RELA,PLCG2,PRKAA2,,JUN,EPN3,,,TLR3,,MAPK3,,STAT5B,,,RPS6,,RAB5C,,,PLCG2,,PRKAB1,,CDC42,NUDT21,,,PIK3R1,PDGFA,FKBP4,PPP2CA,FYN,PTK2B,,,PSEN1,TRAF3,COX5A,,,,,RAF1,PLCB1,,,PDGFB,,,ALDOA,,,VCL,GNAL,HDAC1,,,,SOS2,,MAD2L2,,,,,GNB5,UQCRH,,,,,ADCY7,,,KIT,,,FCGR2A,ID1,FES,,HIST1H3F,,,,,,PIAS1,MAPK8,,,,,,,,,,,,,SLC25A6,,,CALM1,,,,,CAMK4,,,,,,,,,,
CUL2,RIPK1,HIST1H4L,E2F2,CCNA2,NRAS,RAF1,DVL1,XIAP,SMAD2,PRKDC,MAPK8,HSPA8,PIK3R1,PAK1,SAR1A,LYN,E2F2,TLN1,RAF1,HDAC2,PIK3R1,DHX8,UBE2J1,TNFRSF1A,RHOA,MAPK1,RPSA,CDK4,KRAS,SOS2,KRAS,SOS1,MAD2L2,ENAH,COL1A1,PRKCZ,DDX5,SOCS3,EIF4E2,SMAD3,SRC,PLD2,EGFR,MAPK1,SHC1,,TGFB1,BIN1,,,SLC25A6,,HSPA8,,HSPA8,,,STAT3,,SRC,,,CTNNA1,,NFKB1,,PPP2CB,PPP2R2B,,,CACNA1C,PIK3R3,CALM1,PPP2CB,MAPK3,MAPK1,,,NLK,TOLLIP,RELA,,,,,SOS1,SOS2,,,FPR1,,,TKT,,,RAB7A,CREB1,DCTN1,,,,,,CCNE1,,,,,PLCB1,NCSTN,,,,,GNAI2,,,GRB2,,,HGS,HAND1,RASA1,,MAPK1,,,,,,IL2RB,RAP1A,,,,,,,,,,,,,,,,PLCB1,,,,,PPIF,,,,,,,,,,
PDGFB,PLCG1,EIF2AK2,MAPK1,DDB1,PAK1,TP53,DVL2,TNFRSF11A,TGFB1,HDAC1,RAP1A,JUN,FOXO3,PPP3R1,HSPA4L,JUN,E2F3,RAF1,SOS2,NOTCH1,PTGS2,SF3B6,SOCS3,CDC34,TGFBR1,E2F3,RPS3A,KRAS,SOS1,,RAF1,RAF1,CTTN,MYH9,NR4A1,STK3,CEBPB,PPP3R1,EIF1B,NOS3,PXN,GNAI2,PPP2CA,PLCG1,PIK3R3,,SMAD3,HGS,,,RNASEL,,TGFB1,,HSPA1L,,,PRKCA,,NOD2,,,PTK2B,,MTOR,,NRAS,PPP2R2D,,,PTGS2,PIK3R1,RAF1,EIF4EBP1,VASP,FYN,,,PPP3R1,TRAF6,UQCRH,,,,,TP53,,,,PARD6G,,,FBP1,,,,PLCB4,ITPR1,,,,,,CDK2,,,,,,PPP3R1,,,,,GNA13,,,KRAS,,,CANX,ID3,PLXNB2,,MAPK3,,,,,,BCL2,RRAS,,,,,,,,,,,,,,,,,,,,,VDAC3,,,,,,,,,,
PDGFA,MAP2K6,NFKB1,E2F3,CREB1,MAPK8,BIRC2,DVL3,BCL10,CAV1,CUL1,MAPK7,TGFB1,NLK,PPP3R2,SEL1L,NFATC2,RXRG,PPP1R12B,TP53,HDAC3,RELA,SRSF1,UBR5,TRAF3,TGFBR2,MAPK3,MRPS7,RAF1,RAF1,,TP53,SOS2,ARPC2,ITGA6,COL1A2,SAV1,HDAC2,MAPK8,KPNB1,STAT3,WAS,PPP2CA,SOCS3,WASF1,PIK3R1,,NOS2,PARD3,,,PIK3R3,,HSPA1L,,STAT3,,,NFKB1,,BCL10,,,CTNNA3,,PPP1CA,,PARD6A,RNPS1,,,ADCY7,FOXO4,SOS1,PCK1,LYN,PLCG1,,,MAPK8,IRF7,CDC42,,,,,SOS2,,,,PDGFA,,,PFKM,,,,PPP2R2B,HTT,,,,,,CDK1,,,,,,PPP3R2,,,,,PPP3R1,,,RAF1,,,ATP6V1B2,CTNNB1,KRAS,,HIST1H4L,,,,,,GRB2,MAPK1,,,,,,,,,,,,,,,,,,,,,VDAC2,,,,,,,,,,
TGFA,LYN,NFKB2,MAPK3,CCNE1,ERBB3,BIRC3,STAT5A,PTGS2,RDX,CCNB1,IRAK1,GADD45B,STK4,MAPK1,RPN1,NFATC1,CDKN2B,SOS1,,SRC,SOCS3,U2AF1,TCEB1,EEF1D,PARD3,CREBBP,RPL37A,TP53,SOS2,,,TP53,HCLS1,PFN1,CDK6,PPP2CA,KMT2A,PPP3R2,DDX20,FN1,PIK3R3,GNA13,PPP2CB,WASF2,CBL,,CFLAR,TRAF6,,,FURIN,,NOS2,,TNFRSF10B,,,MTOR,,CORO1A,,,PLCG1,,TNFRSF1A,,RRAS,PABPC1,,,EGFR,STK4,PLCB1,PPARGC1A,NOS3,BID,,,PPP3R2,TAB2,SOCS3,,,,,CRK,,,,PIK3R3,,,GAPDH,,,,GNAQ,COX5B,,,,,,CALM1,,,,,,MAPK1,,,,,PPP3R2,,,MS4A2,,,CALR,GRB2,,,H3F3C,,,,,,RAF1,GRIA3,,,,,,,,,,,,,,,,,,,,,VDAC1,,,,,,,,,,
PIK3R3,HSPA8,NFKBIA,STAT5A,IRF7,ERBB4,DIABLO,SMAD2,RELA,FN1,RAD21,IRAK2,GADD45A,EGFR,FYN,CUL1,NFKB1,NOS2,SOS2,,HDAC1,MAPK8,PUF60,VHL,TRAF6,CSNK2B,BRAF,RPL24,BCL2L1,CRK,,,,CTNNB1,EZR,CDK4,PPP2CB,HDAC1,PLCG2,AAAS,NFATC1,PIK3R1,PPP2CB,NRAS,MAPK3,PRKCZ,,MAPK14,KIT,,,PLG,,LAMB2,,MSN,,,RBX1,,RELA,,,VASP,,NFKBIA,,EPB41L1,,,,GNAI2,RELA,SOS2,EEF2,MAPK14,MICA,,,DVL1,TAB1,MAPK8,,,,,CD44,,,,PIK3R1,,,FBP2,,,,PPP2R2D,COX5A,,,,,,CPEB4,,,,,,APBB1,,,,,GNA11,,,SOS1,,,RAB7B,KRAS,,,BDNF,,,,,,SOS1,MAPK3,,,,,,,,,,,,,,,,,,,,,CALM1,,,,,,,,,,
PIK3R1,CREBBP,DLG1,STAT5B,VDAC3,ERBB2,ITPR1,STAT5B,IRAK1,MSN,E2F1,PLCG2,BDNF,GABARAP,PLCG1,DERL1,NFKBIA,LAMB2,CRK,,NOTCH4,MAPK1,U2AF2,UBE2H,TRAF5,SNAI2,NFKB1,RPL29,,,,,,CRK,ARHGEF7,CDK2,PARD6A,CEBPE,MAPK1,NUP160,MAPK14,FOXO3,NRAS,MAPK8,LYN,SOCS3,,NFKB1,AMPH,,,PIK3R1,,STAT3,,EIF2AK2,,,PFKL,,HSPD1,,,VCAM1,,CREB1,,CTNNA1,,,,CAMKK2,EGFR,FKBP5,MTOR,GP6,MICB,,,DVL2,TLR3,BID,,,,,NOTCH2,,,,ADCY7,,,PFKP,,,,GNB5,UQCRH,,,,,,,,,,,,FADD,,,,,MAPK1,,,PLCB1,,,ATP6V0C,TCF3,,,BRAF,,,,,,SOS2,GABBR2,,,,,,,,,,,,,,,,,,,,,PLCB1,,,,,,,,,,
STK4,JUN,HNRNPK,SMAD4,RAF1,EIF4EBP1,HTRA2,CREBBP,PLCG2,BRAF,ABL1,ABL1,BRAF,NRAS,PAK2,DERL2,GRB2,FN1,BIRC2,,PIK3R3,CCL2,PCBP1,UBE2I,CSNK2B,CTNNB1,MTOR,UBA52,,,,,,BCAR1,RAF1,MDM2,DVL1,DOT1L,FYN,FXR1,NFKB1,ADCY7,MAPK8,MAPK1,VASP,NRAS,,NFKBIA,CHMP6,,,RELA,,HSPA2,,HSPA2,,,BCL2,,PPP3R1,,,MSN,,TBC1D4,,SYMPK,,,,NRAS,PLD2,,RAB11B,PPP1CA,MAPK3,,,DVL3,,NDUFV1,,,,,HDAC4,,,,PRKCZ,,,,,,,CALM1,POLR2C,,,,,,,,,,,,BID,,,,,MAPK3,,,SOS2,,,ATP6V0D2,RAF1,,,PPP1CA,,,,,,BCL2L1,CREBBP,,,,,,,,,,,,,,,,,,,,,SLC25A6,,,,,,,,,,
HIF1A,EIF2AK2,SNW1,TGFB1,TP53,PLCG2,ITPR2,XBP1,RIPK1,ESR1,E2F2,MAPK1,NFATC1,CCNB1,PAK4,RNF5,KRAS,NFKB1,VCL,,PIK3R1,RIPK1,TRA2B,MAP3K1,SRSF2,SSX2IP,NFKBIA,RPL12,,,,,,VCL,PPP1R12B,BCL2,TP53BP2,PDGFA,MAP2K6,FXR2,COL1A1,PRKCZ,MAPK1,RIPK1,LIMK2,MAPK8,,GNAL,VPS25,,,SOCS3,,MAPK14,,EIF2S1,,,EIF4E2,,MAPK8,,,PTPN11,,PRKCQ,,CTNNA3,,,,PPP3R1,RAP1B,,PFKL,COL1A1,TNFRSF10B,,,CREBBP,,XBP1,,,,,NOTCH3,,,,THBS1,,,,,,,PLCB1,POLR2H,,,,,,,,,,,,NDUFV1,,,,,VASP,,,ARF6,,,ATP6V1B1,,,,GNG13,,,,,,,JUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2RA,HSPA2,CDK6,SMAD3,TLR3,ABL1,PIK3R3,JUN,PLCG1,PTK2,E2F3,PLCG1,HSPA2,MAPK8,MAPK3,HSPBP1,NFKBIE,PTK2,BIRC3,,HIF1A,FADD,TRA2A,UBE2B,IRF7,VCL,CDK2,RPL11,,,,,,,SOS1,GRB2,DVL2,MLLT1,MAPK3,NUP85,COL3A1,RELA,FYN,MAPK3,LIMK1,PRKAR2A,,PPP2R2B,RAB7A,,,DNAJB1,,NFKB1,,NFKB1,,,ALDOA,,PPP3R2,,,MAPK14,,OGT,,MYH10,,,,PPP3R2,CDC42,,RAB14,COL3A1,NFATC2,,,SMAD4,,JUN,,,,,DNMT1,,,,EGFR,,,,,,,,POLR2I,,,,,,,,,,,,SNCA,,,,,NOS3,,,,,,VAMP3,,,,H2AFY2,,,,,,,BDNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90B1,NFKB1,CDK4,CDKN2A,PCNA,ABL2,XIAP,SMAD4,LYN,MDM2,SFN,SH2B3,NFKB1,MAPK1,JUN,HSP90B1,CD22,NFKBIA,ITGA9,,RXRB,MAP2K6,SNRPB2,SMURF2,SRSF4,,BCL2,RPL36A,,,,,,,SOS2,GNB5,CTNNA1,MLLT3,JUN,TGS1,COL1A2,GNAI2,BID,STAT3,FCGR2A,EIF4EBP1,,GNAQ,ARF6,,,MAPK8,,NFKBIA,,NFKBIA,,,GAPDH,,IRAK1,,,PTK2,,SLC27A4,,MPDZ,,,,MAPK7,GNG3,,PPP2R2B,COL1A2,PTPN11,,,JUN,,TGFB1,,,,,NOTCH1,,,,FYB,,,,,,,,PPARGC1A,,,,,,,,,,,,MAPK3,,,,,NFATC2,,,,,,RAB7A,,,,CAMK4,,,,,,,BRAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
