,transcript,gene,chr,n_exons,cds_start,cds_end,bp,mu_syn,mu_mis,mu_lof,n_syn,n_mis,n_lof,exp_syn,exp_mis,exp_lof,syn_z,mis_z,lof_z,pLI,pRec,pNull
14672,ENST00000321617.3,CASKIN2,17,19,73497160,73509885,3609,2.25E-05,4.69E-05,2.36E-06,252,460,0,233.2038728,477.6398983,31.2638547,-0.763043554,0.394786478,5.538739275,0.999986555,1.34E-05,2.92E-13
8744,ENST00000357447.2,FRMD4A,10,23,13693904,14372101,3120,2.15E-05,4.07E-05,2.95E-06,216,280,2,218.1928134,414.4207228,40.07987061,0.092029754,3.229697851,5.958294888,0.999986541,1.35E-05,1.20E-14
10976,ENST00000262056.9,EIF4B,12,15,53400267,53434007,1836,6.95E-06,2.18E-05,2.38E-06,81,141,0,80.5835374,241.0545373,31.25777829,-0.028760707,3.152066978,5.538201564,0.999986524,1.35E-05,2.94E-13
814,ENST00000260526.6,ARHGAP29,1,22,94639424,94697167,3786,1.16E-05,3.15E-05,3.18E-06,124,370,3,137.6755115,359.3626427,44.48379297,0.722544196,-0.274464058,6.1612272,0.999986514,1.35E-05,2.44E-15
4977,ENST00000296755.7,MAP1B,5,7,71403358,71501066,7407,3.13E-05,6.78E-05,4.08E-06,365,646,4,351.3229432,760.9474067,48.84084523,-0.452366321,2.038160336,6.35582452,0.999986248,1.38E-05,5.17E-16
1927,ENST00000281419.3,ASAP2,2,28,9347233,9543456,3021,1.78E-05,3.47E-05,3.00E-06,169,302,3,202.5789337,384.9339228,44.3920573,1.462577334,2.067547635,6.153951798,0.999986043,1.40E-05,2.65E-15
638,ENST00000306052.6,LRP8,1,19,53712689,53793584,2892,1.97E-05,3.78E-05,2.52E-06,132,224,0,161.5771398,326.2253262,31.11035713,1.442497818,2.76831822,5.525126314,0.99998576,1.42E-05,3.36E-13
14681,ENST00000319380.7,UBE2O,17,18,74387023,74449223,3879,2.55E-05,4.98E-05,2.85E-06,215,314,1,247.0509573,489.0909797,35.43795244,1.264147534,3.872446764,5.730502407,0.999985318,1.47E-05,7.32E-14
14836,ENST00000262126.4,ANKRD12,18,12,9182430,9281124,6189,1.83E-05,4.77E-05,4.30E-06,293,601,5,211.7820667,542.257039,53.06175705,-3.459844632,-1.233871721,6.535796815,0.999985244,1.48E-05,1.24E-16
9238,ENST00000369248.4,FAM160B1,10,17,116581837,116621299,2298,8.53E-06,1.99E-05,2.18E-06,116,204,0,99.14959592,226.2219226,30.96863992,-1.049093526,0.722653807,5.512527381,0.999984985,1.50E-05,3.82E-13
90,ENST00000377346.4,PIK3CD,1,22,9770513,9787104,3135,2.01E-05,4.14E-05,2.62E-06,211,205,1,220.8940428,447.7080905,35.25779937,0.412695179,5.610522559,5.715069828,0.999984295,1.57E-05,8.63E-14
13819,ENST00000355280.6,MINK1,17,32,4736878,4800582,3999,2.28E-05,5.29E-05,4.58E-06,226,277,4,199.5661413,445.6390189,48.43965075,-1.160024998,3.907355097,6.324989888,0.999984022,1.60E-05,7.45E-16
5935,ENST00000274938.7,SCUBE3,6,22,35182195,35216482,2982,1.47E-05,3.55E-05,2.75E-06,137,280,2,167.7191592,397.5826331,39.56878808,1.470509948,2.884335957,5.916168258,0.999983707,1.63E-05,1.91E-14
18176,ENST00000370060.1,L1CAM,X,28,153128117,153141291,3774,2.20E-05,4.56E-05,3.47E-06,179,238,1,172.5263466,349.3610178,35.15764711,-0.305544446,2.914152969,5.706472599,0.999983696,1.63E-05,9.45E-14
2827,ENST00000360351.4,MAP2,2,12,210517894,210595121,5484,1.89E-05,4.65E-05,2.70E-06,272,545,1,217.043298,528.1086895,35.10398284,-2.3125804,-0.359515704,5.701860655,0.999983365,1.66E-05,9.93E-14
7852,ENST00000357668.1,ASAP1,8,29,131066976,131414189,3390,1.45E-05,3.08E-05,3.26E-06,184,248,4,172.5440335,354.0562579,48.28834461,-0.540670323,2.756873225,6.313322798,0.999983091,1.69E-05,8.56E-16
12599,ENST00000433963.1,USP8,15,19,50731270,50791285,3357,1.02E-05,2.86E-05,2.90E-06,129,270,2,119.5323231,320.563975,39.39749323,-0.536847966,1.38133975,5.901981921,0.999982629,1.74E-05,2.23E-14
4626,ENST00000296577.4,ABCE1,4,17,146025564,146048725,1800,5.80E-06,1.58E-05,2.17E-06,65,62,0,70.66329412,180.3585941,30.57395219,0.4176585,4.310700639,5.477286629,0.999982597,1.74E-05,5.48E-13
1316,ENST00000294785.5,NCSTN,1,17,160313186,160328061,2130,8.53E-06,2.13E-05,2.09E-06,97,200,0,102.1432595,244.2779703,30.53521174,0.315490545,1.385677852,5.473815417,0.999982343,1.77E-05,5.67E-13
11002,ENST00000547035.1,MAP3K12,12,13,53874965,53881175,2679,1.08E-05,2.80E-05,2.24E-06,145,214,0,125.9337484,319.2892454,30.45616867,-1.053282507,2.882094343,5.466726376,0.999981813,1.82E-05,6.10E-13
16738,ENST00000262982.2,CSE1L,20,24,47675000,47712975,2916,9.93E-06,2.42E-05,2.64E-06,127,210,2,120.5132403,278.8756585,39.23880617,-0.366321692,2.017331028,5.888810428,0.999981566,1.84E-05,2.58E-14
1495,ENST00000507469.1,SMG7,1,23,183441755,183522336,3537,1.25E-05,3.05E-05,3.74E-06,135,263,3,130.8235264,303.1162784,43.63757625,-0.22637012,1.127022738,6.093785695,0.999981493,1.85E-05,5.27E-15
12139,ENST00000478722.1,GPHN,14,23,66975245,67647654,2310,7.93E-06,2.30E-05,2.26E-06,94,147,1,98.07945407,266.1345409,34.81593246,0.255365428,3.571934045,5.677040755,0.999981473,1.85E-05,1.29E-13
16733,ENST00000396105.1,ZNFX1,20,13,47863803,47892376,5757,2.01E-05,5.58E-05,4.20E-06,278,496,5,231.4982244,632.4881482,52.39988944,-1.89472169,2.654514249,6.486371784,0.999981099,1.89E-05,2.27E-16
16758,ENST00000338821.5,ATP9A,20,28,50217749,50384908,3144,1.96E-05,4.09E-05,3.47E-06,229,225,4,214.9450571,436.5549631,47.92600068,-0.594310571,4.952452669,6.285296491,0.999980637,1.94E-05,1.19E-15
868,ENST00000370096.3,COL11A1,1,67,103343574,103573734,5421,1.88E-05,4.80E-05,5.71E-06,243,577,13,230.0738826,545.5267966,87.6060141,-0.528303265,-0.659096899,7.895808123,0.999980608,1.94E-05,6.79E-22
15119,ENST00000535453.1,APC2,19,14,1453000,1470212,6912,7.09E-05,0.000129455,4.31E-06,381,602,1,490.7805002,896.7696114,34.68161492,3.072069347,4.814583416,5.66543097,0.999980518,1.95E-05,1.46E-13
467,ENST00000373091.3,GRIK3,1,16,37267451,37499709,2760,1.74E-05,3.65E-05,2.55E-06,193,249,1,198.7318818,408.1781094,34.63424975,0.252065995,3.853673598,5.661330722,0.99998017,1.98E-05,1.52E-13
11113,ENST00000455537.2,KIF5A,12,28,57944054,57976962,3099,1.45E-05,3.53E-05,3.38E-06,159,196,4,167.2580389,391.2991726,47.8000075,0.395850224,4.829058143,6.275522916,0.999979703,2.03E-05,1.34E-15
2129,ENST00000403359.3,FBXO11,2,23,48035256,48132859,2784,1.05E-05,2.71E-05,2.71E-06,125,120,1,90.73729197,250.3530587,34.56216756,-2.22986379,4.029594398,5.655085849,0.999979628,2.04E-05,1.63E-13
14902,ENST00000361524.3,ZNF521,18,7,22642675,22930910,3936,1.74E-05,3.85E-05,2.45E-06,232,341,0,198.0390544,433.066237,30.11664203,-1.496074333,2.163911517,5.436169026,0.999979351,2.06E-05,8.30E-13
3790,ENST00000477593.1,PIK3CB,3,22,138374230,138478185,3213,1.02E-05,2.78E-05,3.48E-06,130,226,4,122.4400142,318.2653199,47.70923948,-0.423554775,2.529648904,6.268471748,0.999979002,2.10E-05,1.45E-15
14313,ENST00000264661.3,KCNH4,17,16,40312057,40332963,3054,1.86E-05,4.12E-05,2.31E-06,181,281,0,202.5026574,439.8892365,30.04014265,0.936757223,3.705434894,5.429260364,0.999978751,2.12E-05,8.90E-13
1810,ENST00000389794.3,LYST,1,51,235826239,235993717,11406,3.79E-05,9.62E-05,9.54E-06,474,1139,22,444.963373,1095.323438,127.0044538,-0.853361602,-0.645502825,9.229707291,0.999978423,2.16E-05,5.01E-28
8548,ENST00000298552.3,TSC1,9,21,135771621,135804259,3495,1.49E-05,3.46E-05,2.68E-06,173,281,2,176.9157553,398.1622916,38.80682225,0.18250999,2.871932741,5.852804198,0.999978334,2.17E-05,3.82E-14
10737,ENST00000261349.4,LRP6,12,23,12274059,12419669,4842,1.60E-05,4.63E-05,5.31E-06,206,415,9,190.3028718,533.3024711,69.6716291,-0.705417307,2.505668495,7.200246821,0.99997833,2.17E-05,5.31E-19
7229,ENST00000288602.6,BRAF,7,18,140434396,140624503,2301,9.89E-06,2.22E-05,2.88E-06,92,101,2,91.89607277,222.8047926,38.78982427,-0.006721124,3.991338722,5.851382314,0.999978196,2.18E-05,3.88E-14
10092,ENST00000533211.1,SPTBN2,11,36,66453341,66488711,7173,4.36E-05,1.00E-04,7.01E-06,491,801,14,492.2329501,1109.331847,91.67262064,0.034453012,4.527977759,8.035960919,0.999977957,2.20E-05,1.88E-22
17408,ENST00000359486.3,TCF20,22,4,42564658,42611311,5883,2.26E-05,5.49E-05,3.29E-06,322,660,2,255.7770198,620.5368452,38.75791465,-2.567010105,-0.774863186,5.848713673,0.999977934,2.21E-05,4.00E-14
4628,ENST00000281708.4,FBXW7,4,11,153244032,153332955,2124,6.80E-06,1.84E-05,2.29E-06,82,101,0,79.67191049,207.9827681,29.93010253,-0.161695004,3.628413114,5.419307282,0.999977859,2.21E-05,9.84E-13
3959,ENST00000305135.5,YEATS2,3,30,183432950,183528371,4269,1.77E-05,3.89E-05,3.67E-06,204,471,5,204.263577,436.3614352,51.9731753,0.011434031,-0.811061128,6.454312256,0.999977829,2.22E-05,3.35E-16
11420,ENST00000392533.3,TAOK3,12,19,118588801,118693372,2697,1.07E-05,2.76E-05,2.80E-06,124,190,2,127.5829824,317.8043786,38.71741405,0.196652657,3.506568295,5.845324539,0.999977598,2.24E-05,4.15E-14
8088,ENST00000455600.1,RUSC2,9,11,35546518,35561379,4551,1.93E-05,4.81E-05,3.09E-06,241,536,2,218.3725809,538.2057452,38.68448215,-0.949259704,0.046503834,5.842566639,0.99997732,2.27E-05,4.27E-14
1049,ENST00000369068.4,RPRD2,1,11,150337190,150445810,4386,1.69E-05,4.07E-05,2.53E-06,187,385,0,185.8069784,444.2788169,29.86471626,-0.054257385,1.375587002,5.413385017,0.999977311,2.27E-05,1.04E-12
14907,ENST00000269197.5,ASXL3,18,12,31158595,31326559,6747,2.48E-05,5.77E-05,3.78E-06,285,671,3,270.7077818,622.9308167,43.06200769,-0.538515445,-0.94202718,6.0474916,0.999977048,2.30E-05,8.90E-15
6213,ENST00000369577.3,ZNF292,6,8,87865309,87971519,8172,2.68E-05,6.77E-05,4.95E-06,352,741,5,268.1849204,680.0067842,51.87318962,-3.172886967,-1.144040088,6.44677781,0.999976984,2.30E-05,3.67E-16
16426,ENST00000380393.3,PTPRA,20,21,2944923,3018779,2409,1.04E-05,2.50E-05,2.30E-06,107,207,1,125.1027054,288.711995,34.20805108,1.003366257,2.352176527,5.624305318,0.999976744,2.33E-05,2.24E-13
13866,ENST00000399464.2,NEURL4,17,29,7219441,7232631,4689,2.79E-05,6.25E-05,3.25E-06,299,475,4,314.1909644,691.3576736,47.43499743,0.531298936,4.02473614,6.247122846,0.999976734,2.33E-05,1.86E-15
12924,ENST00000268182.5,IQGAP1,15,38,90931573,91043340,4974,1.87E-05,4.59E-05,4.96E-06,244,463,9,217.1835151,514.8079558,69.46449982,-1.128075501,1.116839187,7.186355351,0.999976585,2.34E-05,6.41E-19
1812,ENST00000264183.3,ARID4B,1,23,235331839,235490234,3939,1.19E-05,3.09E-05,3.14E-06,142,300,3,139.3843526,346.8737259,42.99422669,-0.137345263,1.231005557,6.042016996,0.999976459,2.35E-05,9.47E-15
11224,ENST00000549396.1,PPFIA2,12,30,81655760,82148000,3774,1.24E-05,3.47E-05,4.44E-06,151,244,5,127.8497578,337.7272534,51.75807206,-1.269270519,2.494591804,6.438093076,0.999975972,2.40E-05,4.07E-16
13579,ENST00000393512.3,AP1G1,16,23,71766960,71823382,2478,8.35E-06,2.32E-05,3.06E-06,108,187,3,101.8859537,265.8564543,42.92548329,-0.375506653,2.365539856,6.036459402,0.999975846,2.42E-05,1.01E-14
14485,ENST00000505658.1,LUC7L3,17,10,48797093,48828022,1299,4.99E-06,1.47E-05,2.48E-06,49,88,0,54.93674933,154.5348253,29.52646053,0.4965543,2.617894657,5.382640609,0.999974251,2.57E-05,1.42E-12
6587,ENST00000430969.1,TNRC18,7,29,5347736,5460877,8907,7.54E-05,0.000138587,4.68E-06,573,857,3,556.1084768,1018.859303,42.72501587,-0.44405616,2.480254783,6.020224455,0.999973966,2.60E-05,1.21E-14
1544,ENST00000358823.2,CAMSAP2,1,17,200708955,200827187,4437,1.40E-05,3.83E-05,3.19E-06,165,353,3,163.7010369,437.067864,42.71638599,-0.062940889,1.966854075,6.019524363,0.999973882,2.61E-05,1.22E-14
735,ENST00000370768.2,FUBP1,1,20,78414450,78444688,1935,6.59E-06,1.75E-05,1.94E-06,91,117,0,80.53343948,200.564496,29.38294623,-0.723045077,2.886099231,5.36954382,0.999972831,2.72E-05,1.62E-12
12349,ENST00000216277.8,PAPOLA,14,22,96968929,97031387,2238,7.57E-06,1.89E-05,2.25E-06,92,113,1,92.73504767,219.0966677,33.68225351,0.047319963,3.505907121,5.57829013,0.99997169,2.83E-05,3.62E-13
9723,ENST00000314845.3,AMBRA1,11,18,46418999,46569930,3627,1.60E-05,4.16E-05,2.86E-06,181,322,2,182.7384895,463.2511526,38.08694514,0.07972767,3.209965131,5.792309438,0.999971641,2.84E-05,7.36E-14
89,ENST00000377577.5,DNAJC11,1,16,6695734,6761860,1680,8.57E-06,1.88E-05,2.04E-06,104,152,0,99.37884809,211.3540426,29.18929429,-0.287377334,1.996922456,5.351819511,0.99997079,2.92E-05,1.93E-12
16562,ENST00000398022.2,TM9SF4,20,18,30697543,30753247,1929,9.88E-06,2.24E-05,2.00E-06,104,143,0,115.11121,253.7061083,29.18765771,0.64202443,3.399558908,5.35167008,0.999970772,2.92E-05,1.94E-12
6561,ENST00000360876.4,EIF3B,7,18,2394556,2419132,2445,1.83E-05,3.29E-05,2.21E-06,147,167,0,136.2973688,272.021241,29.17822431,-0.568322649,3.114526807,5.35080458,0.999970669,2.93E-05,1.95E-12
16958,ENST00000331923.4,PAXBP1,21,18,34107260,34143979,2754,1.22E-05,2.92E-05,3.27E-06,103,194,3,122.2791173,299.2807125,42.38418575,1.080836763,2.976636877,5.992522138,0.999970426,2.96E-05,1.65E-14
5783,ENST00000377034.4,GABBR1,6,22,29571319,29600162,2886,1.41E-05,3.38E-05,2.73E-06,145,155,2,150.4464717,356.7691277,37.92781084,0.27528081,5.224894793,5.778851473,0.999969901,3.01E-05,8.51E-14
16087,ENST00000418929.2,PRR12,19,14,50094911,50128864,6111,4.53E-05,8.56E-05,2.88E-06,403,494,0,384.1221008,724.4102014,29.08046296,-0.597129463,4.187220884,5.341833273,0.999969577,3.04E-05,2.13E-12
12173,ENST00000341516.5,DCAF5,14,9,69520573,69619695,2829,1.17E-05,3.05E-05,2.24E-06,148,218,0,135.9050044,347.1944769,29.02440518,-0.643187383,3.391361397,5.336682836,0.999968932,3.11E-05,2.25E-12
15357,ENST00000389253.4,DNM2,19,21,10828918,10941723,2613,1.67E-05,3.53E-05,2.31E-06,203,201,1,185.2398135,386.1034886,33.40521026,-0.808965749,4.607647317,5.553892398,0.999968599,3.14E-05,4.66E-13
17817,ENST00000374403.3,KIF4A,X,30,69510308,69640115,3699,1.32E-05,3.52E-05,4.03E-06,107,167,2,101.8767868,255.1017905,37.8014213,-0.314668418,2.698015595,5.768141598,0.999968445,3.16E-05,9.55E-14
5144,ENST00000306315.5,ZNF608,5,9,123973592,124080682,4539,2.06E-05,4.36E-05,2.23E-06,237,477,0,236.9529108,497.4833217,28.9586176,-0.001896878,0.449186949,5.330631041,0.999968158,3.18E-05,2.39E-12
5594,ENST00000379938.2,RREB1,6,10,7182144,7249201,5229,3.82E-05,6.98E-05,2.37E-06,426,733,0,397.9392292,730.3693131,28.93933119,-0.872049614,-0.04761201,5.328855317,0.999967928,3.21E-05,2.43E-12
17249,ENST00000215862.4,MORC2,22,23,31322789,31346402,2913,1.26E-05,3.37E-05,2.96E-06,144,236,3,149.759234,382.1571031,42.13027005,0.291752681,3.656919573,5.971801968,0.99996748,3.25E-05,2.08E-14
4036,ENST00000439040.1,ATP13A3,3,31,194126647,194182919,3681,1.23E-05,3.28E-05,3.10E-06,158,301,4,147.5039039,372.9835063,46.53666591,-0.535766631,1.823075393,6.176685685,0.999967445,3.26E-05,4.22E-15
7336,ENST00000401878.3,RBM33,7,18,155437570,155567735,3513,1.92E-05,4.00E-05,3.16E-06,198,296,1,170.5461482,351.4742972,33.29883959,-1.303264577,1.447309784,5.544495792,0.999967325,3.27E-05,5.14E-13
17152,ENST00000305877.8,BCR,22,23,23523147,23657709,3816,2.92E-05,5.56E-05,2.89E-06,244,408,2,299.2134542,561.1894397,37.70000701,1.97881029,3.162936364,5.759533292,0.999967225,3.28E-05,1.05E-13
16231,ENST00000406403.1,CNOT3,19,17,54646714,54659145,2262,1.33E-05,2.76E-05,2.08E-06,155,156,0,143.1218097,292.0834245,28.88114662,-0.615527123,3.894647687,5.323496023,0.999967222,3.28E-05,2.56E-12
17809,ENST00000353904.2,ZMYM3,X,24,70460765,70473105,4113,1.69E-05,4.47E-05,3.39E-06,144,149,0,114.2805855,290.0428701,28.84819093,-1.723468096,4.050760539,5.320457492,0.999966816,3.32E-05,2.64E-12
14996,ENST00000400345.3,NEDD4L,18,31,55711892,56063501,2928,1.41E-05,3.13E-05,3.54E-06,142,178,3,142.9853973,303.7852852,42.06255325,0.051087678,3.52990448,5.966264491,0.999966646,3.34E-05,2.21E-14
10340,ENST00000393094.2,CUL5,11,19,107880074,107975111,2343,7.48E-06,1.95E-05,2.74E-06,107,82,2,89.33290237,220.9550793,37.50856223,-1.15880133,4.57234434,5.743247638,0.999964792,3.52E-05,1.25E-13
17812,ENST00000395889.2,TEX11,X,29,69748944,70117396,2823,8.77E-06,2.27E-05,2.96E-06,83,134,0,65.638065,156.6507791,28.64689681,-1.328525319,0.885184323,5.301863092,0.999964221,3.58E-05,3.17E-12
1911,ENST00000428368.2,MYT1L,2,20,1795638,1983549,3555,2.20E-05,4.32E-05,2.79E-06,159,205,1,205.8824198,402.4516626,33.03894903,2.025581286,4.814159288,5.521471922,0.999963989,3.60E-05,6.51E-13
13355,ENST00000254108.7,FUS,16,15,31191535,31202759,1581,7.48E-06,1.88E-05,2.05E-06,99,132,0,86.84498375,208.6922076,28.6145822,-0.80859819,2.59665671,5.298871414,0.999963786,3.62E-05,3.26E-12
8684,ENST00000397962.3,ZMYND11,10,14,225952,298410,1809,6.58E-06,1.93E-05,2.11E-06,86,90,0,77.95374381,217.1866441,28.59985616,-0.564969572,4.22125227,5.297508308,0.999963586,3.64E-05,3.31E-12
7288,ENST00000325222.4,CUL1,7,21,148427214,148497674,2331,1.01E-05,2.24E-05,3.03E-06,115,59,3,120.2308315,255.6902919,41.80617402,0.295739772,6.016476675,5.945252282,0.99996329,3.67E-05,2.79E-14
13581,ENST00000302516.5,SF3B3,16,25,70560559,70605716,3654,1.38E-05,3.57E-05,3.57E-06,190,187,5,165.3764132,412.2654901,50.60224434,-1.187036931,5.426536498,6.350252609,0.999962978,3.70E-05,1.17E-15
5352,ENST00000296702.5,TCERG1,5,22,145826912,145890205,3297,1.20E-05,3.24E-05,3.80E-06,166,225,5,140.7461347,366.8931426,50.58308678,-1.319652909,3.623330579,6.348786805,0.999962712,3.73E-05,1.19E-15
5355,ENST00000394370.3,FBXO38,5,21,147774339,147821710,3342,1.16E-05,3.20E-05,3.32E-06,134,276,4,138.4059865,368.0001585,46.13588297,0.232175577,2.345747306,6.145006514,0.99996218,3.78E-05,6.08E-15
16715,ENST00000372409.3,PCIF1,20,15,44567638,44576394,2115,1.14E-05,2.78E-05,2.09E-06,137,203,0,128.6942827,307.3630953,28.45892884,-0.453885214,2.911639346,5.284440065,0.999961616,3.84E-05,3.76E-12
7317,ENST00000485713.1,SLC4A2,7,22,150759074,150773454,3726,2.16E-05,5.01E-05,2.74E-06,217,369,2,227.1573442,521.6027127,37.17509577,0.417796091,3.268200991,5.71477193,0.999960116,3.99E-05,1.69E-13
2251,ENST00000409544.1,ZNF638,2,27,71576084,71661937,5937,1.75E-05,4.91E-05,4.36E-06,253,701,7,207.4811163,560.6525452,59.2106536,-1.959078956,-2.89917387,6.721232329,0.99995995,4.01E-05,5.79E-17
14072,ENST00000332830.4,PHF12,17,15,27233200,27277978,3015,1.55E-05,3.34E-05,2.39E-06,153,289,1,180.5593097,381.6674687,32.73639111,1.271474598,2.320071386,5.494546399,0.999959675,4.03E-05,8.58E-13
1532,ENST00000367435.3,CDC73,1,17,193091330,193219842,1596,5.69E-06,1.57E-05,2.41E-06,75,66,1,69.05815341,178.3665778,32.66011837,-0.443265222,4.115256635,5.487738052,0.999958508,4.15E-05,9.20E-13
5660,ENST00000259711.6,KIF13A,6,39,17764340,17987694,5418,2.15E-05,5.10E-05,5.87E-06,243,485,10,229.8153591,527.9010258,72.34395251,-0.539171413,0.913287721,7.260773962,0.999958506,4.15E-05,5.23E-19
5629,ENST00000011619.3,RANBP9,6,14,13622593,13711737,2190,1.40E-05,2.57E-05,2.11E-06,100,154,0,114.0249149,227.8519284,28.24995832,0.814234358,2.393049996,5.265002861,0.999958496,4.15E-05,4.55E-12
5178,ENST00000304858.2,HSPA4,5,19,132387942,132440128,2523,8.34E-06,2.16E-05,2.73E-06,100,205,2,95.42432661,238.5075623,37.05129636,-0.290385283,1.061227928,5.704164512,0.999958226,4.18E-05,1.89E-13
14833,ENST00000580170.1,PTPRM,18,33,7567816,8406160,4398,2.00E-05,4.57E-05,4.59E-06,226,418,8,233.2165597,515.6687889,63.50654644,0.292955989,2.103714636,6.899611972,0.999958214,4.18E-05,1.30E-17
14465,ENST00000259021.4,KAT7,17,15,47866196,47904864,1836,6.53E-06,1.88E-05,2.01E-06,78,81,0,78.86248562,215.775917,28.14106977,0.060209952,4.487735362,5.254846038,0.999956771,4.32E-05,5.02E-12
13061,ENST00000343516.6,CASKIN1,16,20,2228550,2246433,4296,4.05E-05,7.02E-05,2.97E-06,328,408,1,304.7946562,533.2392555,32.52117453,-0.824010898,2.652748103,5.47531295,0.999956295,4.37E-05,1.04E-12
8279,ENST00000375147.3,NCBP1,9,23,100396163,100433481,2373,8.33E-06,2.24E-05,2.46E-06,88,140,2,100.4076759,255.7740284,36.91910431,0.767639339,3.540782899,5.692816888,0.999956109,4.39E-05,2.13E-13
7780,ENST00000407775.2,ZFPM2,8,8,106331169,106815766,3456,1.28E-05,3.09E-05,2.50E-06,140,371,0,143.6300126,340.1122579,28.07528886,0.18777316,-0.819201738,5.24870082,0.999955694,4.43E-05,5.33E-12
3919,ENST00000495893.2,PHC3,3,15,169815017,169899503,2988,9.93E-06,2.70E-05,2.47E-06,147,263,1,114.0571822,299.1003096,32.47540933,-1.912267344,1.020983822,5.471214598,0.999955541,4.45E-05,1.09E-12
14305,ENST00000293328.3,STAT5B,17,18,40353755,40384145,2364,1.23E-05,2.65E-05,2.40E-06,95,103,1,130.7837481,278.5673159,32.33592968,1.939804157,5.145115297,5.458705148,0.99995316,4.68E-05,1.24E-12
1209,ENST00000361168.5,CLK2,1,12,155233008,155240768,1497,6.22E-06,2.13E-05,2.44E-06,77,146,1,74.0509254,241.9514679,32.32390244,-0.212456154,3.017199737,5.457624691,0.999952949,4.71E-05,1.25E-12
2556,ENST00000258484.6,EPC2,2,14,149402586,149543946,2424,8.49E-06,2.20E-05,2.34E-06,97,161,0,85.05933793,215.469233,27.88132517,-0.802632579,1.814992827,5.230538899,0.99995236,4.76E-05,6.36E-12
5419,ENST00000336314.4,LARP1,5,19,154092485,154193656,3060,1.22E-05,3.46E-05,2.93E-06,139,251,3,145.1391955,398.3239872,41.09971759,0.315914005,3.610536288,5.886973052,0.999952189,4.78E-05,5.32E-14
954,ENST00000438362.2,CSDE1,1,19,115260789,115284285,2535,8.53E-06,2.41E-05,2.28E-06,87,159,1,97.56700637,266.5881665,32.24630914,0.663208601,3.223002318,5.450651413,0.999951564,4.84E-05,1.34E-12
5442,ENST00000518659.1,TENM2,5,29,166711842,167689815,8325,4.46E-05,9.84E-05,5.50E-06,449,724,7,428.4560521,936.458219,58.67628021,-0.615289061,3.395828463,6.682664335,0.99995109,4.89E-05,9.42E-17
13282,ENST00000395547.2,ATXN2L,16,23,28834580,28847801,3294,1.81E-05,3.90E-05,2.90E-06,227,318,3,192.5724004,412.9467574,41.00125075,-1.538010094,2.285334061,5.878804993,0.999950396,4.96E-05,5.82E-14
6475,ENST00000346085.5,ARID1B,6,20,157099063,157529025,6750,5.04E-05,8.69E-05,4.65E-06,346,555,6,397.1320195,744.3513483,54.20428405,1.590650674,3.394655956,6.485725036,0.99994993,5.01E-05,4.93E-16
13740,ENST00000302538.5,ABR,17,23,909319,1083021,2580,1.62E-05,3.05E-05,2.26E-06,182,160,1,178.0776893,326.6506788,32.13363374,-0.182215575,4.510054713,5.440509313,0.999949479,5.05E-05,1.49E-12
2165,ENST00000404971.1,NRXN1,2,23,50149081,51255411,4644,2.58E-05,5.38E-05,3.75E-06,292,398,4,260.4447818,541.7231082,45.32271367,-1.212167324,3.020329748,6.080238129,0.999948738,5.13E-05,1.28E-14
253,ENST00000374632.3,EPHB2,1,16,23037475,23240063,2964,1.92E-05,4.15E-05,1.94E-06,197,309,0,212.8956665,460.4828854,27.6800067,0.675376168,3.452815075,5.211620866,0.999948635,5.14E-05,7.64E-12
9932,ENST00000346178.4,GANAB,11,25,62393286,62414071,2901,1.20E-05,3.20E-05,3.60E-06,174,268,5,141.737205,360.5248143,49.71499382,-1.680001177,2.383455382,6.282017934,0.99994841,5.16E-05,2.62E-15
3651,ENST00000273666.6,STXBP5L,3,27,120628425,121137944,3561,1.15E-05,3.19E-05,3.53E-06,154,353,5,136.8556332,360.269008,49.71293723,-0.908532391,0.187317188,6.281858608,0.999948371,5.16E-05,2.63E-15
3200,ENST00000468888.2,CLASP2,3,39,33540122,33759494,4545,1.60E-05,4.22E-05,5.01E-06,189,293,7,155.392012,395.8563636,58.53102485,-1.671390017,2.528593236,6.672144133,0.99994836,5.16E-05,1.08E-16
3638,ENST00000316407.4,KIAA2018,3,5,113373790,113393725,6738,2.06E-05,5.39E-05,3.45E-06,261,672,3,234.8239743,611.1969648,40.8919202,-1.058964833,-1.202959083,5.869722079,0.999948325,5.17E-05,6.43E-14
15292,ENST00000325495.4,HNRNPM,19,16,8509882,8553738,2193,1.24E-05,3.01E-05,1.90E-06,125,204,0,136.4305247,333.0086127,27.64964648,0.606678975,3.457860078,5.208761976,0.999948049,5.20E-05,7.86E-12
17821,ENST00000373719.3,OGT,X,22,70753149,70793644,3141,1.16E-05,3.06E-05,2.91E-06,78,49,0,88.61838024,222.3715523,27.60665017,0.699271392,5.686626279,5.204710136,0.999947207,5.28E-05,8.17E-12
8773,ENST00000396432.2,ARHGAP21,10,25,24873340,25010828,5877,2.28E-05,5.53E-05,5.11E-06,236,479,9,266.2134528,631.2101585,67.26377051,1.147983071,2.963283589,7.037163704,0.999946673,5.33E-05,4.76E-18
18041,ENST00000371122.4,SMARCA1,X,24,128582285,128657347,3165,1.10E-05,3.14E-05,3.80E-06,80,155,2,90.26583964,242.1110325,36.39706785,0.669857129,2.738307193,5.647782171,0.999946646,5.34E-05,3.43E-13
