Node1,Node2,Mean,INT
DDX21,GNB5,0.251421346,Correlation
DDX21,HIPK1,0.440771374,Correlation
DDX21,ITPR2,0.611313351,Correlation
DDX21,JMJD1C,0.287941013,Correlation
DDX21,LRRC14,0.26349019,Correlation
DDX21,MAP4K3,0.477564593,Correlation
DDX21,METTL9,0.269725162,Correlation
DDX21,POT1,0.221954114,Correlation
DDX21,PTPRA,0.412785499,Correlation
DDX21,SLC35A3,0.473166741,Correlation
DDX21,SRSF4,0.455412913,Correlation
DDX21,TMEM165,0.235574758,Correlation
DDX21,ZCCHC6,0.169660052,Correlation
DERL1,AGO3,0.296777679,Correlation
DERL1,CHD1,0.374985746,Correlation
DERL1,CPSF6,0.378230377,Correlation
DERL1,CREG1,0.367805096,Correlation
DERL1,HMGN4,0.437081671,Correlation
DERL1,LRRC14,0.403284877,Correlation
DERL1,NCOA6,0.318490122,Correlation
DERL1,NEK1,0.504286759,Correlation
DERL1,SENP7,0.428506071,Correlation
DERL1,UBXN7,0.306182524,Correlation
DERL1,ZCCHC8,0.346487923,Correlation
DHX29,CLCN6,0.329917223,Correlation
DHX29,GIPC1,0.527762515,Correlation
DHX29,LRCH3,0.438260271,Correlation
DHX29,SLC35A3,0.461825278,Correlation
DOLPP1,DIDO1,0.316569705,Correlation
DOLPP1,SNX11,0.232442019,Correlation
DRG1,CENPU,0.326099449,Correlation
DRG1,CPSF6,0.320783057,Correlation
DRG1,KATNBL1,0.391198915,Correlation
DRG1,NUP43,0.492975652,Correlation
DRG1,PDE4A,0.332981398,Correlation
DRG1,RIT1,0.596521044,Correlation
DRG1,SETD2,0.55524851,Correlation
DRG1,SRSF10,0.093234462,Correlation
DRG1,TWIST1,0.408479674,Correlation
EEF1A1,AKR1C1,0.404971989,Correlation
EEF1A1,AUTS2,0.274248546,Correlation
EEF1A1,CRLF3,0.694839474,Correlation
EEF1A1,KCNE4,0.452046095,Correlation
EEF1A1,LPL,0.410507981,Correlation
EEF1A1,MAN2A1,0.344834255,Correlation
EEF1A1,MAP4K3,0.388868085,Correlation
EEF1A1,MON2,0.372891009,Correlation
EEF1A1,MUS81,0.53568825,Correlation
EEF1A1,PDE4B,0.461006967,Correlation
EEF1A1,PPP4R2,0.5318403,Correlation
EEF1A1,PTPRA,0.189494139,Correlation
EEF1A1,SOCS2,0.594294513,Correlation
EEF1A1,SORBS1,0.548955406,Correlation
EEF1A1,STAG2,0.378905408,Correlation
EEF1A1,SUN1,0.435258206,Correlation
EEF1A1,TMCO1,0.507431947,Correlation
EEF1A1,ZBTB10,0.460900657,Correlation
EEF1A1,ZBTB5,0.412230561,Correlation
EFEMP1,ADNP,0.340616246,Correlation
EFEMP1,CENPU,0.485380424,Correlation
EFEMP1,CEP57,0.45454823,Correlation
EFEMP1,CHD1,0.54186059,Correlation
EFEMP1,CYP2E1,0.605827587,Correlation
EFEMP1,DIDO1,0.539813618,Correlation
EFEMP1,GIN1,0.653920845,Correlation
EFEMP1,GSAP,0.398981507,Correlation
EFEMP1,HEXB,0.492677761,Correlation
EFEMP1,KCNAB1,0.474412842,Correlation
EFEMP1,LIMA1,0.37493895,Correlation
EFEMP1,MAP3K7,0.548883143,Correlation
EFEMP1,MED14,0.372601092,Correlation
EFEMP1,NBPF1,0.406454248,Correlation
EFEMP1,NUP43,0.351075558,Correlation
EFEMP1,OAT,0.362792681,Correlation
EFEMP1,PIGA,0.420852685,Correlation
EFEMP1,PPP1R12B,0.540997519,Correlation
EFEMP1,PRPSAP1,0.436509694,Correlation
EFEMP1,RAB27A,0.37715578,Correlation
EFEMP1,RIT1,0.411532617,Correlation
EFEMP1,SENP7,0.425668793,Correlation
EFEMP1,SMNDC1,0.45433347,Correlation
EFEMP1,SORBS1,0.508721789,Correlation
EFEMP1,TGOLN2,0.393840513,Correlation
EFEMP1,TRIM5,0.526109062,Correlation
EIF1B,CEP170B,0.481276363,Correlation
EIF1B,DEDD,0.379514331,Correlation
EIF1B,DHX29,0.569758299,Correlation
EIF1B,DIDO1,0.512118709,Correlation
EIF1B,METTL9,0.344623468,Correlation
EIF1B,R3HCC1,0.388097034,Correlation
EIF1B,RBM12,0.406030725,Correlation
EIF1B,RSAD1,0.586717072,Correlation
EIF1B,TMOD2,0.458022561,Correlation
EIF1B,TRIM5,0.326499552,Correlation
EIF3E,ALDOA,0.268129614,Correlation
EIF3E,CLIC4,0.364288492,Correlation
EIF3E,LPCAT4,0.313792165,Correlation
ENPP2,TWIST1,0.471874561,Correlation
EPS8,ABL1,0.396507577,Correlation
EPS8,ATM,0.355019682,Correlation
EPS8,CDIPT,0.445883862,Correlation
EPS8,CLIC4,0.279110287,Correlation
EPS8,CPOX,0.334965363,Correlation
EPS8,HNMT,0.447218553,Correlation
EPS8,IFRD1,0.454114595,Correlation
EPS8,ITPR2,0.478015693,Correlation
EPS8,KIAA0141,0.48066778,Correlation
EPS8,MED8,0.409036307,Correlation
EPS8,METTL9,0.508326151,Correlation
EPS8,MUS81,0.325726316,Correlation
EPS8,NBPF1,0.434705164,Correlation
EPS8,PDE4A,0.621025461,Correlation
EPS8,PNN,0.386061732,Correlation
EPS8,PUM2,0.387557459,Correlation
EPS8,REL,0.42570836,Correlation
EPS8,RSAD1,0.518859818,Correlation
EPS8,SLC12A5,0.407131186,Correlation
EPS8,STX16,0.499918301,Correlation
EPS8,TMCO1,0.416233032,Correlation
EPS8,TPP1,0.502058644,Correlation
EPS8,ZNF573,0.254473551,Correlation
ERBB4,ASXL2,0.475839122,Correlation
ERBB4,FHL1,0.390822029,Correlation
ERBB4,NBR1,0.343482527,Correlation
ERBB4,PIGA,0.388526028,Correlation
ERBB4,REL,0.286922724,Correlation
ERBB4,SSFA2,0.542892243,Correlation
ERBB4,TCF12,0.403084766,Correlation
ESRRG,DHX29,0.366006787,Correlation
ESRRG,HMGN4,0.295483859,Correlation
ESRRG,METTL9,0.358612083,Correlation
ESRRG,POT1,0.519801767,Correlation
ESRRG,PRR11,0.29021397,Correlation
ESRRG,THUMPD2,0.478125574,Correlation
FAM129A,ADAMTS1,0.141330113,Correlation
FAM129A,AKR1B1,0.421574363,Correlation
FAM129A,ALDOA,0.514100627,Correlation
FAM129A,ALMS1,0.243592074,Correlation
FAM129A,ATP8B1,0.323900208,Correlation
FAM129A,CDH11,0.361751975,Correlation
FAM129A,CEBPZ,0.340931296,Correlation
FAM129A,CENPU,0.473708989,Correlation
FAM129A,CMTM6,0.519693224,Correlation
FAM129A,CPSF6,0.523749966,Correlation
FAM129A,CPSF7,0.506600124,Correlation
FAM129A,DERL1,0.464512197,Correlation
FAM129A,DHX29,0.389280825,Correlation
FAM129A,GNB5,0.557654852,Correlation
FAM129A,HCLS1,0.490633305,Correlation
FAM129A,IFRD1,0.369883059,Correlation
FAM129A,KCNAB1,0.505018972,Correlation
FAM129A,KIAA0141,0.550408434,Correlation
FAM129A,MCMBP,0.433578625,Correlation
FAM129A,MED14,0.441973197,Correlation
FAM129A,MGST3,0.468600408,Correlation
FAM129A,NBPF1,0.522709209,Correlation
FAM129A,NBR1,0.493476739,Correlation
FAM129A,PABPC1,0.400141736,Correlation
FAM129A,PLOD2,0.453455575,Correlation
FAM129A,PSAP,0.393056112,Correlation
FAM129A,RBM5,0.470352652,Correlation
FAM129A,STX16,0.463753458,Correlation
FAM129A,TMOD2,0.449426482,Correlation
FAM129A,TXN2,0.427123886,Correlation
FAM129A,VCAN,0.352518651,Correlation
FAM129A,ZBTB5,0.445958231,Correlation
FAM65B,ATM,0.401771012,Correlation
FAM65B,BCLAF1,0.386459323,Correlation
FAM65B,DOLPP1,0.352245795,Correlation
FAM65B,HNMT,0.400542268,Correlation
FAM65B,LRCH3,0.490938287,Correlation
FAM65B,MED8,0.518812204,Correlation
FAM65B,OGT,0.425056746,Correlation
FAM65B,RCN2,0.420881444,Correlation
FAM65B,RSAD1,0.238367385,Correlation
FAM65B,SH3GLB1,0.317789945,Correlation
FAM65B,WSB1,0.43432258,Correlation
FAM65B,ZCCHC10,0.493081222,Correlation
FHL1,ATM,0.498133911,Correlation
FHL1,BCLAF1,0.351005234,Correlation
FHL1,CCDC90B,0.420546472,Correlation
FHL1,HEXB,0.436251676,Correlation
FHL1,LRCH3,0.409342817,Correlation
FHL1,MARK4,0.306364469,Correlation
FHL1,MUS81,0.416485312,Correlation
FHL1,PHKB,0.451859011,Correlation
FHL1,SH2B3,0.533054119,Correlation
FHL1,SSBP3,0.409956547,Correlation
FHL1,TCEAL1,0.450898693,Correlation
FHL1,TWIST1,0.453868599,Correlation
FLNC,RBM12,0.20757579,Correlation
FLNC,SMNDC1,0.392218914,Correlation
FLNC,TRIM5,0.402449439,Correlation
FOXN3,DEDD,0.303389235,Correlation
GDI1,ALDOA,0.387822244,Correlation
GDI1,CCDC90B,0.235029209,Correlation
GDI1,CEP170B,0.489907053,Correlation
GDI1,EIF1B,0.432042815,Correlation
GDI1,LRRC14,0.53337108,Correlation
GDI1,MED8,0.387412682,Correlation
GDI1,PDE4A,0.48768087,Correlation
GDI1,RBM12,0.554234014,Correlation
GDI1,RCN2,0.534533563,Correlation
GDI1,TMEM165,0.46318764,Correlation
GDI1,TMOD2,0.376758067,Correlation
GDI1,ZCCHC10,0.504221788,Correlation
GIN1,ZFX,0.385631939,Correlation
GIPC1,ATP8B1,0.297794118,Correlation
GIPC1,METTL9,0.391021152,Correlation
GNA13,CLCN6,0.246572219,Correlation
GNA13,FLNC,0.383020003,Correlation
GNA13,HEXB,0.554394141,Correlation
GNA13,KLF6,0.541259966,Correlation
GNA13,MAN2A1,0.422059721,Correlation
GNA13,MAP3K7,0.496548876,Correlation
GNA13,MYOF,0.385382999,Correlation
GNA13,PIGA,0.500259321,Correlation
GNA13,PTPRA,0.473996645,Correlation
GNA13,RAP1B,0.369062508,Correlation
GNA13,SLC26A2,0.461718918,Correlation
GNA13,SMNDC1,0.22743794,Correlation
GNA13,STRN3,0.237991436,Correlation
GNA13,STX2,0.353910795,Correlation
GNB5,ARMC1,0.428258357,Correlation
GNB5,ASXL2,0.418355678,Correlation
GNB5,CCDC90B,0.436269401,Correlation
GNB5,CEP170B,0.377336929,Correlation
GNB5,GIPC1,0.428850643,Correlation
GNB5,MARK4,0.612124722,Correlation
GNB5,NBR1,0.555351382,Correlation
GNB5,PPP3CA,0.417885872,Correlation
GNB5,PRR11,0.529905552,Correlation
GNB5,RAB27A,0.357846728,Correlation
GNB5,RFX7,0.363711025,Correlation
GNB5,TMX1,0.389929524,Correlation
GNB5,TSPYL5,0.301078252,Correlation
GNB5,UCHL1,0.457125799,Correlation
GNB5,UNC13B,0.445228562,Correlation
GNB5,USP3,0.4214412,Correlation
GOLGA7,ADNP,0.532201008,Correlation
GOLGA7,ANXA1,0.387474763,Correlation
GOLGA7,HEXB,0.349060703,Correlation
GOLGA7,ICE1,0.262936209,Correlation
GOLGA7,MAP4K3,0.373034629,Correlation
GOLGA7,NDEL1,0.297714917,Correlation
GOLGA7,RSAD1,0.398822147,Correlation
GOLGA7,SMNDC1,0.312175453,Correlation
GOLGA7,WDR11,0.379024331,Correlation
GPNMB,AGO3,0.349078862,Correlation
GPNMB,CRISPLD2,0.410734935,Correlation
GPNMB,HABP4,0.444112209,Correlation
GPNMB,LRBA,0.44146135,Correlation
GPNMB,LRCH3,0.393844801,Correlation
GPNMB,MAN2A1,0.482027042,Correlation
GPNMB,MAP4K5,0.447725821,Correlation
GPNMB,MARK4,0.34596082,Correlation
GPNMB,METTL9,0.490750916,Correlation
GPNMB,PDE4B,0.406948036,Correlation
GPNMB,PTPRA,0.21591693,Correlation
GPNMB,RAP1A,0.293826872,Correlation
GPNMB,RCN2,0.221305574,Correlation
GPNMB,SEPT6,0.174836601,Correlation
GPNMB,SLC26A2,0.577872944,Correlation
GPNMB,SMC5,0.312915938,Correlation
GPNMB,TCEAL1,0.370285678,Correlation
GPNMB,UCHL1,0.416434138,Correlation
GPNMB,USP3,0.403720717,Correlation
GPNMB,ZCCHC10,0.329251957,Correlation
GPNMB,ZCCHC6,0.336033901,Correlation
GSAP,ANKRD27,0.458974772,Correlation
GSAP,MARK4,0.460340668,Correlation
GSAP,OGT,0.417782983,Correlation
GSAP,TWIST1,0.364206715,Correlation
HABP4,HEATR3,0.376493725,Correlation
HABP4,MARK4,0.317593637,Correlation
HABP4,NEK1,0.380263812,Correlation
HABP4,TMEM165,0.365942075,Correlation
HABP4,TMOD2,0.25460412,Correlation
HABP4,TSPYL5,0.368341306,Correlation
HABP4,TXN2,0.406544468,Correlation
HCFC2,CDK12,0.188108544,Correlation
HCFC2,CPSF6,0.351708504,Correlation
HCFC2,MARK3,0.265732798,Correlation
HCFC2,MON2,0.504383152,Correlation
HCFC2,NCOA6,0.271732874,Correlation
HCFC2,PIGA,0.448619934,Correlation
HCFC2,SH2B3,0.419501006,Correlation
HCFC2,UPF3B,0.38690164,Correlation
HCFC2,ZFC3H1,0.302783672,Correlation
HCLS1,ABCA8,0.303930876,Correlation
HCLS1,ESRRG,0.465949096,Correlation
HCLS1,HEXB,0.523106608,Correlation
HCLS1,RAP1A,0.344239531,Correlation
HCLS1,SCAF11,0.42095353,Correlation
HCLS1,SLC26A2,0.278613302,Correlation
HCLS1,TXN2,0.550453716,Correlation
HEATR3,CLIC4,0.349252254,Correlation
HEATR3,HEXB,0.454337604,Correlation
HEATR3,LPCAT4,0.390145326,Correlation
HEATR3,LRCH3,0.318463425,Correlation
HEATR3,MED8,0.378635928,Correlation
HEATR3,NAA50,0.345694397,Correlation
HEATR3,NBR1,0.311482063,Correlation
HEATR3,RCN2,0.462002951,Correlation
HEATR3,SAMM50,0.255847191,Correlation
HEATR3,SH3GLB1,0.382633971,Correlation
HEATR3,SORBS1,0.454607181,Correlation
HEATR3,TMEM38B,0.349179718,Correlation
HEATR3,TXN2,0.312092899,Correlation
HEATR3,USP3,0.41398317,Correlation
HEXB,AHR,0.487231755,Correlation
HEXB,CLCN6,0.399703905,Correlation
HEXB,GIPC1,0.487082448,Correlation
HEXB,MAP3K7,0.375023911,Correlation
HEXB,MARK4,0.442503315,Correlation
HEXB,SLC35A3,0.364610207,Correlation
HEXB,SRSF10,0.415546129,Correlation
HEXB,TCEAL1,0.451636037,Correlation
HEXB,TCF12,0.44031533,Correlation
HEXB,TMOD2,0.556480832,Correlation
HIPK1,AKR1B1,0.316271237,Correlation
HIPK1,ANKRD10,0.280914845,Correlation
HIPK1,CEP57,0.461220158,Correlation
HIPK1,LPP,0.520831951,Correlation
HIPK1,RFX7,0.444841254,Correlation
HIPK1,SLC26A2,0.459330545,Correlation
HIPK1,TRIM5,0.440256167,Correlation
HIPK1,ZFX,0.559584426,Correlation
HLA-B,ALDOA,0.407555843,Correlation
HLA-B,BCLAF1,0.42587929,Correlation
HLA-B,ESRRG,0.278655821,Correlation
HLA-B,KLF6,0.464041514,Correlation
HLA-B,MED8,0.332059362,Correlation
HLA-B,MUS81,0.340577641,Correlation
HLA-B,NBPF1,0.460015801,Correlation
HLA-B,RCN2,0.397962005,Correlation
HLA-B,RIT1,0.209230231,Correlation
HLA-B,RPRD1A,0.241391941,Correlation
HLA-B,SORBS1,0.450780701,Correlation
HLA-B,TRIM5,0.40431416,Correlation
HLA-B,WIPI2,0.266312935,Correlation
HLA-B,YY1AP1,0.488180336,Correlation
HLA-B,ZFX,0.436195631,Correlation
HMGN4,ASXL2,0.410556132,Correlation
HMGN4,DENND4A,0.35287525,Correlation
HMGN4,DHX29,0.416858556,Correlation
HMGN4,EIF1B,0.44282036,Correlation
HMGN4,FHL1,0.35846664,Correlation
HMGN4,GDI1,0.430450124,Correlation
HMGN4,HEXB,0.32842966,Correlation
HMGN4,LIMA1,0.406989697,Correlation
HMGN4,LRCH3,0.48579486,Correlation
HMGN4,LRRC14,0.330234326,Correlation
HMGN4,NAA50,0.401882366,Correlation
HMGN4,PHKB,0.374573385,Correlation
HMGN4,R3HCC1,0.226357957,Correlation
HMGN4,RBM12,0.440211513,Correlation
HMGN4,SETD2,0.327072033,Correlation
HMGN4,SLC26A2,0.265153495,Correlation
HMGN4,SPOCK1,0.351983559,Correlation
HMGN4,SUN1,0.50659539,Correlation
HMGN4,TWIST1,0.557059472,Correlation
HNMT,CYP2E1,0.333861483,Correlation
HNMT,SMNDC1,0.484724844,Correlation
HNMT,SRSF10,0.497072913,Correlation
HNRNPA2B1,CHD1,0.445555425,Correlation
HNRNPA2B1,CPOX,0.303537708,Correlation
HNRNPA2B1,DENND4A,0.405322692,Correlation
HNRNPA2B1,MAP4K5,0.221010761,Correlation
HNRNPA2B1,MON2,0.552254506,Correlation
HNRNPA2B1,NCOA6,0.284890668,Correlation
HNRNPA2B1,SLC35A3,0.469044603,Correlation
HNRNPA2B1,SORBS1,0.440801115,Correlation
ICE1,ABI1,0.512679192,Correlation
ICE1,ADNP,0.541567619,Correlation
ICE1,AKR1B1,0.310452556,Correlation
ICE1,CEP57,0.417499259,Correlation
ICE1,DEDD,0.499162542,Correlation
ICE1,DENND4A,0.38080294,Correlation
ICE1,DHX29,0.509086532,Correlation
ICE1,HEATR3,0.416078806,Correlation
ICE1,HLA-B,0.548910813,Correlation
ICE1,JMJD1C,0.214854593,Correlation
ICE1,KCNAB1,0.418608288,Correlation
ICE1,KLF6,0.303892355,Correlation
ICE1,MARK3,0.485654599,Correlation
ICE1,NDEL1,0.518171101,Correlation
ICE1,PPP1R12B,0.461447791,Correlation
ICE1,PRDX4,0.254579868,Correlation
ICE1,SETD2,0.567162857,Correlation
ICE1,SLC35A3,0.531485931,Correlation
ICE1,SUN1,0.508689842,Correlation
ICE1,TCEAL1,0.554634373,Correlation
ICE1,TGOLN2,0.468476394,Correlation
ICE1,THUMPD2,0.597077818,Correlation
ICE1,TMEM165,0.601554187,Correlation
ICE1,TSPYL5,0.490021028,Correlation
ICE1,TWIST1,0.573453933,Correlation
ICE1,TXN2,0.46683451,Correlation
ICE1,UPF3B,0.312930477,Correlation
ICE1,WDR11,0.453691585,Correlation
ICE1,ZCCHC10,0.569158875,Correlation
IFITM2,AKR1C1,0.384662968,Correlation
IFITM2,ALMS1,0.543473558,Correlation
IFITM2,ANKRD10,0.489690542,Correlation
IFITM2,ANXA1,0.20706183,Correlation
IFITM2,AUTS2,0.4104234,Correlation
IFITM2,CCDC90B,0.484435923,Correlation
IFITM2,CCNL1,0.322928787,Correlation
IFITM2,CEP57,0.19027688,Correlation
IFITM2,CHD1,0.450535086,Correlation
IFITM2,CLIC4,0.448946886,Correlation
IFITM2,CRISPLD2,0.626416721,Correlation
IFITM2,CXorf56,0.464819005,Correlation
IFITM2,DIDO1,0.455608525,Correlation
IFITM2,FAM65B,0.442946279,Correlation
IFITM2,FHL1,0.573975616,Correlation
IFITM2,LYN,0.537759805,Correlation
IFITM2,METTL9,0.280361632,Correlation
IFITM2,MON2,0.585254382,Correlation
IFITM2,PABPC1,0.390419629,Correlation
IFITM2,PALLD,0.474019608,Correlation
IFITM2,PTPRA,0.353385507,Correlation
IFITM2,SASH1,0.445552323,Correlation
IFITM2,SF3A1,0.411757524,Correlation
IFITM2,SH3GLB1,0.247379336,Correlation
IFITM2,SMNDC1,0.412206525,Correlation
IFITM2,SPARC,0.445173454,Correlation
IFITM2,SRSF4,0.330352854,Correlation
IFITM2,STX16,0.43234127,Correlation
IFITM2,SUN1,0.50206044,Correlation
IFITM2,TGOLN2,0.492602415,Correlation
IFITM2,TMED10,0.480518746,Correlation
IFITM2,TMX1,0.531356912,Correlation
IFITM2,TNFAIP3,0.442887668,Correlation
IFITM2,TPP1,0.440653056,Correlation
IFITM2,TRIM5,0.312313395,Correlation
IFITM2,USP3,0.435703649,Correlation
IFITM2,VCAN,0.312466782,Correlation
IFITM2,ZCCHC8,0.347285068,Correlation
IFRD1,AKR1B1,0.325786468,Correlation
IFRD1,AKR1C1,0.423999856,Correlation
IFRD1,CHD1,0.346372908,Correlation
IFRD1,CPSF6,0.386178446,Correlation
IFRD1,EIF1B,0.512543992,Correlation
IFRD1,ENPP2,0.37488725,Correlation
IFRD1,FAM65B,0.533950491,Correlation
IFRD1,FHL1,0.49359513,Correlation
IFRD1,GDI1,0.435434187,Correlation
IFRD1,HEATR3,0.342007835,Correlation
IFRD1,LIMA1,0.421579401,Correlation
IFRD1,MED14,0.400881635,Correlation
IFRD1,MGST3,0.48200729,Correlation
IFRD1,MUS81,0.335586799,Correlation
IFRD1,PPP1R12B,0.307336781,Correlation
IFRD1,PRDX4,0.423351197,Correlation
IFRD1,RBM5,0.193161495,Correlation
IFRD1,SMNDC1,0.471219734,Correlation
IFRD1,SUN1,0.398028442,Correlation
IFRD1,TMOD2,0.567224153,Correlation
IFRD1,TWIST1,0.289536199,Correlation
IFRD1,UPF3B,0.504920289,Correlation
IFRD1,WSB1,0.434507185,Correlation
IFRD1,ZFX,0.357490457,Correlation
IFRD1,ZNF83,0.444701214,Correlation
IMPDH1,ABI1,0.277011061,Correlation
IMPDH1,ADNP,0.463604288,Correlation
IMPDH1,ATP8B1,0.523172987,Correlation
IMPDH1,BCLAF1,0.481690866,Correlation
IMPDH1,CLCN6,0.44620502,Correlation
IMPDH1,CREG1,0.417318037,Correlation
IMPDH1,DERL1,0.337418327,Correlation
IMPDH1,GSAP,0.48038409,Correlation
IMPDH1,MARK3,0.513012835,Correlation
IMPDH1,POT1,0.420607089,Correlation
IMPDH1,PROSER1,0.521753916,Correlation
IMPDH1,PRPSAP1,0.426874293,Correlation
IMPDH1,PTPRA,0.564342471,Correlation
IMPDH1,PUM2,0.510161244,Correlation
IMPDH1,RCN2,0.412995583,Correlation
IMPDH1,SENP7,0.637444337,Correlation
IMPDH1,SF3A1,0.524218918,Correlation
IMPDH1,SLC11A2,0.522100978,Correlation
IMPDH1,SLC35A3,0.518030857,Correlation
IMPDH1,SPEN,0.554134346,Correlation
IMPDH1,SPOCK1,0.503328126,Correlation
IMPDH1,STX16,0.414296488,Correlation
IMPDH1,TXN2,0.428247325,Correlation
IMPDH1,USP3,0.524203364,Correlation
IMPDH1,WDR11,0.50349332,Correlation
IMPDH1,ZBTB7A,0.589305415,Correlation
ITGA6,EIF3E,0.404381821,Correlation
ITGA6,PHKB,0.350112664,Correlation
ITGA6,RPRD1A,0.38344466,Correlation
ITGA6,SENP7,0.304288767,Correlation
ITGA6,SOCS2,0.542232278,Correlation
ITGA6,STAG2,0.32270344,Correlation
ITGA6,TCF12,0.448968434,Correlation
ITGA6,TWIST1,0.282761438,Correlation
ITGA6,U2SURP,0.577295997,Correlation
ITPR2,AKR1C1,0.370012749,Correlation
ITPR2,CEP57,0.298087787,Correlation
ITPR2,CHD1,0.428483445,Correlation
ITPR2,DERL1,0.397162032,Correlation
ITPR2,FAM65B,0.397578784,Correlation
ITPR2,FLNC,0.327926089,Correlation
ITPR2,HMGN4,0.443275929,Correlation
ITPR2,HNRNPA2B1,0.509285894,Correlation
ITPR2,IMPDH1,0.518249479,Correlation
ITPR2,NEK1,0.212867198,Correlation
ITPR2,RFX7,0.377043654,Correlation
ITPR2,SAT1,0.436869748,Correlation
ITPR2,SF3A1,0.577787654,Correlation
ITPR2,SMNDC1,0.377442352,Correlation
ITPR2,TMEM38B,0.486402178,Correlation
ITPR2,UPF3B,0.341642193,Correlation
JMJD1C,CEP57,0.416035517,Correlation
JMJD1C,CLCN6,0.448291496,Correlation
JMJD1C,ENPP2,0.451917827,Correlation
JMJD1C,FHL1,0.3937702,Correlation
JMJD1C,HABP4,0.500237767,Correlation
JMJD1C,HNRNPA2B1,0.446875673,Correlation
JMJD1C,METTL9,0.441089384,Correlation
JMJD1C,PHKB,0.376217675,Correlation
JMJD1C,SLC35A3,0.478126969,Correlation
JMJD1C,SOCS2,0.515892767,Correlation
JMJD1C,STX2,0.401963478,Correlation
JMJD1C,TCEAL1,0.554028406,Correlation
JMJD1C,TGOLN2,0.620155266,Correlation
JMJD1C,UPF3B,0.603402879,Correlation
KAT6A,AGO3,0.44838756,Correlation
KAT6A,AKR1C1,0.442327444,Correlation
KAT6A,ANXA1,0.523525672,Correlation
KAT6A,ATF7IP,0.493389535,Correlation
KAT6A,CCDC90B,0.348459474,Correlation
KAT6A,HLA-B,0.493954248,Correlation
KAT6A,PDE4B,0.439717554,Correlation
KAT6A,SF3A1,0.354553616,Correlation
KAT6A,SOCS2,0.54832651,Correlation
KAT6A,SPARC,0.611018638,Correlation
KAT6A,SSFA2,0.370150545,Correlation
KAT6A,STX16,0.4358714,Correlation
KAT6A,TMED10,0.422828234,Correlation
KAT6A,TSPYL5,0.404067464,Correlation
KAT6A,UBXN7,0.428981292,Correlation
KAT6A,USP3,0.43161107,Correlation
KAT6A,ZBTB5,0.432716438,Correlation
KAT6A,ZCCHC8,0.347449364,Correlation
KATNBL1,ADNP,0.606902248,Correlation
KATNBL1,AKR1C1,0.423400129,Correlation
KATNBL1,ANKRD10,0.368585665,Correlation
KATNBL1,CEP170B,0.446578109,Correlation
KATNBL1,DENND4A,0.587965956,Correlation
KATNBL1,ESRRG,0.468181247,Correlation
KATNBL1,GIN1,0.457379514,Correlation
KATNBL1,ICE1,0.371092473,Correlation
KATNBL1,JMJD1C,0.486628241,Correlation
KATNBL1,LRRC14,0.378264073,Correlation
KATNBL1,MGST3,0.499495439,Correlation
KATNBL1,MUS81,0.497303024,Correlation
KATNBL1,NDEL1,0.463742981,Correlation
KATNBL1,PLCB1,0.292707476,Correlation
KATNBL1,PLSCR1,0.154215329,Correlation
KATNBL1,PROSER1,0.512036041,Correlation
KATNBL1,PRPSAP1,0.341358723,Correlation
KATNBL1,RCN2,0.467315772,Correlation
KATNBL1,RSAD1,0.396187569,Correlation
KATNBL1,SENP7,0.393067227,Correlation
KATNBL1,SETD2,0.406621238,Correlation
KATNBL1,SLC35A3,0.576190244,Correlation
KATNBL1,ZBTB7A,0.541125323,Correlation
KATNBL1,ZCCHC10,0.53571249,Correlation
KCNAB1,ANKRD27,0.557148244,Correlation
KCNAB1,CBLB,0.29186103,Correlation
KCNAB1,CDH22,0.636891418,Correlation
KCNAB1,CREG1,0.380061281,Correlation
KCNAB1,CRLF3,0.413538749,Correlation
KCNAB1,DEDD,0.394486485,Correlation
KCNAB1,GIPC1,0.459639625,Correlation
KCNAB1,GSAP,0.283358401,Correlation
KCNAB1,HEXB,0.364905799,Correlation
KCNAB1,MARK4,0.442446302,Correlation
KCNAB1,NBPF1,0.315123357,Correlation
KCNAB1,NEK1,0.336112907,Correlation
KCNAB1,R3HCC1,0.380055484,Correlation
KCNAB1,SSBP3,0.550535984,Correlation
KCNAB1,STX2,0.429099332,Correlation
KCNAB1,TMEM165,0.449401171,Correlation
KCNAB1,ZCCHC10,0.496194247,Correlation
KCNE4,ALMS1,0.444465176,Correlation
KCNE4,CMTM6,0.441724804,Correlation
KCNE4,CRISPLD2,0.397391434,Correlation
KCNE4,DENND4A,0.283272122,Correlation
KCNE4,FAM65B,0.390640226,Correlation
KCNE4,FOXN3,0.371493872,Correlation
KCNE4,HLA-B,0.532998133,Correlation
KCNE4,IFRD1,0.351051906,Correlation
KCNE4,LIMA1,0.375764941,Correlation
KCNE4,NAA50,0.465078826,Correlation
KCNE4,PABPC1,0.180318137,Correlation
KCNE4,PIGA,0.499486126,Correlation
KCNE4,RBM12,0.347314549,Correlation
KCNE4,SF3A1,0.286027952,Correlation
KCNE4,SLC11A2,0.273334837,Correlation
KCNE4,SNAPC3,0.399807954,Correlation
KCNE4,TMOD2,0.236086308,Correlation
KCTD12,CLIC4,0.393201922,Correlation
KCTD12,EFEMP1,0.34845441,Correlation
KCTD12,ENPP2,0.431467683,Correlation
KCTD12,HNRNPA2B1,0.51996421,Correlation
KCTD12,LAPTM5,0.486783915,Correlation
KCTD12,LPCAT4,0.237919491,Correlation
