Entity 1	Entity 2	Weight	Network group	Networks
GMPPA	GMPPB	4.536871791	Physical interactions	"[Havugimana-Emili-2012, IREF-HPRD, IREF-INTACT, IREF-OPHID, IREF-SMALL-SCALE-STUDIES, Kristensen-Foster-2012]"
HK2	C12orf5	1.686000109	Physical interactions	"[IREF-DIP, IREF-SMALL-SCALE-STUDIES]"
PFKM	PFKL	1.224940822	Physical interactions	"[Havugimana-Emili-2012, IREF-HPRD, IREF-INTACT, IREF-SMALL-SCALE-STUDIES]"
ALDOA	ALDOC	0.74461022	Physical interactions	"[Havugimana-Emili-2012, Kristensen-Foster-2012]"
PFKM	PFKP	0.690617546	Physical interactions	"[Havugimana-Emili-2012, Kristensen-Foster-2012]"
ACTN1	CSRP1	0.518797666	Physical interactions	"[BIOGRID-SMALL-SCALE-STUDIES, IREF-HPRD, IREF-SMALL-SCALE-STUDIES]"
AKR1B1	SORD	0.382699996	Physical interactions	[Havugimana-Emili-2012]
TUBB4B	PFDN1	0.242724195	Physical interactions	[Hutchins-Peters-2010]
PFKL	PFKP	0.242227733	Physical interactions	[Havugimana-Emili-2012]
ANXA1	OTUB1	0.170141712	Physical interactions	"[IREF-INTACT, Vinayagam-Wanker-2011]"
GBAS	HK1	0.166939586	Physical interactions	[Behrends-Harper-2010]
ACTN1	FBP1	0.160977777	Physical interactions	"[IREF-HPRD, IREF-OPHID, IREF-SMALL-SCALE-STUDIES]"
GBAS	PFKP	0.131991312	Physical interactions	[Behrends-Harper-2010]
PPP2CB	HK3	0.109990351	Physical interactions	[IREF-INTACT]
TUBB4B	PFKP	0.106219083	Physical interactions	[Kristensen-Foster-2012]
ALDOA	ALDOB	0.081352614	Physical interactions	[IREF-INTACT]
PPP2CA	PFDN1	0.070346452	Physical interactions	[Kristensen-Foster-2012]
TARDBP	TPI1	0.067115605	Physical interactions	[Freibaum-Taylor-2010]
TARDBP	SERBP1	0.067115605	Physical interactions	[Freibaum-Taylor-2010]
TARDBP	PRPF3	0.067115605	Physical interactions	[Freibaum-Taylor-2010]
TARDBP	SF3B1	0.041002333	Physical interactions	[Havugimana-Emili-2012]
KPNA6	GMPPB	0.020697147	Physical interactions	[IREF-OPHID]
NUTF2	PMM2	0.017786436	Physical interactions	[IREF-OPHID]
PFKL	MPI	0.012518019	Physical interactions	[IREF-OPHID]
FBP1	KPNA6	0.012210976	Physical interactions	[IREF-OPHID]
PFKL	KPNA6	0.005226329	Physical interactions	[IREF-OPHID]
KPNA6	PMM2	0.00403306	Physical interactions	[IREF-OPHID]
