,,,,,,,,,MYC,,,,,,,LAT,
,,,,,,,,,NAB2,,,,,,,PELP1,
,,,,,,,,,NAIP,,,,,,,DAPP1,
,,,,,,,,,CEACAM6,,,,,,,IL37,
,,,,,,,,,NCK1,,,,,,,SIT1,
,,,,,,,,,NEDD4,,,,,,,TRBC1,
,,,,,,,,,NFIA,,,,,,,TRAC,
,,,,,,,,,NFE2L1,,,,,,,GIT1,
,,,,,,,,,NFIB,,,,,,,DBNL,
,,,,,,,,,NFIL3,,,,,,,BLNK,
,,,,,,,,,TONSL,,,,,,,SNX15,
,,,,,,,,,NINJ1,,,,,,,EPN1,
,,,,,,,,,NONO,,,,,,,IL19,
,,,,,,,,,NPTX2,,,,,,,SH3KBP1,
,,,,,,,,,NRCAM,,,,,,,SOCS7,
,,,,,,,,,OGN,,,,,,,IL20,
,,,,,,,,,OXA1L,,,,,,,IL21R,
,,,,,,,,,OXTR,,,,,,,IL22,
,,,,,,,,,PEBP1,,,,,,,TRAT1,
,,,,,,,,,SERPINE1,,,,,,,SH3GLB1,
,,,,,,,,,PAK3,,,,,,,IL23A,
,,,,,,,,,PBX1,,,,,,,SHC3,
,,,,,,,,,PCDHGC3,,,,,,,IL20RA,
,,,,,,,,,PCDH7,,,,,,,IL20RB,
,,,,,,,,,PCOLCE,,,,,,,FGFRL1,
,,,,,,,,,CDK17,,,,,,,APBB1IP,
,,,,,,,,,CDK18,,,,,,,LAX1,
,,,,,,,,,PDE1A,,,,,,,SYNJ2BP,
,,,,,,,,,PDGFRA,,,,,,,TRPV6,
,,,,,,,,,PDGFRL,,,,,,,DOK4,
,,,,,,,,,PDGFRB,,,,,,,DOK5,
,,,,,,,,,PFDN5,,,,,,,PAG1,
,,,,,,,,,SERPINB8,,,,,,,PDGFC,
,,,,,,,,,SERPINB9,,,,,,,INPP5E,
,,,,,,,,,PIGC,,,,,,,SPHK2,
,,,,,,,,,PIK3R1,,,,,,,CDC42SE1,
,,,,,,,,,PKLR,,,,,,,SH3GLB2,
,,,,,,,,,PKM,,,,,,,DLGAP3,
,,,,,,,,,PLAG1,,,,,,,EPS15L1,
,,,,,,,,,PLAU,,,,,,,IL22RA1,
,,,,,,,,,PLCL1,,,,,,,IL21,
,,,,,,,,,SERPINF2,,,,,,,CRLF2,
,,,,,,,,,PNOC,,,,,,,GIGYF1,
,,,,,,,,,PMP2,,,,,,,PIP4K2C,
,,,,,,,,,Sep-04,,,,,,,DOK3,
,,,,,,,,,POU2F2,,,,,,,SPSB1,
,,,,,,,,,POU6F1,,,,,,,PDGFD,
,,,,,,,,,PPA1,,,,,,,LIMD2,
,,,,,,,,,PPARG,,,,,,,SPRY4,
,,,,,,,,,PPIA,,,,,,,SLA2,
,,,,,,,,,PPIC,,,,,,,AFAP1L2,
,,,,,,,,,PPL,,,,,,,SHANK3,
,,,,,,,,,PPP1CA,,,,,,,SCIN,
,,,,,,,,,PPP2R1A,,,,,,,SIGLEC11,
,,,,,,,,,PPP2R1B,,,,,,,PTPMT1,
,,,,,,,,,PPP2R5C,,,,,,,IL22RA2,
,,,,,,,,,PPP3CB,,,,,,,CLNK,
,,,,,,,,,PRCC,,,,,,,SOCS4,
,,,,,,,,,PRKCB,,,,,,,IL31RA,
,,,,,,,,,PRKD1,,,,,,,GAB3,
,,,,,,,,,MAPK6,,,,,,,ASB6,
,,,,,,,,,MAPK7,,,,,,,SLC2A14,
,,,,,,,,,MAPK8,,,,,,,CD300LF,
,,,,,,,,,MAPK10,,,,,,,IL23R,
,,,,,,,,,MAP2K1,,,,,,,NFAM1,
,,,,,,,,,MAP2K2,,,,,,,KLB,
,,,,,,,,,PRODH,,,,,,,SPRED1,
,,,,,,,,,PSG1,,,,,,,PIKFYVE,
,,,,,,,,,PSG4,,,,,,,SPRED2,
,,,,,,,,,PSG11,,,,,,,MUC20,
,,,,,,,,,PSMA6,,,,,,,IL27,
,,,,,,,,,PSMB6,,,,,,,NCR3,
,,,,,,,,,PSMC3,,,,,,,SGMS1,
,,,,,,,,,PTCH1,,,,,,,SHC4,
,,,,,,,,,PTEN,,,,,,,,
,,,,,,,,,PTGER4,,,,,,,,
,,,,,,,,,PTGIS,,,,,,,,
,,,,,,,,,PTN,,,,,,,,
,,,,,,,,,PTPN2,,,,,,,,
,,,,,,,,,PTPN13,,,,,,,,
,,,,,,,,,PTPRF,,,,,,,,
,,,,,,,,,PURA,,,,,,,,
,,,,,,,,,PCYT2,,,,,,,,
,,,,,,,,,RGL2,,,,,,,,
,,,,,,,,,RAB13,,,,,,,,
,,,,,,,,,RAB27B,,,,,,,,
,,,,,,,,,RAN,,,,,,,,
,,,,,,,,,RANGAP1,,,,,,,,
,,,,,,,,,RARRES3,,,,,,,,
,,,,,,,,,RB1,,,,,,,,
,,,,,,,,,RBBP4,,,,,,,,
,,,,,,,,,RBP4,,,,,,,,
,,,,,,,,,RELA,,,,,,,,
,,,,,,,,,RELB,,,,,,,,
,,,,,,,,,RGS2,,,,,,,,
,,,,,,,,,RGS4,,,,,,,,
,,,,,,,,,RNASE1,,,,,,,,
,,,,,,,,,BRD2,,,,,,,,
,,,,,,,,,RNF5,,,,,,,,
,,,,,,,,,RNH1,,,,,,,,
,,,,,,,,,RPL5,,,,,,,,
,,,,,,,,,RPL18,,,,,,,,
,,,,,,,,,RPS3,,,,,,,,
,,,,,,,,,RRAS,,,,,,,,
,,,,,,,,,RYR1,,,,,,,,
,,,,,,,,,S100A1,,,,,,,,
,,,,,,,,,S100A4,,,,,,,,
,,,,,,,,,S100A10,,,,,,,,
,,,,,,,,,SAT1,,,,,,,,
,,,,,,,,,CLEC11A,,,,,,,,
,,,,,,,,,CCL2,,,,,,,,
,,,,,,,,,CCL7,,,,,,,,
,,,,,,,,,CCL8,,,,,,,,
,,,,,,,,,CCL13,,,,,,,,
,,,,,,,,,CXCL6,,,,,,,,
,,,,,,,,,SDC4,,,,,,,,
,,,,,,,,,SDCBP,,,,,,,,
,,,,,,,,,SEPP1,,,,,,,,
,,,,,,,,,SFRP1,,,,,,,,
,,,,,,,,,SFRP4,,,,,,,,
,,,,,,,,,SCG5,,,,,,,,
,,,,,,,,,SH3BP2,,,,,,,,
,,,,,,,,,SKI,,,,,,,,
,,,,,,,,,SLC5A5,,,,,,,,
,,,,,,,,,SLC20A1,,,,,,,,
,,,,,,,,,SLIT3,,,,,,,,
,,,,,,,,,SLPI,,,,,,,,
,,,,,,,,,SNAI2,,,,,,,,
,,,,,,,,,SMARCA1,,,,,,,,
,,,,,,,,,SOD1,,,,,,,,
,,,,,,,,,SOD3,,,,,,,,
,,,,,,,,,SPI1,,,,,,,,
,,,,,,,,,SPINK2,,,,,,,,
,,,,,,,,,SPTA1,,,,,,,,
,,,,,,,,,SREBF1,,,,,,,,
,,,,,,,,,SREBF2,,,,,,,,
,,,,,,,,,SST,,,,,,,,
,,,,,,,,,ST14,,,,,,,,
,,,,,,,,,STAT5B,,,,,,,,
,,,,,,,,,STC1,,,,,,,,
,,,,,,,,,SULT1E1,,,,,,,,
,,,,,,,,,SUV39H1,,,,,,,,
,,,,,,,,,SVIL,,,,,,,,
,,,,,,,,,TAP1,,,,,,,,
,,,,,,,,,TBX3,,,,,,,,
,,,,,,,,,TCF21,,,,,,,,
,,,,,,,,,TF,,,,,,,,
,,,,,,,,,TFAP2A,,,,,,,,
,,,,,,,,,TFCP2,,,,,,,,
,,,,,,,,,NR2F2,,,,,,,,
,,,,,,,,,TFDP2,,,,,,,,
,,,,,,,,,TFPI,,,,,,,,
,,,,,,,,,TG,,,,,,,,
,,,,,,,,,TGFB1,,,,,,,,
,,,,,,,,,TGFB2,,,,,,,,
,,,,,,,,,TGFB3,,,,,,,,
,,,,,,,,,TGFBR2,,,,,,,,
,,,,,,,,,TGFBR3,,,,,,,,
,,,,,,,,,THBD,,,,,,,,
,,,,,,,,,TIMP3,,,,,,,,
,,,,,,,,,TSPAN6,,,,,,,,
,,,,,,,,,TNFAIP2,,,,,,,,
,,,,,,,,,TNFAIP3,,,,,,,,
,,,,,,,,,TNFRSF1A,,,,,,,,
,,,,,,,,,TOP2A,,,,,,,,
,,,,,,,,,TPD52,,,,,,,,
,,,,,,,,,TPO,,,,,,,,
,,,,,,,,,TXNRD1,,,,,,,,
,,,,,,,,,UBE2D2,,,,,,,,
,,,,,,,,,UBE2E1,,,,,,,,
,,,,,,,,,UBE2G2,,,,,,,,
,,,,,,,,,UGCG,,,,,,,,
,,,,,,,,,UNG,,,,,,,,
,,,,,,,,,VBP1,,,,,,,,
,,,,,,,,,VCAM1,,,,,,,,
,,,,,,,,,VEGFA,,,,,,,,
,,,,,,,,,VIL1,,,,,,,,
,,,,,,,,,VIM,,,,,,,,
,,,,,,,,,VTN,,,,,,,,
,,,,,,,,,WEE1,,,,,,,,
,,,,,,,,,SF1,,,,,,,,
,,,,,,,,,ZBTB14,,,,,,,,
,,,,,,,,,ZNF711,,,,,,,,
,,,,,,,,,CNBP,,,,,,,,
,,,,,,,,,ZNF74,,,,,,,,
,,,,,,,,,ZNF137P,,,,,,,,
,,,,,,,,,ZNF142,,,,,,,,
,,,,,,,,,ZNF143,,,,,,,,
,,,,,,,,,ZSCAN9,,,,,,,,
,,,,,,,,,CSDE1,,,,,,,,
,,,,,,,,,PAX8,,,,,,,,
,,,,,,,,,SCG2,,,,,,,,
,,,,,,,,,TFPI2,,,,,,,,
,,,,,,,,,ZNF212,,,,,,,,
,,,,,,,,,STAM,,,,,,,,
,,,,,,,,,FOSL1,,,,,,,,
,,,,,,,,,CUL5,,,,,,,,
,,,,,,,,,GDF5,,,,,,,,
,,,,,,,,,NCOA3,,,,,,,,
,,,,,,,,,C21orf33,,,,,,,,
,,,,,,,,,KDM5C,,,,,,,,
,,,,,,,,,AXIN2,,,,,,,,
,,,,,,,,,CDC7,,,,,,,,
,,,,,,,,,FZD7,,,,,,,,
,,,,,,,,,HIST1H2AI,,,,,,,,
,,,,,,,,,SLC25A11,,,,,,,,
,,,,,,,,,SRPX,,,,,,,,
,,,,,,,,,NCK2,,,,,,,,
,,,,,,,,,RAE1,,,,,,,,
,,,,,,,,,RGS5,,,,,,,,
,,,,,,,,,PPFIBP2,,,,,,,,
,,,,,,,,,CNTNAP1,,,,,,,,
,,,,,,,,,COPS3,,,,,,,,
,,,,,,,,,PIR,,,,,,,,
,,,,,,,,,MADD,,,,,,,,
,,,,,,,,,PPAP2B,,,,,,,,
,,,,,,,,,STC2,,,,,,,,
,,,,,,,,,SKAP1,,,,,,,,
,,,,,,,,,AKR1C3,,,,,,,,
,,,,,,,,,SOCS1,,,,,,,,
,,,,,,,,,PDE5A,,,,,,,,
,,,,,,,,,B3GALNT1,,,,,,,,
,,,,,,,,,B3GALT2,,,,,,,,
,,,,,,,,,MBTPS1,,,,,,,,
,,,,,,,,,CTNNAL1,,,,,,,,
,,,,,,,,,CRADD,,,,,,,,
,,,,,,,,,TNFSF10,,,,,,,,
,,,,,,,,,TNFRSF10A,,,,,,,,
,,,,,,,,,CREG1,,,,,,,,
,,,,,,,,,FGF18,,,,,,,,
,,,,,,,,,WISP2,,,,,,,,
,,,,,,,,,CDK5R1,,,,,,,,
,,,,,,,,,APLN,,,,,,,,
,,,,,,,,,CDC123,,,,,,,,
,,,,,,,,,SQSTM1,,,,,,,,
,,,,,,,,,FUBP1,,,,,,,,
,,,,,,,,,CDC16,,,,,,,,
,,,,,,,,,CCNA1,,,,,,,,
,,,,,,,,,SELENBP1,,,,,,,,
,,,,,,,,,NOL3,,,,,,,,
,,,,,,,,,GPRC5A,,,,,,,,
,,,,,,,,,CLDN8,,,,,,,,
,,,,,,,,,CLDN1,,,,,,,,
,,,,,,,,,DIRAS3,,,,,,,,
,,,,,,,,,UNC119,,,,,,,,
,,,,,,,,,MTMR4,,,,,,,,
,,,,,,,,,MTA1,,,,,,,,
,,,,,,,,,RQCD1,,,,,,,,
,,,,,,,,,P2RX6,,,,,,,,
,,,,,,,,,CCNB2,,,,,,,,
,,,,,,,,,SYNGR2,,,,,,,,
,,,,,,,,,NEMF,,,,,,,,
,,,,,,,,,TMSB10,,,,,,,,
,,,,,,,,,VAPB,,,,,,,,
,,,,,,,,,PTTG1,,,,,,,,
,,,,,,,,,MAPKAPK2,,,,,,,,
,,,,,,,,,STK17B,,,,,,,,
,,,,,,,,,SLC22A6,,,,,,,,
,,,,,,,,,CIAO1,,,,,,,,
,,,,,,,,,ARHGAP29,,,,,,,,
,,,,,,,,,MED27,,,,,,,,
,,,,,,,,,MED7,,,,,,,,
,,,,,,,,,AIM2,,,,,,,,
,,,,,,,,,ADAMTS1,,,,,,,,
,,,,,,,,,LITAF,,,,,,,,
,,,,,,,,,GDF15,,,,,,,,
,,,,,,,,,TP53I3,,,,,,,,
,,,,,,,,,BRE,,,,,,,,
,,,,,,,,,NCOR2,,,,,,,,
,,,,,,,,,IKBKE,,,,,,,,
,,,,,,,,,PPM1F,,,,,,,,
,,,,,,,,,KIAA0100,,,,,,,,
,,,,,,,,,USP6NL,,,,,,,,
,,,,,,,,,DHX38,,,,,,,,
,,,,,,,,,ARNT2,,,,,,,,
,,,,,,,,,CLEC2B,,,,,,,,
,,,,,,,,,HNRNPDL,,,,,,,,
,,,,,,,,,SCO2,,,,,,,,
,,,,,,,,,GNPDA1,,,,,,,,
,,,,,,,,,KCNE3,,,,,,,,
,,,,,,,,,TANK,,,,,,,,
,,,,,,,,,SCAMP3,,,,,,,,
,,,,,,,,,ZNF263,,,,,,,,
,,,,,,,,,CELA3A,,,,,,,,
,,,,,,,,,TOB1,,,,,,,,
,,,,,,,,,FARP1,,,,,,,,
,,,,,,,,,LHFPL2,,,,,,,,
,,,,,,,,,LHFP,,,,,,,,
,,,,,,,,,PSMD14,,,,,,,,
,,,,,,,,,LRRC23,,,,,,,,
,,,,,,,,,SPRY1,,,,,,,,
,,,,,,,,,CNKSR1,,,,,,,,
,,,,,,,,,DENND4A,,,,,,,,
,,,,,,,,,SIGMAR1,,,,,,,,
,,,,,,,,,CWC27,,,,,,,,
,,,,,,,,,SAP18,,,,,,,,
,,,,,,,,,LILRB2,,,,,,,,
,,,,,,,,,CITED2,,,,,,,,
,,,,,,,,,SEMA3A,,,,,,,,
,,,,,,,,,TUBA1B,,,,,,,,
,,,,,,,,,IRF9,,,,,,,,
,,,,,,,,,NDC80,,,,,,,,
,,,,,,,,,PRMT5,,,,,,,,
,,,,,,,,,FAM3C,,,,,,,,
,,,,,,,,,GPNMB,,,,,,,,
,,,,,,,,,FST,,,,,,,,
,,,,,,,,,HMGN4,,,,,,,,
,,,,,,,,,STK25,,,,,,,,
,,,,,,,,,CHERP,,,,,,,,
,,,,,,,,,ARL6IP5,,,,,,,,
,,,,,,,,,ARPC1A,,,,,,,,
,,,,,,,,,AGPAT1,,,,,,,,
,,,,,,,,,RPP38,,,,,,,,
,,,,,,,,,CCT7,,,,,,,,
,,,,,,,,,NPC2,,,,,,,,
,,,,,,,,,ST6GALNAC2,,,,,,,,
,,,,,,,,,ARID3B,,,,,,,,
,,,,,,,,,TXNIP,,,,,,,,
,,,,,,,,,SPINT2,,,,,,,,
,,,,,,,,,PMVK,,,,,,,,
,,,,,,,,,KHDRBS3,,,,,,,,
,,,,,,,,,CELF2,,,,,,,,
,,,,,,,,,PLK2,,,,,,,,
,,,,,,,,,IQGAP2,,,,,,,,
,,,,,,,,,WASF3,,,,,,,,
,,,,,,,,,CCL27,,,,,,,,
,,,,,,,,,PGRMC1,,,,,,,,
,,,,,,,,,FGL2,,,,,,,,
,,,,,,,,,FASTK,,,,,,,,
,,,,,,,,,RALBP1,,,,,,,,
,,,,,,,,,PDIA5,,,,,,,,
,,,,,,,,,GCN1,,,,,,,,
,,,,,,,,,SLC27A4,,,,,,,,
,,,,,,,,,BTN2A1,,,,,,,,
,,,,,,,,,GLMN,,,,,,,,
,,,,,,,,,RASSF1,,,,,,,,
,,,,,,,,,AKAP2,,,,,,,,
,,,,,,,,,GALNT5,,,,,,,,
,,,,,,,,,STK38,,,,,,,,
,,,,,,,,,NID2,,,,,,,,
,,,,,,,,,PHLDA1,,,,,,,,
,,,,,,,,,DKK1,,,,,,,,
,,,,,,,,,KIF1B,,,,,,,,
,,,,,,,,,GGA3,,,,,,,,
,,,,,,,,,PLCL2,,,,,,,,
,,,,,,,,,ADGRL2,,,,,,,,
,,,,,,,,,SASH1,,,,,,,,
,,,,,,,,,EXOSC2,,,,,,,,
,,,,,,,,,ZFPM2,,,,,,,,
,,,,,,,,,PHF3,,,,,,,,
,,,,,,,,,RPL13A,,,,,,,,
,,,,,,,,,AMACR,,,,,,,,
,,,,,,,,,SSBP2,,,,,,,,
,,,,,,,,,LY96,,,,,,,,
,,,,,,,,,FLRT1,,,,,,,,
,,,,,,,,,NAT6,,,,,,,,
,,,,,,,,,ARHGEF16,,,,,,,,
,,,,,,,,,PDLIM3,,,,,,,,
,,,,,,,,,USP25,,,,,,,,
,,,,,,,,,UQCR10,,,,,,,,
,,,,,,,,,ICOS,,,,,,,,
,,,,,,,,,SNX10,,,,,,,,
,,,,,,,,,SLC40A1,,,,,,,,
,,,,,,,,,EHD3,,,,,,,,
,,,,,,,,,STOML2,,,,,,,,
,,,,,,,,,ARHGEF3,,,,,,,,
,,,,,,,,,HEBP1,,,,,,,,
,,,,,,,,,SIDT2,,,,,,,,
,,,,,,,,,CPA4,,,,,,,,
,,,,,,,,,SHISA5,,,,,,,,
,,,,,,,,,GOLM1,,,,,,,,
,,,,,,,,,ARMCX1,,,,,,,,
,,,,,,,,,PLA1A,,,,,,,,
,,,,,,,,,HACD3,,,,,,,,
,,,,,,,,,ACKR4,,,,,,,,
,,,,,,,,,PCF11,,,,,,,,
,,,,,,,,,LSR,,,,,,,,
,,,,,,,,,RBMX2,,,,,,,,
,,,,,,,,,SUFU,,,,,,,,
,,,,,,,,,OAZ3,,,,,,,,
,,,,,,,,,GHRL,,,,,,,,
,,,,,,,,,CD244,,,,,,,,
,,,,,,,,,MYOZ2,,,,,,,,
,,,,,,,,,FTHL17,,,,,,,,
,,,,,,,,,CROT,,,,,,,,
,,,,,,,,,PDP1,,,,,,,,
,,,,,,,,,DDX43,,,,,,,,
,,,,,,,,,CDK5RAP2,,,,,,,,
,,,,,,,,,ZNF395,,,,,,,,
,,,,,,,,,C8orf4,,,,,,,,
,,,,,,,,,AKR1B10,,,,,,,,
,,,,,,,,,ANKMY2,,,,,,,,
,,,,,,,,,ADGRG6,,,,,,,,
,,,,,,,,,STAMBPL1,,,,,,,,
,,,,,,,,,SQRDL,,,,,,,,
,,,,,,,,,NFKBIZ,,,,,,,,
,,,,,,,,,C19orf57,,,,,,,,
,,,,,,,,,RABEP2,,,,,,,,
,,,,,,,,,PLEKHO2,,,,,,,,
,,,,,,,,,PDGFD,,,,,,,,
,,,,,,,,,PUS1,,,,,,,,
,,,,,,,,,COL18A1,,,,,,,,
,,,,,,,,,COLEC12,,,,,,,,
,,,,,,,,,DOCK8,,,,,,,,
,,,,,,,,,TCF7L1,,,,,,,,
,,,,,,,,,RASSF5,,,,,,,,
,,,,,,,,,TBC1D10A,,,,,,,,
,,,,,,,,,PARD6B,,,,,,,,
,,,,,,,,,FOXQ1,,,,,,,,
,,,,,,,,,OSBPL1A,,,,,,,,
,,,,,,,,,ZNF488,,,,,,,,
,,,,,,,,,ANKRD22,,,,,,,,
,,,,,,,,,AGR3,,,,,,,,
,,,,,,,,,RDH10,,,,,,,,
,,,,,,,,,TUBB,,,,,,,,
,,,,,,,,,RTKN2,,,,,,,,
