Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
AP1S2,-0.252265386,4.373130633,-1.237227293,0.117457108,0.795669299,-4.427088019,-1.193417594,21.58868135,25.02792296,31.09940647,29.84115461,21.48031917,19.99829043,28.23040728,22.60520284,20.26860038,20.00937416,25.27187506,9.5
HPS3,-0.218429139,1.769971999,-1.713923087,0.110785387,0.795880922,-4.43637105,-1.163466071,3.185145831,4.108405478,4.217975344,3.377465809,3.377465809,3.066238125,3.377465809,3.947401506,3.08175224,2.595406967,3.526642085,4
ARHGAP35,0.305667384,5.208180439,1.712455753,0.111061699,0.796094964,-4.43827531,1.235990268,25.05239111,38.06512553,33.36714463,44.43949917,50.83347347,40.62549654,36.65710062,43.83260262,29.30296659,29.7880092,43.02118105,11
MORF4L1,-0.38457416,5.345879722,-1.713236938,0.110914519,0.796094964,-4.437261629,-1.305474394,33.22286526,43.0115385,84.21198303,28.46999177,43.37432971,50.73320858,42.86027028,47.53204984,22.10623063,32.23822445,45.9976856,11
SAFB,0.25127572,1.685207914,1.71288635,0.11098055,0.796094964,-4.437716592,1.190259151,2.380450877,3.659204108,2.611033664,2.975835255,3.999219629,3.902535828,3.374701325,3.666143201,2.724355517,3.199992984,3.339123632,5
POLR2C,-0.160022796,3.28519163,-1.568649644,0.307477686,0.796112026,-4.361245468,-1.118649762,15.46157627,18.23594025,20.34800589,17.46462037,16.90289241,17.61643432,17.73827961,20.84268636,11.48124549,17.4633246,15.61219765,7
ZNF25,-0.312584034,2.87740817,-1.60696118,0.256390953,0.796393444,-4.382007832,-1.250977402,12.8494664,15.34076205,19.47348145,12.48471649,9.856836163,15.31989253,13.22002656,11.96282689,10.30717394,8.301585775,11.23596995,7.5
ASMTL,-0.583297009,4.970040522,-1.711454826,0.111250532,0.796467567,-4.439573743,-1.498269353,39.61310896,39.63785218,47.37508651,36.36750368,20.99220783,14.18311522,51.61407017,48.49254989,18.86294102,24.95684058,30.21061774,11
REEP5,-0.390301099,5.771224425,-1.696777631,0.159106643,0.796549677,-4.389501848,-1.315677667,100.7437617,202.5450297,212.4655003,97.08559852,113.8587726,151.7678048,124.4133034,146.1271721,89.83922566,93.95392229,118.0166599,9
BRD8,-0.328264408,4.614986369,-1.710717027,0.111389905,0.797014062,-4.440530559,-1.25550207,25.07309521,27.13074353,35.53693817,23.3619133,21.78667007,18.6537649,30.58164702,27.30313299,17.097201,19.10185234,30.56703547,9
TMED10,0.326312059,3.828199491,1.710700072,0.11139311,0.797014062,-4.440552545,1.253804193,10.96358657,11.62436285,13.7267409,13.13949082,20.6269761,16.25028512,12.40301267,20.73906149,12.5930767,11.23515128,16.92934859,11
ZNF738,-0.412444157,4.719278774,-1.710356523,0.111458062,0.797014062,-4.440997993,-1.330938729,41.50221372,28.66660297,28.66660297,35.65947751,28.30930578,17.39431436,29.06246934,28.66660297,18.25629696,16.1228283,28.85301889,11
PPEF1,-0.579264167,2.560813823,-1.709857821,0.111552407,0.797167409,-4.441644523,-1.49408701,3.578071872,8.173380735,16.86751168,6.327547163,6.396649637,6.396649637,5.247768389,4.351976275,5.284118861,5.241703431,3.735519314,4
GLTSCR2 ,0.246261196,6.404524852,1.70873809,0.111764497,0.797647861,-4.443095776,1.186129225,69.88063203,67.31916755,89.04799461,80.52858968,107.4847103,74.7926039,112.3484149,95.79515296,79.4847103,77.44125561,89.75390719,11
UBE2I,0.348636601,1.522074477,1.71004404,0.116790653,0.797859188,-4.433297593,1.273725469,2.00524689,2.604108233,2.929631363,3.666914398,3.790881765,4.017111749,2.729481205,3.467244208,2.920735078,2.524295431,2.667163475,4
SKAP2,-0.168814565,3.236055063,-1.307763196,0.465020317,0.797878002,-4.321944309,-0.133723052,9.932045381,10.97197104,11.56485726,11.20569567,9.73383746,8.540446696,7.352656244,8.150347219,10.15222204,9.901707362,10.36174888,9
AGT,0.451874802,3.654598497,1.707341187,0.112029586,0.798058519,-4.444905495,1.367816599,12.15706669,8.308855608,9.983279242,11.86529286,23.8931766,12.82333013,13.39363072,19.01986223,11.23515128,7.8870493,15.26813152,9
CLEC4E,-0.145193474,0.571569151,-1.70712212,0.112071208,0.798058519,-4.445189223,-1.105878948,1.501034602,1.788130104,1.523177708,1.375325536,1.501034602,1.501034602,1.501034602,1.501034602,1.348563722,1.45740771,1.392171698,4
PRIMA1,0.67552138,5.19413046,1.707179036,0.112060393,0.798058519,-4.445115509,1.597173876,11.44070016,29.16481668,52.93925575,41.24712402,31.55857612,24.6407877,40.57094982,79.4847103,49.11908398,36.87206272,47.83854447,10
PLEKHM1,0.254659894,4.872030078,1.707011083,0.11209231,0.79810484,-4.445333027,1.193054455,23.27677819,27.8565015,26.34956047,38.15174463,37.35798836,29.30296659,31.59019499,23.48656474,35.14950523,25.66723221,28.43130357,3
DGCR2,0.234293474,4.857068036,1.703589032,0.11274438,0.798783933,-4.449762267,1.176330516,25.03796471,28.86323816,23.63432406,26.00828692,33.95675287,28.12114843,31.54218294,41.49162073,28.12114843,26.38228007,29.41705063,11
DSTN,-0.387336425,4.004093841,-1.704802467,0.112512779,0.798783933,-4.448192278,-1.307976323,20.57240321,27.55833315,35.84023818,20.00929339,14.21450634,12.41125859,17.45436141,15.4478605,12.44772702,8.76704069,8.599481518,11
RAB6A ,-0.397733438,6.979666055,-1.70340835,0.112778902,0.798783933,-4.449995985,-1.317436511,98.6306878,173.6958528,214.1378518,94.53370267,153.5301282,151.3649303,137.211983,125.0300275,86.26229381,98.22529614,110.4653437,11
KLHL8,-0.358615688,3.192396983,-1.716102411,0.110574834,0.79878552,-4.433235216,-1.2826154,8.234623855,11.61830796,13.93586685,11.85925541,9.181575438,9.164575083,7.862910646,8.993778702,5.706200077,9.012548662,8.132199631,11
API5,-0.439240414,2.412402683,-1.680407734,0.141720841,0.798823909,-4.442200865,-1.356363605,5.530556318,8.551941887,10.37325128,6.912620754,6.093440569,6.402920037,7.230733046,6.872619763,5.466473473,4.090514687,4.489973571,8.5
ANKRD35,-0.481118132,2.325227465,-1.702559248,0.11294126,0.798973099,-4.451094134,-1.395825054,3.456683665,7.197081435,10.47293656,5.195415357,5.251420884,5.569569063,5.195415357,5.133375677,4.667679652,3.261125052,3.115303138,6
SAR1B,0.1738086,1.814818844,1.098449224,0.356412256,0.798989759,-4.380667411,0.142222765,4.275644234,3.406479718,4.611929787,5.937041839,4.524624697,5.204902776,5.336185284,4.335197045,4.621904149,5.825932638,5.155171644,7.5
HSD17B11,-0.533080416,3.817005988,-1.702165951,0.113016532,0.799169543,-4.45160268,-1.44701554,10.92787666,21.19752468,27.06464213,14.34673187,9.56048026,12.79605584,22.44378046,15.91216003,10.85699751,7.338292702,13.92208552,11
REEP1,-0.395778579,5.123644015,-1.689344139,0.12859386,0.799171085,-4.448081532,-1.316392308,39.45732534,78.8223353,94.14192922,42.89975274,61.27258033,54.97610201,54.9764736,63.21934819,49.64532065,36.61435484,58.2993031,11
RAB6A ,-0.341451511,6.611776339,-1.70150065,0.113143964,0.799346975,-4.452462782,-1.267030727,73.75743757,134.5073637,158.0301648,80.5338465,101.9622365,100.6960693,108.798782,106.6665285,76.39380121,77.83680468,87.5297178,11
ERH,-0.211562633,6.311074467,-1.700988348,0.113242177,0.799555169,-4.453124954,-1.157941712,70.18165834,98.03016485,100.1930497,68.29776576,79.93925575,79.93925575,82.93925575,83.4847103,66.55973221,81.85242193,69.6774232,11
EMC3,-0.149598834,3.007811123,-1.001050865,0.307558771,0.799724293,-4.386688475,-0.130899092,9.243680776,9.234095788,16.28829177,8.779934039,12.11828896,8.809154706,10.89536527,8.691447678,8.580425109,6.047893797,7.739579861,8.5
PMP22,-0.035097129,4.736938035,-0.722719586,0.208818039,0.800022655,-4.422524871,-0.029743277,46.79965107,50.65016735,66.12494404,45.13965546,49.79722871,52.01712433,47.31161791,43.13330401,45.78905319,37.12633148,37.16875956,7.5
LCP2,-0.608669641,1.148900163,-1.699755613,0.113478812,0.800370352,-4.454717843,-1.524852441,3.377465809,1.638315365,4.946995957,2.957562084,1.979830928,3.93873262,1.576782026,1.979830928,1.187571595,1.58545501,1.717613869,8
BMPR2,-0.53083793,1.97872423,-1.655219018,0.182031266,0.800488972,-4.420577286,-1.479202996,3.287910813,7.3603233,6.065372686,3.312565025,5.165880971,3.978577741,2.923910433,4.975631854,3.505576584,2.445285706,3.626063646,10.5
STAT3,-0.317525482,3.796479601,-1.652182881,0.182005387,0.800938851,-4.42545813,-1.251427403,17.45038922,25.08795216,19.67294052,21.14294938,13.89518285,15.66496371,11.01293697,19.18272476,16.33411489,14.19384869,15.70676515,10
VEZF1,0.360525299,1.509505995,1.652645638,0.147159416,0.801171096,-4.478035124,1.285024312,2.938556507,2.136512156,2.161682049,4.107718684,3.146354994,2.895512072,2.532523867,2.263524901,3.149721385,4.025373564,3.078549764,4
PGRMC2,-0.384620163,2.2782337,-1.687158045,0.123189569,0.801261699,-4.459828013,-1.30798413,5.5729163,6.359851399,7.545718532,3.546347704,4.34973319,5.663670934,7.391516707,5.524906908,4.067785988,3.754270719,5.665647708,7
AASS,0.20913918,0.460511911,1.697885302,0.113838668,0.80128256,-4.457133301,1.155998223,1.366287578,1.366287578,1.017274986,1.576465362,1.366287578,1.366287578,1.276055322,1.366287578,1.781003795,1.440369775,1.339877638,4
SRSF12,-0.211677107,1.009078855,-1.697058568,0.113998056,0.80128256,-4.458200515,-1.158033595,1.979830928,2.582896379,2.195745011,2.263071963,2.109222198,1.770406049,2.172659445,1.979830928,1.590453586,1.979830928,1.707707933,3
LOC101929232 ,-0.48907415,4.735327784,-1.696608972,0.114084818,0.801383445,-4.458780763,-1.403543862,24.25352716,39.66662341,41.15734085,37.72152956,18.23899155,28.12114843,35.67252798,26.95694319,18.58266661,13.56388117,25.79084475,11
ME1,-0.34163696,4.307281205,-1.703814315,0.113148496,0.801487782,-4.448784022,-1.267382244,49.85977991,60.66826738,64.61441171,71.77597994,47.55865197,49.65377512,39.48244671,50.10983551,39.60821409,29.77083699,42.99248373,11
CCDC186,-0.124601637,1.161725638,-1.019197709,0.323002309,0.801646033,-4.404672966,-0.102687529,1.974734477,2.647663929,3.347056293,2.819239559,2.301532715,2.768302864,3.112416235,2.617504381,2.331403477,1.720594432,2.634285961,5.5
GABBR2,0.561408226,3.17021125,1.684183066,0.123267105,0.802055993,-4.464432446,1.488012054,5.928324486,9.160946119,8.001918191,8.556500086,8.620983599,26.05105239,8.935454947,22.24982549,8.254628503,9.497220237,13.59071305,7
EML1,-0.36421575,1.116188013,-1.669590127,0.153314958,0.80215452,-4.441679875,-1.288915835,1.840402429,2.984617612,3.64585427,2.558639846,2.133613512,2.548726924,2.017926472,2.45020657,1.854769602,1.669947213,1.705641322,5.5
CCT6A,-0.408511646,4.525350885,-1.700435759,0.114233445,0.802192311,-4.452480128,-1.327316096,49.35411934,61.45691445,61.8345501,46.54948907,51.54707959,38.8317632,54.53915704,65.45063599,35.08317074,25.82499892,39.61326442,10
CRYL1,0.412599658,1.671854336,1.694144061,0.114561522,0.802657024,-4.461960383,1.331082192,3.003095866,2.168902453,2.660928736,3.506766438,5.900293695,4.6628305,3.215298271,3.304703753,2.764546572,2.120559319,3.29883537,3
C1orf122,0.351871176,5.605538485,1.693784961,0.114631117,0.802902425,-4.46242338,1.276214806,29.01841117,47.3256636,49.36611025,42.17626611,74.00121752,53.57271419,71.03016485,41.73283439,48.41684495,47.94435578,46.73937614,11
TRAPPC2,-0.169840774,1.442448018,-1.692525923,0.114875418,0.802992638,-4.464046241,-1.124934322,2.764546572,2.899508374,3.237891324,2.329453028,2.627592289,3.043188956,2.610112281,2.471164732,2.764546572,2.410785185,2.875587684,9
GCOM1 ,0.217519501,2.295308114,1.447722946,0.414422354,0.803113882,-4.371741086,1.172030302,3.699021845,4.91068872,4.997884761,5.406544794,4.989204753,5.963068926,4.542970969,5.048061555,4.696391642,5.227143651,5.52870118,6
TMEM126B,-0.464840778,1.483474186,-1.649706076,0.156759474,0.803119125,-4.468056473,-1.421252615,3.236536725,2.980701813,8.40323515,2.800141429,2.189321337,3.180207772,4.705953995,2.994432483,2.236125409,2.385407116,2.425193065,6
CASC3 ,0.154067657,2.165810646,1.690460065,0.115277266,0.803183151,-4.466707544,1.112702301,4.463192698,3.818246448,4.19973414,4.476578886,5.337527573,4.700317103,4.27823783,4.807227919,4.637251434,4.495775421,4.30867612,4
CCDC53,-0.373503879,1.705022968,-1.691053969,0.115161614,0.803183151,-4.465942652,-1.295495388,2.553480191,3.815540571,6.257707061,3.268202006,2.841161965,3.135033104,3.651877384,3.199838573,2.547629621,2.311077848,3.623662058,4
PCNX,0.328710153,3.041535106,1.688831771,0.115594873,0.803183151,-4.468803826,1.255890039,4.549099664,7.808897892,9.558071367,10.89967644,8.360684111,8.360684111,8.360684111,10.89967644,7.154916126,8.360684111,8.360684111,11
RP1-151F17.2,-0.199517447,2.281540748,-1.689009548,0.115560159,0.803183151,-4.468575011,-1.148314202,4.807227919,5.167771332,6.255761866,4.24769758,4.807227919,4.533054596,5.927507607,4.807227919,4.333058369,4.807227919,4.203012356,4
SDR16C5,-0.933451241,3.461767535,-1.691030881,0.115166108,0.803183151,-4.46597239,-1.909839288,6.549951815,12.69881763,65.97360022,12.22238907,6.846678917,10.66721074,13.86527234,15.73200821,8.487330798,4.861313564,6.588077165,10
RP11-127B20.2,-0.365127618,2.179905843,-1.688585073,0.115643059,0.803199221,-4.469121324,-1.287995558,7.211794726,4.466674024,5.016914327,3.639140096,3.999219629,6.633141565,4.942552664,4.466674024,2.807081213,4.452735939,3.840718102,9
MAP7D1,0.464204083,3.340667728,1.688299058,0.115698948,0.803209889,-4.46948939,1.379556059,5.626245216,10.17753405,8.998632027,10.31244927,15.10918435,17.69624828,12.83896727,12.76734603,7.614709688,9.364563216,6.94639938,6
MED28,0.219648202,1.436908319,1.613666619,0.208817202,0.803310758,-4.44560549,1.164471654,3.120001091,2.655207985,3.880089379,2.63065975,2.817570538,4.673090438,3.916664294,2.898988605,4.564436927,3.955555317,5.278879285,4.5
SMAD5,0.434877463,1.958365558,1.391684466,0.472184036,0.803499137,-4.353381551,1.408070889,2.506640483,3.450834055,3.570737233,7.162427066,3.939702122,3.586610862,3.001098571,5.285877558,4.835833324,3.498271964,5.149481876,7.5
TRIT1,0.257422324,1.477857849,1.68724926,0.115904287,0.80358444,-4.470840036,1.195341069,2.797450497,1.784943944,2.932098303,2.838752955,3.032721899,3.043188956,3.610644547,2.737009834,2.383681499,2.838752955,3.051992198,6
HLA-DPA1,0.672150965,5.370495744,1.686935337,0.115965752,0.803678454,-4.471243826,1.593446924,28.56415161,21.86011695,41.03016485,31.19173347,60.42977377,16.95747869,41.29825104,78.19563416,49.02031022,61.43554746,76.26839887,11
PM20D2,0.156549073,0.78481894,0.436984295,0.157701159,0.803961154,-4.501391402,0.133750253,1.533930838,1.700799194,1.556670284,2.407228346,2.060897084,1.54812193,1.650227042,1.36777761,1.682140304,2.120017639,2.117276767,7.5
MAPK9,-0.309350514,5.23251284,-1.634147945,0.158272236,0.804112437,-4.490492599,-1.240755128,47.1952423,55.97889346,65.28716413,48.70698163,50.09897572,45.96389368,50.4921355,46.58592477,39.19353661,26.72889049,47.17927053,11
NFYC,-0.267945916,2.10069025,-1.644319158,0.171368118,0.804201515,-4.454297955,-1.208455697,5.507788646,5.013628121,4.453153385,4.275202568,4.103974452,4.704528666,4.441086729,4.769376168,3.734930258,3.395411423,3.556204515,3.5
TERF1,-0.516355629,2.643140135,-1.584840224,0.248951529,0.804241013,-4.429105447,-1.47371669,7.251777081,12.60269585,6.283342044,10.69070498,5.248783779,6.365569417,5.091537608,4.768063481,4.785147784,4.171284483,6.816527134,10
KIAA1143,-0.275390951,4.804118899,-1.454847965,0.397823031,0.80441086,-4.390079289,-1.225383044,31.32521433,30.4391361,37.1456664,35.98381595,22.86246645,21.77831032,33.03051671,28.16567237,22.01279969,25.29401301,27.96261594,8.5
FAM107B,-0.40026004,3.103925852,-1.632300383,0.182914578,0.804521907,-4.455755681,-1.319903607,10.00830675,10.09655609,17.80292478,15.98654284,9.808118092,8.166788489,4.548565397,8.18857257,10.25491109,14.1925098,8.60657692,8.5
LINC00957,0.200998916,5.893767815,1.623022595,0.187994575,0.804868449,-4.462747516,1.149644857,44.25743757,66.15323399,53.20770981,60.77742783,67.65916096,64.38431115,60.58667915,62.45626901,64.01748454,48.73975374,68.98817068,8
ZNF816 ,-0.353912208,3.125235915,-1.684535088,0.116436663,0.80489738,-4.474329747,-1.27802159,11.08786584,16.35132805,6.257707061,7.834837892,8.766625335,7.705148224,8.59172271,8.17108941,8.898086762,8.754741195,6.797159307,8
TMEM47,0.407541516,1.725551786,1.623197419,0.156204896,0.805083751,-4.511048272,1.326966315,2.303746626,4.176615285,4.709390774,3.3910819,7.330422318,4.690808223,2.731721907,5.361163475,4.246093529,5.460890311,6.675566248,8.5
DDX17,-0.223551313,2.990525494,-0.916158366,0.116549023,0.805121195,-4.475064049,-1.167604206,8.894315482,7.859771942,10.06973472,7.457331607,6.324136923,6.306419847,6.504442665,5.970139137,7.962647043,15.91382639,7.756787871,7
GPHN,-0.422036941,3.321829334,-1.68272777,0.116792355,0.805121195,-4.476651656,-1.339817909,7.569583581,16.90523457,14.79137031,12.98624988,9.469598648,9.469598648,9.469598648,10.50925658,6.877744544,10.71539101,6.181115197,6
LINC00674,0.364096564,1.122493693,1.683704839,0.116599943,0.805121195,-4.475396572,1.287075392,1.979830928,1.683330265,1.785580387,2.705456217,1.735741873,2.196485185,1.911751668,1.778914087,2.255617985,2.767508479,3.999219629,6
LOC101927705 ,-0.34385686,1.18799559,-1.68352789,0.116634769,0.805121195,-4.475623902,-1.269144959,1.896315374,3.633347203,2.887301499,2.447557435,1.735744826,2.447557435,2.045433127,2.823520448,1.694491485,1.733147832,2.447557435,3
MCFD2,0.282423563,3.778764544,1.682256316,0.116885298,0.805121195,-4.477257106,1.216236307,11.41251409,10.35031432,14.28025023,12.73946359,17.24956255,18.50483163,18.03667248,14.5784878,13.35049101,11.58906189,11.66908356,11
UST,-0.355599494,1.023800464,-1.681810649,0.116973216,0.805121195,-4.477829347,-1.279517158,2.039511486,2.571832094,2.743913011,2.445436029,2.150409475,2.551969631,2.077344683,2.119816465,1.189026063,1.553975538,1.562452012,9
CDC42BPB,0.282223828,1.816561436,1.680830361,0.117166806,0.805798129,-4.479087735,1.216067936,3.99336802,2.628941093,2.716662563,3.77153877,3.638035176,5.061322846,3.735103483,4.162696216,3.142068211,3.735103483,2.86571692,5
PALLD,0.426713348,1.825798276,1.66711223,0.122161946,0.80607294,-4.493206928,1.346230701,3.17036836,3.484923774,2.620048732,5.009292586,2.955007799,4.38427221,3.304378086,6.062551884,3.954427228,3.788304696,5.79919934,5.5
RPS6KA1,0.409929245,2.425598036,1.679904444,0.117349918,0.806113932,-4.48027593,1.328620652,5.212484416,4.934596919,3.243383502,3.999219629,6.976238139,4.080390422,5.137887853,9.09239609,6.183942043,7.526433935,5.212484416,4
WDR7,-0.517121977,4.940306644,-1.679630235,0.117404194,0.806113932,-4.480627739,-1.431097512,24.26056992,45.07776834,57.85221685,29.52242011,32.39043553,32.12792809,26.57586032,37.98283396,12.5930767,28.34525862,32.63348975,10
NIPA1,-0.574186737,4.218867882,-1.679231275,0.117483203,0.80614886,-4.481139541,-1.488837952,16.2201506,29.24155303,32.44021257,18.47165228,25.71542958,19.77667348,15.35410163,26.56501078,15.38003097,7.048243841,14.60492279,10
BOD1,0.242583764,2.323015721,1.678285983,0.117670593,0.806523713,-4.482351918,1.18310963,3.565674909,4.794089496,5.078285417,5.078285417,6.548356074,4.939251612,5.906009379,5.078285417,4.128519808,5.791564983,4.814979719,7
SEMA6A,-0.305952967,3.530853636,-1.518715145,0.314984433,0.80656015,-4.428914389,-1.236703025,12.7834672,15.29178481,14.30669466,30.06209376,6.87394483,11.21015152,7.171876268,10.41387478,18.13613775,11.80827462,10.5894479,8
RPL34,0.241934257,5.607396,1.67808772,0.117709929,0.806591095,-4.482606148,1.182577109,40.0751212,40.38173624,49.66182672,37.30289216,65.34371919,54.03708011,56.46517123,48.9862672,47.65621236,54.13934356,48.94745016,11
QSER1,0.268269518,1.699977943,1.583261221,0.234529516,0.807173965,-4.454225315,1.209287387,2.898154081,2.920148137,3.541874466,3.852513625,3.541091638,3.567204409,3.787423241,4.022123025,3.329276987,4.058158407,5.36642876,4
TBCA,-0.27243236,6.937076358,-1.677451045,0.117836325,0.807254862,-4.483422426,-1.207842515,122.050601,135.1034492,168.4726585,124.6708572,100.1771579,109.3674864,166.0132938,135.9964901,107.4687182,95.84834666,105.9872912,11
POMT2,0.185874355,2.670343825,1.676767191,0.11797222,0.807429301,-4.48429899,1.137506157,6.257707061,4.973354196,6.257707061,6.283813294,5.567367083,7.092318126,7.57117758,6.852448591,6.283813294,7.027365498,6.283813294,4
MAP9,-0.366367237,4.697276873,-1.660201742,0.123784466,0.807483743,-4.501688144,-1.292039923,31.88682254,56.15440549,37.10147816,36.29432539,25.39590671,21.62677412,21.12521307,25.64768844,20.9108455,23.50863303,14.10331915,10
DAZAP2,0.256602889,5.26024903,1.654619089,0.127868779,0.807699436,-4.504313133,1.19570951,53.45680018,60.89528453,73.0781941,66.62715759,83.46781713,69.49675161,66.50879671,64.41125485,61.02653954,74.02075135,90.53603037,10.5
CMPK1,-0.393034037,4.793570161,-1.658518733,0.124201576,0.807813386,-4.503720312,-1.313194701,34.06220833,38.15152253,53.71017183,32.78327713,41.42517379,34.43708213,41.25601127,41.24056687,20.99923333,22.01699606,26.4645681,11
LAMP1,0.246139039,5.3151104,1.458414106,0.376974679,0.807829826,-4.42099416,1.191095834,232.2101785,271.0223938,181.8647475,341.6493455,330.6489027,278.7842822,306.1152836,350.0098111,248.1873916,263.9974812,244.0384321,9
HDAC9,-0.257814694,2.200738524,-1.675672646,0.118190014,0.80786072,-4.485701538,-1.19566621,5.390826913,4.723390977,5.634903132,4.691783029,4.455238299,5.692276607,3.237891324,4.860522182,4.159667462,3.543603877,4.893637772,8
PGK1,-0.376298389,5.991001191,-1.622148505,0.147787514,0.808081207,-4.525518784,-1.298691636,58.78708924,95.94521742,147.8877876,61.71464524,86.74631966,74.88086121,94.75158737,78.90112944,68.97521761,55.06252054,77.25222909,11
MBD4,0.269154117,2.401816949,1.571379225,0.220200906,0.808247277,-4.495466771,1.206763032,4.137985493,4.523246713,5.703346005,7.787596353,7.146435508,6.006809238,5.932172311,5.497525906,4.987535959,4.312570792,4.36783651,10.5
KANK2,0.271148223,2.172587664,1.674448817,0.118433952,0.808512466,-4.487269111,1.206767897,4.096476355,3.780741981,3.926146445,5.662781965,6.595682912,5.301881502,4.098430666,3.629408446,4.317131609,4.036924072,5.009353554,4
HINT1,-0.451035006,7.381413327,-1.651787868,0.123723132,0.808794407,-4.515118158,-1.367925669,132.1999918,209.6882052,384.7574376,134.502168,193.0662942,166.736248,223.356361,168.8745676,151.9604998,133.560892,138.9333424,11
DNAJC8,-0.44414266,2.748461838,-1.672715967,0.118780106,0.80884153,-4.489487521,-1.360505379,7.682789225,7.712974126,10.0248351,7.806417812,8.41967791,5.753537841,8.350928897,7.051873,3.388390217,4.000651505,7.037206964,9
HNRNPA3,-0.102985848,2.342084165,-0.395241027,0.118904044,0.80884153,-4.490280094,-1.073993936,5.214272155,4.13776755,5.400722056,8.177704079,4.59658581,5.553235998,3.935901613,7.988986038,5.380953227,4.895322997,6.656187039,10
PRKAB2,-0.308205138,3.828666083,-1.67238898,0.118845525,0.80884153,-4.48990598,-1.238166334,13.00507549,13.89495948,25.2980316,11.1442422,13.89495948,12.97017808,17.35656708,13.32493723,12.076154,12.88518567,14.41842065,11
IKBKB,0.390235198,1.324736117,1.67086633,0.11915057,0.808845463,-4.491853944,1.310607051,1.460604997,2.784567113,2.141715671,2.570732445,3.377465809,2.549464469,3.986467029,3.330795091,2.106086346,1.897506557,2.380640088,6
SLC36A4,-0.284330858,0.742404111,-1.671351902,0.119053217,0.808845463,-4.491232854,-1.217845279,1.655662422,2.013903073,2.158707494,1.694098406,1.74966694,1.331731059,2.283947674,1.510336751,1.70121647,1.164853096,1.479243222,9
ZNF664,-0.283963126,1.848266822,-1.524433158,0.294633816,0.809208461,-4.452923327,-1.225233844,4.639455215,6.300973611,4.525779732,4.084014885,3.911230388,4.621204959,3.730258751,4.682241377,3.548073847,3.781833199,3.206066659,4.5
HUWE1,0.212321011,7.588241831,1.668971261,0.119531185,0.80941065,-4.494276887,1.158550564,172.6305714,141.7296648,211.2690379,159.4532337,224.2757668,204.1770063,207.6911956,215.0822323,193.5756194,202.6427978,202.6427978,11
LOC101929886 ,0.277154227,2.170898424,1.669402806,0.119444418,0.80941065,-4.493725277,1.211802198,3.363090006,4.953433753,3.604449135,4.329795974,5.145996843,4.530703119,3.865219938,4.953433753,4.3764703,6.94458229,4.3764703,5
NOVA2,0.371354467,2.684391136,1.669310446,0.119462983,0.80941065,-4.49384334,1.293566719,3.592490177,7.285226474,5.787689188,8.464695967,6.825142076,8.78722079,4.734446063,8.840105055,6.290493166,6.079814629,6.290493166,7
RAB11A,-0.444762684,3.947410687,-1.668721897,0.119581348,0.80941065,-4.49459559,-1.361090205,15.56291559,16.53652775,27.95430325,15.2495671,20.06662972,11.68371988,21.48693283,17.70364838,12.5930767,10.00076995,9.56048026,11
CLDN1,-0.285202593,0.957674375,-1.6660782,0.1201143,0.809472371,-4.497972669,-1.218581373,2.815890808,2.001173106,2.001173106,1.780110556,1.289588314,1.847754505,1.849903021,1.664331111,2.052276784,1.953892237,2.511441985,5
KDM4B,0.534655378,1.878161033,1.666782844,0.119972045,0.809472371,-4.497072861,1.448596081,2.561914397,4.226319565,2.043919175,8.360684111,2.503054442,3.550636763,3.25347763,5.201218079,3.891489381,2.991113847,5.114464669,3
MIR3656 ,-0.409801001,6.413833689,-1.666154033,0.120098983,0.809472371,-4.497875843,-1.328502554,69.04963049,102.8615696,162.1842921,82.93925575,82.93925575,67.41228716,108.9644855,101.8558258,71.51659984,52.2718821,78.10721159,11
NAA40,0.313499412,1.346417023,1.666095493,0.120110807,0.809472371,-4.497950589,1.242718394,2.520225274,2.7627494,1.469774625,2.917358531,3.241743524,3.092127653,2.165533739,2.848068011,2.299768223,2.264050766,2.990115769,5
RNF157,0.299920203,3.544922077,1.666470885,0.120035006,0.809472371,-4.497471251,1.231076319,9.706794176,9.203989955,11.3069708,12.23844343,14.47932297,18.50483163,11.40943622,14.18449493,10.74779779,9.882314585,9.615959457,11
GNAO1,-0.345804069,5.054165563,-1.01245485,0.336606614,0.809480189,-4.450579274,-0.325282196,54.46778911,74.16936291,71.3739325,100.4763941,58.23283017,80.1578844,59.10727314,65.41737921,65.75217567,55.41087845,58.98480961,10
SLC30A9,-0.296451923,2.077503819,-1.569363446,0.214487463,0.809615239,-4.507515782,-1.233492957,6.34023776,6.635795051,8.65034575,4.975863599,8.588358587,6.618310378,6.546896157,6.367696798,5.180531321,5.161525955,7.409705439,7
HSBP1,0.358523348,4.192072306,1.64984421,0.123919884,0.809750645,-4.517898376,1.283691305,15.99864428,22.9188428,32.59859678,27.59765451,26.65440915,30.40015337,32.41318504,33.39532914,26.09980674,24.79675777,27.03862808,9.5
ATG12,-0.418126298,3.698257839,-1.635193681,0.127710868,0.810377721,-4.535341447,-1.344705432,17.11922948,19.64666137,21.97876737,20.71995857,14.26297421,17.0358581,16.17250057,17.46721798,16.86632832,12.00129001,13.78421904,10.5
