Gene1,Gene2,corRvec,Interaction
ACTN1,NDUFS5,0.5,Correlation
AHCTF1,NDUFS5,0.5,Correlation
ALDH3A2,NDUFS5,1,Correlation
ANKRD17,NDUFS5,0.5,Correlation
AP2S1,NDUFS5,1,Correlation
ARHGAP29,NDUFS5,1,Correlation
ARIH1,NDUFS5,0.5,Correlation
ATP2C1,NDUFS5,1,Correlation
ATP5C1,NDUFS5,1,Correlation
ATP5E,NDUFS5,1,Correlation
AURKAIP1,NDUFS5,1,Correlation
BBIP1,NDUFS5,1,Correlation
BTN3A3,NDUFS5,1,Correlation
C14orf1,NDUFS5,1,Correlation
CCDC53,NDUFS5,1,Correlation
CCDC93,NDUFS5,0.5,Correlation
CCT3,NDUFS5,0.5,Correlation
CDC16,NDUFS5,1,Correlation
CDH11,NDUFS5,0.5,Correlation
CELF1,NDUFS5,0.5,Correlation
CEP170B,NDUFS5,0.5,Correlation
CIAPIN1,NDUFS5,1,Correlation
CLCN5,NDUFS5,0.5,Correlation
CLNS1A,NDUFS5,1,Correlation
COA3,NDUFS5,1,Correlation
COL4A1,NDUFS5,0.5,Correlation
COPG1,NDUFS5,0.5,Correlation
CREG1,NDUFS5,0.5,Correlation
CTNNB1,NDUFS5,1,Correlation
CXorf40B,NDUFS5,0.5,Correlation
CYP1B1,NDUFS5,1,Correlation
DDX5,NDUFS5,1,Correlation
DLST,NDUFS5,0.5,Correlation
DMD,NDUFS5,0.5,Correlation
EIF2S2,NDUFS5,0.5,Correlation
ERGIC2,NDUFS5,1,Correlation
ERH,NDUFS5,1,Correlation
FAM129A,NDUFS5,0.5,Correlation
FAM168B,NDUFS5,1,Correlation
FBN1,NDUFS5,1,Correlation
GBAS,NDUFS5,0.5,Correlation
GLTSCR2,NDUFS5,0.5,Correlation
GULP1,NDUFS5,1,Correlation
HMOX2,NDUFS5,1,Correlation
HNRNPH3,NDUFS5,1,Correlation
HSP90AB1,NDUFS5,1,Correlation
IL1R1,NDUFS5,1,Correlation
ITGA6,NDUFS5,0.5,Correlation
JAG1,NDUFS5,0.5,Correlation
KAT7,NDUFS5,1,Correlation
KCTD12,NDUFS5,0.5,Correlation
KLC1,NDUFS5,0.5,Correlation
KPNA6,NDUFS5,0.5,Correlation
LYRM1,NDUFS5,1,Correlation
MAN2A1,NDUFS5,0.5,Correlation
MBNL2,NDUFS5,1,Correlation
MCMBP,NDUFS5,0.5,Correlation
MEST,NDUFS5,0.5,Correlation
MLH3,NDUFS5,0.5,Correlation
MPHOSPH9,NDUFS5,0.5,Correlation
MRPL16,NDUFS5,0.5,Correlation
MRPS17,NDUFS5,1,Correlation
MXI1,NDUFS5,0.5,Correlation
NACA,NDUFS5,1,Correlation
NDUFC2,NDUFS5,1,Correlation
ACTN1,NISCH,1,Correlation
ADGRF5,NISCH,0.5,Correlation
AHCTF1,NISCH,1,Correlation
ALDH3A2,NISCH,0.5,Correlation
AP2S1,NISCH,0.5,Correlation
ARHGAP29,NISCH,0.5,Correlation
ATP2C1,NISCH,0.5,Correlation
ATP5C1,NISCH,0.5,Correlation
ATP5E,NISCH,0.5,Correlation
AURKAIP1,NISCH,0.5,Correlation
BBIP1,NISCH,0.5,Correlation
BGN,NISCH,0.5,Correlation
BTN3A3,NISCH,0.5,Correlation
C14orf1,NISCH,0.5,Correlation
C1orf61,NISCH,0.5,Correlation
CCDC53,NISCH,0.5,Correlation
CCDC93,NISCH,1,Correlation
CDC16,NISCH,0.5,Correlation
CDH11,NISCH,1,Correlation
CELF1,NISCH,1,Correlation
CIAPIN1,NISCH,0.5,Correlation
CLNS1A,NISCH,0.5,Correlation
COA3,NISCH,0.5,Correlation
COL4A1,NISCH,1,Correlation
CREB3L2,NISCH,0.5,Correlation
CREG1,NISCH,1,Correlation
CST3,NISCH,0.5,Correlation
CTDSP2,NISCH,0.5,Correlation
CTNNB1,NISCH,0.5,Correlation
CXorf40B,NISCH,1,Correlation
CYP1B1,NISCH,0.5,Correlation
DCN,NISCH,0.5,Correlation
DDX5,NISCH,0.5,Correlation
EIF2S2,NISCH,1,Correlation
ERGIC2,NISCH,0.5,Correlation
ERH,NISCH,0.5,Correlation
FAM168B,NISCH,0.5,Correlation
FBN1,NISCH,0.5,Correlation
GBAS,NISCH,1,Correlation
GLTSCR2,NISCH,1,Correlation
GULP1,NISCH,0.5,Correlation
HBB,NISCH,0.5,Correlation
HMOX2,NISCH,0.5,Correlation
HNRNPH3,NISCH,0.5,Correlation
HSP90AB1,NISCH,0.5,Correlation
IL1R1,NISCH,0.5,Correlation
JAG1,NISCH,1,Correlation
KAT7,NISCH,0.5,Correlation
KCTD12,NISCH,1,Correlation
LYRM1,NISCH,0.5,Correlation
MAN2A1,NISCH,1,Correlation
MBNL2,NISCH,0.5,Correlation
MCMBP,NISCH,1,Correlation
MEST,NISCH,1,Correlation
MLH3,NISCH,1,Correlation
MON2,NISCH,0.5,Correlation
MRPS17,NISCH,0.5,Correlation
MYD88,NISCH,0.5,Correlation
NACA,NISCH,0.5,Correlation
NDUFC2,NISCH,0.5,Correlation
NDUFS5,NISCH,0.5,Correlation
ACTN1,NKTR,0.5,Correlation
ADGRF5,NKTR,1,Correlation
AHCTF1,NKTR,0.5,Correlation
ALPK1,NKTR,0.5,Correlation
BGN,NKTR,1,Correlation
BPTF,NKTR,0.5,Correlation
C1orf61,NKTR,1,Correlation
C6orf106,NKTR,0.5,Correlation
CCDC93,NKTR,0.5,Correlation
CDH11,NKTR,0.5,Correlation
CELF1,NKTR,0.5,Correlation
COL4A1,NKTR,0.5,Correlation
CREB3L2,NKTR,1,Correlation
CREG1,NKTR,0.5,Correlation
CSRP1,NKTR,0.5,Correlation
CST3,NKTR,1,Correlation
CTDSP2,NKTR,1,Correlation
CXorf40B,NKTR,0.5,Correlation
DCN,NKTR,1,Correlation
DST,NKTR,0.5,Correlation
EIF2S2,NKTR,0.5,Correlation
GBAS,NKTR,0.5,Correlation
GLTSCR2,NKTR,0.5,Correlation
HBB,NKTR,1,Correlation
HCFC2,NKTR,0.5,Correlation
HNRNPUL1,NKTR,0.5,Correlation
ID2,NKTR,0.5,Correlation
JAG1,NKTR,0.5,Correlation
KCTD12,NKTR,0.5,Correlation
MAN2A1,NKTR,0.5,Correlation
MCMBP,NKTR,0.5,Correlation
MEST,NKTR,0.5,Correlation
MGAT4A,NKTR,0.5,Correlation
MLH3,NKTR,0.5,Correlation
MON2,NKTR,1,Correlation
MYD88,NKTR,1,Correlation
NISCH,NKTR,0.5,Correlation
ACTN1,NPEPPS,0.5,Correlation
AHCTF1,NPEPPS,0.5,Correlation
ALDH3A2,NPEPPS,1,Correlation
ANKRD17,NPEPPS,0.5,Correlation
AP2S1,NPEPPS,1,Correlation
ARHGAP29,NPEPPS,1,Correlation
ARIH1,NPEPPS,0.5,Correlation
ATP2C1,NPEPPS,1,Correlation
ATP5C1,NPEPPS,1,Correlation
ATP5E,NPEPPS,1,Correlation
AURKAIP1,NPEPPS,1,Correlation
BBIP1,NPEPPS,1,Correlation
BTN3A3,NPEPPS,1,Correlation
C14orf1,NPEPPS,1,Correlation
CCDC53,NPEPPS,1,Correlation
CCDC93,NPEPPS,0.5,Correlation
CCT3,NPEPPS,0.5,Correlation
CDC16,NPEPPS,1,Correlation
CDH11,NPEPPS,0.5,Correlation
CELF1,NPEPPS,0.5,Correlation
CEP170B,NPEPPS,0.5,Correlation
CIAPIN1,NPEPPS,1,Correlation
CLCN5,NPEPPS,0.5,Correlation
CLNS1A,NPEPPS,1,Correlation
COA3,NPEPPS,1,Correlation
COL4A1,NPEPPS,0.5,Correlation
COPG1,NPEPPS,0.5,Correlation
CREG1,NPEPPS,0.5,Correlation
CTNNB1,NPEPPS,1,Correlation
CXorf40B,NPEPPS,0.5,Correlation
CYP1B1,NPEPPS,1,Correlation
DDX5,NPEPPS,1,Correlation
DLST,NPEPPS,0.5,Correlation
DMD,NPEPPS,0.5,Correlation
EIF2S2,NPEPPS,0.5,Correlation
ERGIC2,NPEPPS,1,Correlation
ERH,NPEPPS,1,Correlation
FAM129A,NPEPPS,0.5,Correlation
FAM168B,NPEPPS,1,Correlation
FBN1,NPEPPS,1,Correlation
GBAS,NPEPPS,0.5,Correlation
GLTSCR2,NPEPPS,0.5,Correlation
GULP1,NPEPPS,1,Correlation
HMOX2,NPEPPS,1,Correlation
HNRNPH3,NPEPPS,1,Correlation
HSP90AB1,NPEPPS,1,Correlation
IL1R1,NPEPPS,1,Correlation
ITGA6,NPEPPS,0.5,Correlation
JAG1,NPEPPS,0.5,Correlation
KAT7,NPEPPS,1,Correlation
KCTD12,NPEPPS,0.5,Correlation
KLC1,NPEPPS,0.5,Correlation
KPNA6,NPEPPS,0.5,Correlation
LYRM1,NPEPPS,1,Correlation
MAN2A1,NPEPPS,0.5,Correlation
MBNL2,NPEPPS,1,Correlation
MCMBP,NPEPPS,0.5,Correlation
MEST,NPEPPS,0.5,Correlation
MLH3,NPEPPS,0.5,Correlation
MPHOSPH9,NPEPPS,0.5,Correlation
MRPL16,NPEPPS,0.5,Correlation
MRPS17,NPEPPS,1,Correlation
MXI1,NPEPPS,0.5,Correlation
NACA,NPEPPS,1,Correlation
NDUFC2,NPEPPS,1,Correlation
NDUFS5,NPEPPS,1,Correlation
NISCH,NPEPPS,0.5,Correlation
ACTN1,NPTX2,1,Correlation
ADGRF5,NPTX2,0.5,Correlation
AHCTF1,NPTX2,1,Correlation
ALDH3A2,NPTX2,0.5,Correlation
AP2S1,NPTX2,0.5,Correlation
ARHGAP29,NPTX2,0.5,Correlation
ATP2C1,NPTX2,0.5,Correlation
ATP5C1,NPTX2,0.5,Correlation
ATP5E,NPTX2,0.5,Correlation
AURKAIP1,NPTX2,0.5,Correlation
BBIP1,NPTX2,0.5,Correlation
BGN,NPTX2,0.5,Correlation
BTN3A3,NPTX2,0.5,Correlation
C14orf1,NPTX2,0.5,Correlation
C1orf61,NPTX2,0.5,Correlation
CCDC53,NPTX2,0.5,Correlation
CCDC93,NPTX2,1,Correlation
CDC16,NPTX2,0.5,Correlation
CDH11,NPTX2,1,Correlation
CELF1,NPTX2,1,Correlation
CIAPIN1,NPTX2,0.5,Correlation
CLNS1A,NPTX2,0.5,Correlation
COA3,NPTX2,0.5,Correlation
COL4A1,NPTX2,1,Correlation
CREB3L2,NPTX2,0.5,Correlation
CREG1,NPTX2,1,Correlation
CST3,NPTX2,0.5,Correlation
CTDSP2,NPTX2,0.5,Correlation
CTNNB1,NPTX2,0.5,Correlation
CXorf40B,NPTX2,1,Correlation
CYP1B1,NPTX2,0.5,Correlation
DCN,NPTX2,0.5,Correlation
DDX5,NPTX2,0.5,Correlation
EIF2S2,NPTX2,1,Correlation
ERGIC2,NPTX2,0.5,Correlation
ERH,NPTX2,0.5,Correlation
FAM168B,NPTX2,0.5,Correlation
FBN1,NPTX2,0.5,Correlation
GBAS,NPTX2,1,Correlation
GLTSCR2,NPTX2,1,Correlation
GULP1,NPTX2,0.5,Correlation
HBB,NPTX2,0.5,Correlation
HMOX2,NPTX2,0.5,Correlation
HNRNPH3,NPTX2,0.5,Correlation
HSP90AB1,NPTX2,0.5,Correlation
IL1R1,NPTX2,0.5,Correlation
JAG1,NPTX2,1,Correlation
KAT7,NPTX2,0.5,Correlation
KCTD12,NPTX2,1,Correlation
LYRM1,NPTX2,0.5,Correlation
MAN2A1,NPTX2,1,Correlation
MBNL2,NPTX2,0.5,Correlation
MCMBP,NPTX2,1,Correlation
MEST,NPTX2,1,Correlation
MLH3,NPTX2,1,Correlation
MON2,NPTX2,0.5,Correlation
MRPS17,NPTX2,0.5,Correlation
MYD88,NPTX2,0.5,Correlation
NACA,NPTX2,0.5,Correlation
NDUFC2,NPTX2,0.5,Correlation
NDUFS5,NPTX2,0.5,Correlation
NISCH,NPTX2,1,Correlation
NKTR,NPTX2,0.5,Correlation
NPEPPS,NPTX2,0.5,Correlation
ACTN1,NSFL1C,0.5,Correlation
AHCTF1,NSFL1C,0.5,Correlation
ALDH3A2,NSFL1C,1,Correlation
ANKRD17,NSFL1C,0.5,Correlation
AP2S1,NSFL1C,1,Correlation
ARHGAP29,NSFL1C,1,Correlation
ARIH1,NSFL1C,0.5,Correlation
ATP2C1,NSFL1C,1,Correlation
ATP5C1,NSFL1C,1,Correlation
ATP5E,NSFL1C,1,Correlation
AURKAIP1,NSFL1C,1,Correlation
BBIP1,NSFL1C,1,Correlation
BTN3A3,NSFL1C,1,Correlation
C14orf1,NSFL1C,1,Correlation
CCDC53,NSFL1C,1,Correlation
CCDC93,NSFL1C,0.5,Correlation
CCT3,NSFL1C,0.5,Correlation
CDC16,NSFL1C,1,Correlation
CDH11,NSFL1C,0.5,Correlation
CELF1,NSFL1C,0.5,Correlation
CEP170B,NSFL1C,0.5,Correlation
CIAPIN1,NSFL1C,1,Correlation
CLCN5,NSFL1C,0.5,Correlation
CLNS1A,NSFL1C,1,Correlation
COA3,NSFL1C,1,Correlation
COL4A1,NSFL1C,0.5,Correlation
COPG1,NSFL1C,0.5,Correlation
CREG1,NSFL1C,0.5,Correlation
CTNNB1,NSFL1C,1,Correlation
CXorf40B,NSFL1C,0.5,Correlation
CYP1B1,NSFL1C,1,Correlation
DDX5,NSFL1C,1,Correlation
DLST,NSFL1C,0.5,Correlation
DMD,NSFL1C,0.5,Correlation
EIF2S2,NSFL1C,0.5,Correlation
ERGIC2,NSFL1C,1,Correlation
ERH,NSFL1C,1,Correlation
FAM129A,NSFL1C,0.5,Correlation
FAM168B,NSFL1C,1,Correlation
FBN1,NSFL1C,1,Correlation
GBAS,NSFL1C,0.5,Correlation
GLTSCR2,NSFL1C,0.5,Correlation
GULP1,NSFL1C,1,Correlation
HMOX2,NSFL1C,1,Correlation
HNRNPH3,NSFL1C,1,Correlation
HSP90AB1,NSFL1C,1,Correlation
IL1R1,NSFL1C,1,Correlation
ITGA6,NSFL1C,0.5,Correlation
JAG1,NSFL1C,0.5,Correlation
KAT7,NSFL1C,1,Correlation
KCTD12,NSFL1C,0.5,Correlation
KLC1,NSFL1C,0.5,Correlation
KPNA6,NSFL1C,0.5,Correlation
LYRM1,NSFL1C,1,Correlation
MAN2A1,NSFL1C,0.5,Correlation
MBNL2,NSFL1C,1,Correlation
MCMBP,NSFL1C,0.5,Correlation
MEST,NSFL1C,0.5,Correlation
MLH3,NSFL1C,0.5,Correlation
MPHOSPH9,NSFL1C,0.5,Correlation
MRPL16,NSFL1C,0.5,Correlation
MRPS17,NSFL1C,1,Correlation
MXI1,NSFL1C,0.5,Correlation
NACA,NSFL1C,1,Correlation
NDUFC2,NSFL1C,1,Correlation
NDUFS5,NSFL1C,1,Correlation
NISCH,NSFL1C,0.5,Correlation
NPEPPS,NSFL1C,1,Correlation
NPTX2,NSFL1C,0.5,Correlation
ACTN1,NUTF2,0.5,Correlation
AHCTF1,NUTF2,0.5,Correlation
ALDH3A2,NUTF2,1,Correlation
ANKRD17,NUTF2,0.5,Correlation
AP2S1,NUTF2,1,Correlation
ARHGAP29,NUTF2,1,Correlation
ARIH1,NUTF2,0.5,Correlation
ATP2C1,NUTF2,1,Correlation
ATP5C1,NUTF2,1,Correlation
ATP5E,NUTF2,1,Correlation
AURKAIP1,NUTF2,1,Correlation
BBIP1,NUTF2,1,Correlation
BTN3A3,NUTF2,1,Correlation
C14orf1,NUTF2,1,Correlation
CCDC53,NUTF2,1,Correlation
CCDC93,NUTF2,0.5,Correlation
CCT3,NUTF2,0.5,Correlation
CDC16,NUTF2,1,Correlation
CDH11,NUTF2,0.5,Correlation
CELF1,NUTF2,0.5,Correlation
CEP170B,NUTF2,0.5,Correlation
CIAPIN1,NUTF2,1,Correlation
CLCN5,NUTF2,0.5,Correlation
CLNS1A,NUTF2,1,Correlation
COA3,NUTF2,1,Correlation
COL4A1,NUTF2,0.5,Correlation
COPG1,NUTF2,0.5,Correlation
CREG1,NUTF2,0.5,Correlation
CTNNB1,NUTF2,1,Correlation
CXorf40B,NUTF2,0.5,Correlation
CYP1B1,NUTF2,1,Correlation
DDX5,NUTF2,1,Correlation
DLST,NUTF2,0.5,Correlation
DMD,NUTF2,0.5,Correlation
EIF2S2,NUTF2,0.5,Correlation
ERGIC2,NUTF2,1,Correlation
ERH,NUTF2,1,Correlation
FAM129A,NUTF2,0.5,Correlation
FAM168B,NUTF2,1,Correlation
FBN1,NUTF2,1,Correlation
GBAS,NUTF2,0.5,Correlation
GLTSCR2,NUTF2,0.5,Correlation
GULP1,NUTF2,1,Correlation
HMOX2,NUTF2,1,Correlation
HNRNPH3,NUTF2,1,Correlation
HSP90AB1,NUTF2,1,Correlation
IL1R1,NUTF2,1,Correlation
ITGA6,NUTF2,0.5,Correlation
JAG1,NUTF2,0.5,Correlation
KAT7,NUTF2,1,Correlation
KCTD12,NUTF2,0.5,Correlation
KLC1,NUTF2,0.5,Correlation
KPNA6,NUTF2,0.5,Correlation
LYRM1,NUTF2,1,Correlation
MAN2A1,NUTF2,0.5,Correlation
MBNL2,NUTF2,1,Correlation
MCMBP,NUTF2,0.5,Correlation
MEST,NUTF2,0.5,Correlation
MLH3,NUTF2,0.5,Correlation
MPHOSPH9,NUTF2,0.5,Correlation
MRPL16,NUTF2,0.5,Correlation
MRPS17,NUTF2,1,Correlation
MXI1,NUTF2,0.5,Correlation
NACA,NUTF2,1,Correlation
NDUFC2,NUTF2,1,Correlation
NDUFS5,NUTF2,1,Correlation
NISCH,NUTF2,0.5,Correlation
NPEPPS,NUTF2,1,Correlation
NPTX2,NUTF2,0.5,Correlation
NSFL1C,NUTF2,1,Correlation
ADGRF5,ORAI2,0.5,Correlation
ALPK1,ORAI2,1,Correlation
ANXA1,ORAI2,0.866025404,Correlation
ATM,ORAI2,0.5,Correlation
BGN,ORAI2,0.5,Correlation
BPTF,ORAI2,1,Correlation
C1orf61,ORAI2,0.5,Correlation
C6orf106,ORAI2,1,Correlation
CREB3L2,ORAI2,0.5,Correlation
CSRP1,ORAI2,1,Correlation
CST3,ORAI2,0.5,Correlation
CTDSP2,ORAI2,0.5,Correlation
DCN,ORAI2,0.5,Correlation
DST,ORAI2,1,Correlation
FAM120A,ORAI2,0.5,Correlation
HBB,ORAI2,0.5,Correlation
HCFC2,ORAI2,1,Correlation
HNRNPUL1,ORAI2,1,Correlation
ID2,ORAI2,1,Correlation
KDM6A,ORAI2,0.5,Correlation
MGAT4A,ORAI2,1,Correlation
MON2,ORAI2,0.5,Correlation
MYD88,ORAI2,0.5,Correlation
NKTR,ORAI2,0.5,Correlation
ACTN1,OTUB1,0.5,Correlation
AHCTF1,OTUB1,0.5,Correlation
ALDH3A2,OTUB1,1,Correlation
ANKRD17,OTUB1,0.5,Correlation
AP2S1,OTUB1,1,Correlation
ARHGAP29,OTUB1,1,Correlation
ARIH1,OTUB1,0.5,Correlation
ATP2C1,OTUB1,1,Correlation
ATP5C1,OTUB1,1,Correlation
ATP5E,OTUB1,1,Correlation
AURKAIP1,OTUB1,1,Correlation
BBIP1,OTUB1,1,Correlation
BTN3A3,OTUB1,1,Correlation
C14orf1,OTUB1,1,Correlation
CCDC53,OTUB1,1,Correlation
CCDC93,OTUB1,0.5,Correlation
CCT3,OTUB1,0.5,Correlation
CDC16,OTUB1,1,Correlation
CDH11,OTUB1,0.5,Correlation
CELF1,OTUB1,0.5,Correlation
CEP170B,OTUB1,0.5,Correlation
CIAPIN1,OTUB1,1,Correlation
CLCN5,OTUB1,0.5,Correlation
CLNS1A,OTUB1,1,Correlation
COA3,OTUB1,1,Correlation
COL4A1,OTUB1,0.5,Correlation
COPG1,OTUB1,0.5,Correlation
CREG1,OTUB1,0.5,Correlation
CTNNB1,OTUB1,1,Correlation
CXorf40B,OTUB1,0.5,Correlation
CYP1B1,OTUB1,1,Correlation
DDX5,OTUB1,1,Correlation
DLST,OTUB1,0.5,Correlation
DMD,OTUB1,0.5,Correlation
EIF2S2,OTUB1,0.5,Correlation
ERGIC2,OTUB1,1,Correlation
ERH,OTUB1,1,Correlation
FAM129A,OTUB1,0.5,Correlation
FAM168B,OTUB1,1,Correlation
FBN1,OTUB1,1,Correlation
GBAS,OTUB1,0.5,Correlation
GLTSCR2,OTUB1,0.5,Correlation
GULP1,OTUB1,1,Correlation
HMOX2,OTUB1,1,Correlation
HNRNPH3,OTUB1,1,Correlation
HSP90AB1,OTUB1,1,Correlation
IL1R1,OTUB1,1,Correlation
ITGA6,OTUB1,0.5,Correlation
JAG1,OTUB1,0.5,Correlation
KAT7,OTUB1,1,Correlation
KCTD12,OTUB1,0.5,Correlation
KLC1,OTUB1,0.5,Correlation
KPNA6,OTUB1,0.5,Correlation
LYRM1,OTUB1,1,Correlation
MAN2A1,OTUB1,0.5,Correlation
MBNL2,OTUB1,1,Correlation
MCMBP,OTUB1,0.5,Correlation
MEST,OTUB1,0.5,Correlation
MLH3,OTUB1,0.5,Correlation
MPHOSPH9,OTUB1,0.5,Correlation
MRPL16,OTUB1,0.5,Correlation
MRPS17,OTUB1,1,Correlation
MXI1,OTUB1,0.5,Correlation
NACA,OTUB1,1,Correlation
NDUFC2,OTUB1,1,Correlation
NDUFS5,OTUB1,1,Correlation
NISCH,OTUB1,0.5,Correlation
NPEPPS,OTUB1,1,Correlation
NPTX2,OTUB1,0.5,Correlation
NSFL1C,OTUB1,1,Correlation
NUTF2,OTUB1,1,Correlation
ALDH3A2,PABPC1,0.5,Correlation
ANKRD17,PABPC1,1,Correlation
AP2S1,PABPC1,0.5,Correlation
ARHGAP29,PABPC1,0.5,Correlation
ARIH1,PABPC1,1,Correlation
ATM,PABPC1,0.5,Correlation
ATP2C1,PABPC1,0.5,Correlation
ATP5C1,PABPC1,0.5,Correlation
ATP5E,PABPC1,0.5,Correlation
AURKAIP1,PABPC1,0.5,Correlation
BBIP1,PABPC1,0.5,Correlation
BTN3A3,PABPC1,0.5,Correlation
C14orf1,PABPC1,0.5,Correlation
CCDC53,PABPC1,0.5,Correlation
CCT3,PABPC1,1,Correlation
CDC16,PABPC1,0.5,Correlation
CEP170B,PABPC1,1,Correlation
CIAPIN1,PABPC1,0.5,Correlation
CLCN5,PABPC1,1,Correlation
CLNS1A,PABPC1,0.5,Correlation
COA3,PABPC1,0.5,Correlation
COPG1,PABPC1,1,Correlation
CTNNB1,PABPC1,0.5,Correlation
CYP1B1,PABPC1,0.5,Correlation
DDX5,PABPC1,0.5,Correlation
DLST,PABPC1,1,Correlation
DMD,PABPC1,1,Correlation
ERGIC2,PABPC1,0.5,Correlation
ERH,PABPC1,0.5,Correlation
FAM120A,PABPC1,0.5,Correlation
FAM129A,PABPC1,1,Correlation
FAM168B,PABPC1,0.5,Correlation
FBN1,PABPC1,0.5,Correlation
FBXW7,PABPC1,0.866025404,Correlation
GULP1,PABPC1,0.5,Correlation
HMOX2,PABPC1,0.5,Correlation
HNRNPH3,PABPC1,0.5,Correlation
HSP90AB1,PABPC1,0.5,Correlation
IL1R1,PABPC1,0.5,Correlation
ITGA6,PABPC1,1,Correlation
KAT7,PABPC1,0.5,Correlation
KDM6A,PABPC1,0.5,Correlation
KLC1,PABPC1,1,Correlation
KPNA6,PABPC1,1,Correlation
LYRM1,PABPC1,0.5,Correlation
MBNL2,PABPC1,0.5,Correlation
MPHOSPH9,PABPC1,1,Correlation
MRPL16,PABPC1,1,Correlation
MRPS17,PABPC1,0.5,Correlation
MXI1,PABPC1,1,Correlation
NACA,PABPC1,0.5,Correlation
NDUFC2,PABPC1,0.5,Correlation
NDUFS5,PABPC1,0.5,Correlation
NPEPPS,PABPC1,0.5,Correlation
NSFL1C,PABPC1,0.5,Correlation
NUTF2,PABPC1,0.5,Correlation
OTUB1,PABPC1,0.5,Correlation
ALPK1,PCDH9,0.5,Correlation
ANKRD17,PCDH9,0.5,Correlation
ANXA1,PCDH9,0.866025404,Correlation
ARIH1,PCDH9,0.5,Correlation
ATM,PCDH9,1,Correlation
BPTF,PCDH9,0.5,Correlation
C6orf106,PCDH9,0.5,Correlation
CCT3,PCDH9,0.5,Correlation
CEP170B,PCDH9,0.5,Correlation
CLCN5,PCDH9,0.5,Correlation
COPG1,PCDH9,0.5,Correlation
CSRP1,PCDH9,0.5,Correlation
DLST,PCDH9,0.5,Correlation
DMD,PCDH9,0.5,Correlation
DST,PCDH9,0.5,Correlation
FAM120A,PCDH9,1,Correlation
FAM129A,PCDH9,0.5,Correlation
FBXW7,PCDH9,0.866025404,Correlation
HCFC2,PCDH9,0.5,Correlation
HNRNPUL1,PCDH9,0.5,Correlation
ID2,PCDH9,0.5,Correlation
ITGA6,PCDH9,0.5,Correlation
KDM6A,PCDH9,1,Correlation
KLC1,PCDH9,0.5,Correlation
KPNA6,PCDH9,0.5,Correlation
MGAT4A,PCDH9,0.5,Correlation
MPHOSPH9,PCDH9,0.5,Correlation
MRPL16,PCDH9,0.5,Correlation
MXI1,PCDH9,0.5,Correlation
ORAI2,PCDH9,0.5,Correlation
PABPC1,PCDH9,0.5,Correlation
ALDH3A2,PDCL3,0.5,Correlation
ANKRD17,PDCL3,1,Correlation
AP2S1,PDCL3,0.5,Correlation
ARHGAP29,PDCL3,0.5,Correlation
ARIH1,PDCL3,1,Correlation
ATM,PDCL3,0.5,Correlation
ATP2C1,PDCL3,0.5,Correlation
ATP5C1,PDCL3,0.5,Correlation
ATP5E,PDCL3,0.5,Correlation
AURKAIP1,PDCL3,0.5,Correlation
BBIP1,PDCL3,0.5,Correlation
BTN3A3,PDCL3,0.5,Correlation
C14orf1,PDCL3,0.5,Correlation
CCDC53,PDCL3,0.5,Correlation
CCT3,PDCL3,1,Correlation
CDC16,PDCL3,0.5,Correlation
CEP170B,PDCL3,1,Correlation
CIAPIN1,PDCL3,0.5,Correlation
CLCN5,PDCL3,1,Correlation
CLNS1A,PDCL3,0.5,Correlation
COA3,PDCL3,0.5,Correlation
COPG1,PDCL3,1,Correlation
CTNNB1,PDCL3,0.5,Correlation
CYP1B1,PDCL3,0.5,Correlation
DDX5,PDCL3,0.5,Correlation
DLST,PDCL3,1,Correlation
DMD,PDCL3,1,Correlation
ERGIC2,PDCL3,0.5,Correlation
ERH,PDCL3,0.5,Correlation
FAM120A,PDCL3,0.5,Correlation
FAM129A,PDCL3,1,Correlation
FAM168B,PDCL3,0.5,Correlation
FBN1,PDCL3,0.5,Correlation
FBXW7,PDCL3,0.866025404,Correlation
GULP1,PDCL3,0.5,Correlation
HMOX2,PDCL3,0.5,Correlation
HNRNPH3,PDCL3,0.5,Correlation
HSP90AB1,PDCL3,0.5,Correlation
IL1R1,PDCL3,0.5,Correlation
ITGA6,PDCL3,1,Correlation
KAT7,PDCL3,0.5,Correlation
KDM6A,PDCL3,0.5,Correlation
KLC1,PDCL3,1,Correlation
KPNA6,PDCL3,1,Correlation
LYRM1,PDCL3,0.5,Correlation
MBNL2,PDCL3,0.5,Correlation
MPHOSPH9,PDCL3,1,Correlation
MRPL16,PDCL3,1,Correlation
MRPS17,PDCL3,0.5,Correlation
MXI1,PDCL3,1,Correlation
NACA,PDCL3,0.5,Correlation
NDUFC2,PDCL3,0.5,Correlation
NDUFS5,PDCL3,0.5,Correlation
NPEPPS,PDCL3,0.5,Correlation
NSFL1C,PDCL3,0.5,Correlation
NUTF2,PDCL3,0.5,Correlation
OTUB1,PDCL3,0.5,Correlation
PABPC1,PDCL3,1,Correlation
PCDH9,PDCL3,0.5,Correlation
ACTN1,PFDN1,0.5,Correlation
AHCTF1,PFDN1,0.5,Correlation
ALDH3A2,PFDN1,1,Correlation
ANKRD17,PFDN1,0.5,Correlation
AP2S1,PFDN1,1,Correlation
ARHGAP29,PFDN1,1,Correlation
ARIH1,PFDN1,0.5,Correlation
ATP2C1,PFDN1,1,Correlation
ATP5C1,PFDN1,1,Correlation
ATP5E,PFDN1,1,Correlation
