,,,,,,,,,CTSD,,,,CLEC7A,,,IL13RA1,CCL22,SMARCD3,,GRB14,,,IFNA1,,CLDN19,SIRPA,CCL23
,,,,,,,,,CTSH,,,,COLEC11,,,IL13RA2,XCL1,SRP54,,GUCY1B2,,,IFNA2,,NEGR1,NCF1,CCL24
,,,,,,,,,CTSK,,,,DYNC2H1,,,IL15,SELE,SRPK1,,GUCY1A2,,,IFNA4,,,,CCL25
,,,,,,,,,CTSL,,,,TUBAL3,,,IL15RA,ST6GAL1,ST13,,GUCY1A3,,,IFNA5,,,,CXCL6
,,,,,,,,,CYB5A,,,,TUBB1,,,IL18,ST8SIA1,AURKA,,GUCY1B3,,,IFNA6,,,,CXCL11
,,,,,,,,,CYB561,,,,COLEC12,,,FOXK2,SLC22A4,TBXA2R,,H3F3A,,,IFNA7,,,,CXCL5
,,,,,,,,,CYP1A1,,,,RILP,,,ILK,SOS1,PRDX2,,HBB,,,IFNA8,,,,XCL1
,,,,,,,,,CYP1B1,,,,TUBB6,,,IMPA1,TCF7,TEC,,HBE1,,,IFNA10,,,,CX3CL1
,,,,,,,,,CD55,,,,TUBA1C,,,IMPA2,TFPI,TMBIM6,,HBG1,,,IFNA14,,,,CXCL12
,,,,,,,,,DAPK1,,,,ATP6V1E2,,,INPP5B,TIMP2,TIE1,,HDAC1,,,IFNA16,,,,SHC1
,,,,,,,,,DAXX,,,,TUBA3D,,,INPP5D,TIMP3,TNFAIP3,,HDAC2,,,IFNA17,,,,SOS1
,,,,,,,,,DBP,,,,ATP6V1G3,,,INSR,TLR4,TNFRSF1B,,HGF,,,IFNA21,,,,SOS2
,,,,,,,,,AKR1C1,,,,ATP6V0E2,,,INSRR,TMOD1,UBE2H,,HRAS,,,IFNAR1,,,,STAT1
,,,,,,,,,AKR1C2,,,,PIKFYVE,,,IRS1,TOP2A,VASP,,HRG,,,IFNAR2,,,,STAT2
,,,,,,,,,DDIT3,,,,TUBB,,,ITK,TP53BP2,EZR,,HSPA5,,,IFNB1,,,,STAT3
,,,,,,,,,CFD,,,,ATP6V0D2,,,JAK1,UPP1,YWHAH,,IFNA1,,,IFNG,,,,STAT5B
,,,,,,,,,DHPS,,,,ATP6V1C2,,,JAK2,VCAM1,CSDE1,,IFNA2,,,IFNGR1,,,,TIAM1
,,,,,,,,,DPP4,,,,RAB7B,,,JAK3,VDR,IL1R2,,IFNA4,,,IFNGR2,,,,VAV1
,,,,,,,,,DPYSL2,,,,TUBB2B,,,KDR,CXCR4,CXCR4,,IFNA5,,,IGKC,,,,WAS
,,,,,,,,,DRD2,,,,NCF1,,,KIT,ALX1,CUL5,,IFNA6,,,IKBKB,,,,CXCR4
,,,,,,,,,ECM2,,,,SFTPA1,,,LCK,CDC45,CDC45,,IFNA7,,,IL1A,,,,PIK3R3
,,,,,,,,,DUSP5,,,,,,,LCP2,HIST2H2BE,LTBP4,,IFNA8,,,IL1B,,,,IKBKG
,,,,,,,,,E2F1,,,,,,,LIF,FCN3,DYRK3,,IFNA10,,,IL1R1,,,,WASL
,,,,,,,,,E2F3,,,,,,,LIFR,SOCS1,CAMK1,,IFNA14,,,IL1RAP,,,,ROCK2
,,,,,,,,,E2F4,,,,,,,PRICKLE3,RIPK2,CDK10,,IFNA16,,,IL1RN,,,,CXCL14
,,,,,,,,,E2F5,,,,,,,LY6E,ALDH1A2,SKAP1,,IFNA17,,,IL2,,,,BCAR1
,,,,,,,,,S1PR1,,,,,,,MATK,MAP3K14,PEA15,,IFNA21,,,IL2RA,,,,ELMO1
,,,,,,,,,LPAR1,,,,,,,MPL,SOCS3,TNFSF10,,IFNB1,,,IL2RB,,,,AKT3
,,,,,,,,,EDN1,,,,,,,MUC1,CH25H,RAB11A,,IGF1,,,IL2RG,,,,RASGRP2
,,,,,,,,,EEF1A1,,,,,,,MUSK,CCPG1,IL18R1,,INPP5D,,,IL3,,,,CCL26
,,,,,,,,,EEF1G,,,,,,,NCK1,STK17B,CDK5R1,,ITGA6,,,IL3RA,,,,VAV3
,,,,,,,,,EFNB1,,,,,,,NTF3,CYTH1,MAP3K14,,IRF1,,,IL5,,,,CXCL13
,,,,,,,,,EFNB3,,,,,,,OCRL,KLF4,PDCD5,,IRF2,,,IL5RA,,,,CXCR6
,,,,,,,,,EGFR,,,,,,,OSM,CHST10,ARHGEF2,,IRF3,,,IL18,,,,GNB5
,,,,,,,,,EGR2,,,,,,,PDGFA,ARHGAP32,EI24,,IRF7,,,INPP5D,,,,CCR9
,,,,,,,,,EPHA2,,,,,,,PDGFB,TOX,GTPBP1,,ITGA2,,,INPPL1,,,,CCL27
,,,,,,,,,ELF3,,,,,,,PDGFRB,NUAK1,TRAF4,,ITGA2B,,,IRAK1,,,,PLCB1
,,,,,,,,,ENG,,,,,,,PIK3C2A,ARHGAP25,RRAGB,,ITGA3,,,IRAK2,,,,PIK3R5
,,,,,,,,,ENO1,,,,,,,PIK3C2B,HS3ST1,IFITM2,,ITGA4,,,IRF1,,,,SHC2
,,,,,,,,,EPAS1,,,,,,,PIK3C2G,BCL2L11,PLK4,,ITGA5,,,IRF2,,,,TIAM2
,,,,,,,,,EPB41L2,,,,,,,PIK3C3,MED16,IQGAP2,,ITGAL,,,IRF3,,,,GNG13
,,,,,,,,,STOM,,,,,,,PIK3CA,ARL4C,YWHAQ,,ITGAM,,,IRF4,,,,SHC3
,,,,,,,,,EPHA1,,,,,,,PIK3CB,RASGRP1,TLK2,,ITGAV,,,IRF5,,,,GNG2
,,,,,,,,,EPHB2,,,,,,,PIM1,PDZK1IP1,RAB31,,ITGAX,,,IRF6,,,,GNG12
,,,,,,,,,EPHB6,,,,,,,PIK3CD,DENND4A,UBE2C,,ITGB1,,,IRF7,,,,PARD3
,,,,,,,,,EPOR,,,,,,,PIK3CG,CCL26,MAP4K5,,ITGB2,,,ISG20,,,,CCL28
,,,,,,,,,EPS15,,,,,,,PIK3R1,CITED2,STK38,,ITGB3,,,ITGA4,,,,PREX1
,,,,,,,,,ETV5,,,,,,,PIK3R2,ENOX2,MAPRE1,,ITPK1,,,ITGAL,,,,CXCL16
,,,,,,,,,EVI2A,,,,,,,PI4KA,POSTN,SND1,,ITPR1,,,ITGB1,,,,GNB4
,,,,,,,,,EVI2B,,,,,,,PI4KB,SPINT2,HCFC1R1,,ITPR2,,,ITGB2,,,,GNG8
,,,,,,,,,F2R,,,,,,,PIP4K2A,FGL2,MRFAP1L1,,ITPR3,,,ITGB7,,,,GRK7
,,,,,,,,,F3,,,,,,,PLA2G4A,TFEC,FCRLB,,JAK2,,,ITK,,,,ADCY4
,,,,,,,,,ACSL4,,,,,,,PLCG1,COBLL1,,,KCNMA1,,,JAK1,,,,SHC4
,,,,,,,,,FBLN1,,,,,,,PRKCE,ELL2,,,KCNMB1,,,JAK2,,,,CCL3L3
,,,,,,,,,EFEMP1,,,,,,,PRKCH,DAAM1,,,KIF2A,,,JAK3,,,,NCF1
,,,,,,,,,FGF6,,,,,,,PRKD1,TNIK,,,KIF3C,,,JUN,,,,CCR2
,,,,,,,,,FGF7,,,,,,,PRKCQ,SULF1,,,KIF5A,,,KIR2DL1,,,,
,,,,,,,,,FGFR3,,,,,,,PRKCZ,SSBP2,,,KIF5B,,,KIR2DL2,,,,
,,,,,,,,,FKBP1B,,,,,,,PRLR,FJX1,,,KIF5C,,,KIR2DL3,,,,
,,,,,,,,,FOXG1,,,,,,,PTEN,PVRL3,,,KLKB1,,,KIR2DL4,,,,
,,,,,,,,,FOXF2,,,,,,,PTK6,LRRTM2,,,KNG1,,,KIR2DS1,,,,
,,,,,,,,,FOXM1,,,,,,,PTPN1,PPP1R16B,,,KLC1,,,KIR3DL1,,,,
,,,,,,,,,FLG,,,,,,,PTPN2,HSPB8,,,KIF11,,,KIR3DL2,,,,
,,,,,,,,,FLT3LG,,,,,,,PTPN6,TPK1,,,KIFC1,,,KLRC1,,,,
,,,,,,,,,FMO2,,,,,,,PTPN7,DKK2,,,KIF22,,,KLRD1,,,,
,,,,,,,,,FMO3,,,,,,,PTPN11,PRR16,,,KRAS,,,LBP,,,,
,,,,,,,,,FPR1,,,,,,,PTPN12,MS4A4A,,,L1CAM,,,LCK,,,,
,,,,,,,,,FUS,,,,,,,PTPN13,DACT1,,,LAMP2,,,LCP2,,,,
,,,,,,,,,ACKR1,,,,,,,PTPRH,LRRN3,,,LCK,,,LGALS3,,,,
,,,,,,,,,G6PD,,,,,,,PTPRJ,DPPA4,,,LCP2,,,CD180,,,,
,,,,,,,,,GALR1,,,,,,,RASA1,C1orf106,,,LYN,,,LYN,,,,
,,,,,,,,,GALT,,,,,,,RASA2,DOK5,,,MAFG,,,MBL2,,,,
,,,,,,,,,GAPDH,,,,,,,RET,BBX,,,MAG,,,MEF2A,,,,
,,,,,,,,,GAS1,,,,,,,RYK,HRASLS,,,MMP1,,,MEF2C,,,,
,,,,,,,,,GAS6,,,,,,,S100A13,AICDA,,,MPL,,,MAP3K1,,,,
,,,,,,,,,GATA3,,,,,,,SDC2,PKNOX2,,,MYB,,,MAP3K3,,,,
,,,,,,,,,GBP2,,,,,,,SH3BP2,SAMSN1,,,NFE2,,,CIITA,,,,
,,,,,,,,,GCNT1,,,,,,,ITSN1,SLC39A8,,,NOS1,,,MICB,,,,
,,,,,,,,,GJB1,,,,,,,SHB,ABHD8,,,NOS2,,,CD200,,,,
,,,,,,,,,GM2A,,,,,,,SHC1,RNF219,,,NOS3,,,MT2A,,,,
,,,,,,,,,GPM6B,,,,,,,SLA,SUV39H2,,,NRAS,,,MX1,,,,
,,,,,,,,,GPER1,,,,,,,SOS1,SLC38A1,,,OLR1,,,MX2,,,,
,,,,,,,,,GRK5,,,,,,,SOS2,ARID5B,,,P2RX1,,,MYD88,,,,
,,,,,,,,,GRB7,,,,,,,SRMS,TMEM259,,,P2RY1,,,NCAM1,,,,
,,,,,,,,,GRN,,,,,,,STAT1,RSAD2,,,SERPINE1,,,NCK1,,,,
,,,,,,,,,CXCL1,,,,,,,STAT4,SCGB3A1,,,SERPINB2,,,NFKB1,,,,
,,,,,,,,,CXCL3,,,,,,,STAT6,EGLN3,,,PDE1A,,,NFKB2,,,,
,,,,,,,,,GSK3A,,,,,,,SYK,OSBPL11,,,PDE2A,,,NFKBIA,,,,
,,,,,,,,,GSTM1,,,,,,,SYP,RNF19B,,,PDE3A,,,NFKBIB,,,,
,,,,,,,,,GSTM3,,,,,,,TRA,GCSAM,,,PDE3B,,,OAS1,,,,
,,,,,,,,,GSTM5,,,,,,,TEC,,,,PDE6A,,,OAS2,,,,
,,,,,,,,,GUCY2F,,,,,,,TEK,,,,PDE6G,,,OAS3,,,,
,,,,,,,,,GYPC,,,,,,,TFF1,,,,PDE9A,,,PAK1,,,,
,,,,,,,,,HAS2,,,,,,,TFF2,,,,PDE1B,,,PAK2,,,,
,,,,,,,,,HAS3,,,,,,,TFF3,,,,PDGFA,,,PCBP2,,,,
,,,,,,,,,HDGF,,,,,,,TGFA,,,,PDGFB,,,PDCD1,,,,
,,,,,,,,,HEXB,,,,,,,THPO,,,,PDE6B,,,PDPK1,,,,
,,,,,,,,,HGF,,,,,,,TIAM1,,,,PDPK1,,,PIK3C3,,,,
,,,,,,,,,UBE2K,,,,,,,TIE1,,,,PECAM1,,,PIK3CA,,,,
,,,,,,,,,HLA-DOA,,,,,,,TPTE,,,,PF4,,,PIK3CB,,,,
,,,,,,,,,MR1,,,,,,,TXK,,,,PF4V1,,,PIK3CD,,,,
,,,,,,,,,HMGB1,,,,,,,TYK2,,,,PFN1,,,PIK3R1,,,,
,,,,,,,,,HMGCS1,,,,,,,UGCG,,,,SERPINA1,,,PIK3R2,,,,
,,,,,,,,,HNMT,,,,,,,VAV1,,,,PIK3CA,,,PIN1,,,,
,,,,,,,,,HNRNPA2B1,,,,,,,VEGFA,,,,PIK3CB,,,PLCG1,,,,
,,,,,,,,,HOXA1,,,,,,,VEGFC,,,,PIK3CG,,,PML,,,,
,,,,,,,,,HOXA2,,,,,,,WIPF1,,,,PIK3R1,,,PPP2CA,,,,
,,,,,,,,,HOXA3,,,,,,,LAT2,,,,PIK3R2,,,PPP2CB,,,,
,,,,,,,,,HPN,,,,,,,ZAP70,,,,PLA2G4A,,,PPP2R1A,,,,
,,,,,,,,,HRH2,,,,,,,SCG2,,,,PLAT,,,PPP2R1B,,,,
,,,,,,,,,HSF2,,,,,,,GPANK1,,,,PLAU,,,PPP2R5A,,,,
,,,,,,,,,HSPA4,,,,,,,STAM,,,,PLAUR,,,PPP2R5B,,,,
,,,,,,,,,HSP90AA1,,,,,,,FGF23,,,,PLCG1,,,PPP2R5C,,,,
,,,,,,,,,ICAM1,,,,,,,PIP5K1A,,,,PLCG2,,,PPP2R5D,,,,
,,,,,,,,,ID1,,,,,,,PIP5K1B,,,,PLG,,,PRKACA,,,,
,,,,,,,,,ID2,,,,,,,PIP4K2B,,,,PLEK,,,PRKACB,,,,
,,,,,,,,,ID3,,,,,,,NCK2,,,,SERPINF2,,,PRKACG,,,,
,,,,,,,,,ID4,,,,,,,IRS4,,,,PPBP,,,PRKCD,,,,
,,,,,,,,,IDH2,,,,,,,PIK3R3,,,,PPIA,,,PRKCQ,,,,
,,,,,,,,,IFIT2,,,,,,,DGKZ,,,,PPP2CA,,,PRKCSH,,,,
,,,,,,,,,IFIT1,,,,,,,API5,,,,PPP2CB,,,PRKG1,,,,
,,,,,,,,,IFIT3,,,,,,,SOCS1,,,,PPP2R1A,,,MAPK1,,,,
,,,,,,,,,IFNAR2,,,,,,,IRS2,,,,PPP2R1B,,,MAPK3,,,,
,,,,,,,,,IFRD1,,,,,,,TNK1,,,,PPP2R5A,,,MAPK7,,,,
,,,,,,,,,IGF2,,,,,,,IL18RAP,,,,PPP2R5B,,,MAPK8,,,,
,,,,,,,,,IGFBP4,,,,,,,IL1RL2,,,,PPP2R5C,,,MAPK11,,,,
,,,,,,,,,IL1B,,,,,,,IL18R1,,,,PPP2R5D,,,MAPK9,,,,
,,,,,,,,,IL1R1,,,,,,,FGF18,,,,PRCP,,,MAPK10,,,,
,,,,,,,,,IL1RN,,,,,,,FGF17,,,,SRGN,,,MAP2K1,,,,
,,,,,,,,,IL6ST,,,,,,,FGF16,,,,PRKACA,,,MAP2K2,,,,
,,,,,,,,,IL13RA1,,,,,,,SOCS2,,,,PRKACB,,,MAP2K3,,,,
,,,,,,,,,ILF3,,,,,,,SYNJ1,,,,PRKACG,,,MAP2K6,,,,
,,,,,,,,,IMPA2,,,,,,,SYNJ2,,,,PRKAR1A,,,MAP2K7,,,,
,,,,,,,,,INPP1,,,,,,,SPHK1,,,,PRKAR1B,,,MASP1,,,,
,,,,,,,,,INSR,,,,,,,SOCS3,,,,PRKAR2A,,,PSMB8,,,,
,,,,,,,,,ITGA6,,,,,,,DOK2,,,,PRKAR2B,,,PTAFR,,,,
,,,,,,,,,ITGA2,,,,,,,SH2D2A,,,,PRKCA,,,PTEN,,,,
,,,,,,,,,ITGAM,,,,,,,ANGPTL1,,,,PRKCB,,,PTPN1,,,,
,,,,,,,,,ITGAV,,,,,,,LPAR2,,,,PRKCD,,,PTPN2,,,,
,,,,,,,,,JAG2,,,,,,,OSMR,,,,PRKCE,,,PTPN6,,,,
,,,,,,,,,JUN,,,,,,,REPS2,,,,PRKCG,,,PTPN11,,,,
,,,,,,,,,KCNMB1,,,,,,,FCMR,,,,PRKCH,,,PTPRC,,,,
,,,,,,,,,KIF11,,,,,,,DLGAP2,,,,PRKCQ,,,PVR,,,,
,,,,,,,,,KPNA2,,,,,,,CRLF1,,,,PRKCZ,,,PVRL2,,,,
,,,,,,,,,KRT4,,,,,,,PDLIM7,,,,PRKG1,,,RAC1,,,,
,,,,,,,,,KRT7,,,,,,,SOCS6,,,,PRKG2,,,RAF1,,,,
,,,,,,,,,KRT8,,,,,,,KL,,,,MAPK1,,,RAP1A,,,,
,,,,,,,,,KRT18,,,,,,,GRAP2,,,,MAPK3,,,RAP1B,,,,
,,,,,,,,,KRT19,,,,,,,NCR1,,,,PROC,,,RAP1GAP,,,,
,,,,,,,,,AFF3,,,,,,,RASAL2,,,,PROS1,,,RELA,,,,
,,,,,,,,,LAMA3,,,,,,,IL27RA,,,,PSAP,,,RNASEL,,,,
,,,,,,,,,LAMA4,,,,,,,SH3BP5,,,,PTGIR,,,RPS6KA1,,,,
,,,,,,,,,LAMC1,,,,,,,NRG2,,,,PTK2,,,RPS6KA2,,,,
,,,,,,,,,LAMC2,,,,,,,BCAR1,,,,PTPN1,,,RPS6KA3,,,,
,,,,,,,,,STMN1,,,,,,,SOCS5,,,,PTPN6,,,RPS27A,,,,
,,,,,,,,,LCN2,,,,,,,ARHGAP32,,,,PTPN11,,,S100A12,,,,
,,,,,,,,,LCP2,,,,,,,GAB2,,,,RAB5A,,,S100B,,,,
,,,,,,,,,LDLR,,,,,,,FGF19,,,,RAC1,,,SAA1,,,,
,,,,,,,,,LEPR,,,,,,,SH2B3,,,,RAC2,,,SELL,,,,
,,,,,,,,,LGALS3,,,,,,,SH2D3A,,,,RAD51C,,,MAP2K4,,,,
,,,,,,,,,LIF,,,,,,,IL18BP,,,,RAD51B,,,SHC1,,,,
,,,,,,,,,LIMS1,,,,,,,EBI3,,,,RAF1,,,SIPA1,,,,
,,,,,,,,,LMNA,,,,,,,SORBS3,,,,RAP1A,,,SKP1,,,,
,,,,,,,,,LPL,,,,,,,KLRG1,,,,RAP1B,,,SOS1,,,,
,,,,,,,,,LRP4,,,,,,,RABEPK,,,,SELL,,,SP100,,,,
,,,,,,,,,LTA,,,,,,,SPRY3,,,,SELP,,,SRC,,,,
,,,,,,,,,LTF,,,,,,,SPRY1,,,,SELPLG,,,STAT1,,,,
,,,,,,,,,LUM,,,,,,,SPRY2,,,,SHC1,,,STAT2,,,,
,,,,,,,,,TACSTD2,,,,,,,STAM2,,,,SLC8A2,,,STAT5A,,,,
,,,,,,,,,TM4SF1,,,,,,,VAV3,,,,SLC8A1,,,STAT5B,,,,
,,,,,,,,,SMAD3,,,,,,,SH2B2,,,,SLC8A3,,,SYK,,,,
,,,,,,,,,MCM5,,,,,,,TGOLN2,,,,SLC16A1,,,MAP3K7,,,,
,,,,,,,,,ME1,,,,,,,GRAP,,,,SOD1,,,TRA,,,,
,,,,,,,,,MEF2BNB-MEF2B,,,,,,,FRS3,,,,SOS1,,,TLR1,,,,
,,,,,,,,,MAP3K5,,,,,,,FRS2,,,,SPARC,,,TLR2,,,,
,,,,,,,,,MEST,,,,,,,LILRB4,,,,SPN,,,TLR3,,,,
,,,,,,,,,MFNG,,,,,,,MAP4K1,,,,SRC,,,TLR4,,,,
,,,,,,,,,MGAT1,,,,,,,PTENP1,,,,STIM1,,,TLR5,,,,
,,,,,,,,,MGST1,,,,,,,PDAP1,,,,STX4,,,TNFAIP3,,,,
,,,,,,,,,MGST2,,,,,,,PIP5K1C,,,,STXBP3,,,TRAF2,,,,
,,,,,,,,,MID1,,,,,,,CLCF1,,,,SYK,,,TRAF3,,,,
,,,,,,,,,MIPEP,,,,,,,PIK3R5,,,,TBXA2R,,,TRAF6,,,,
,,,,,,,,,MITF,,,,,,,RASD2,,,,TEK,,,TYK2,,,,
,,,,,,,,,MAP3K11,,,,,,,LPAR3,,,,TF,,,TYROBP,,,,
,,,,,,,,,MME,,,,,,,CBLC,,,,TFPI,,,UBA52,,,,
,,,,,,,,,MMP1,,,,,,,PRKD3,,,,TGFB1,,,UBA7,,,,
,,,,,,,,,MMP2,,,,,,,SHC2,,,,TGFB2,,,UBE2D1,,,,
,,,,,,,,,MMP13,,,,,,,PRKD2,,,,TGFB3,,,UBE2D2,,,,
,,,,,,,,,MPP3,,,,,,,SH2B1,,,,LEFTY2,,,UBE2D3,,,,
,,,,,,,,,MSR1,,,,,,,IBTK,,,,THBD,,,UBE2N,,,,
,,,,,,,,,MST1,,,,,,,PTPN22,,,,THBS1,,,SUMO1,,,,
,,,,,,,,,MVK,,,,,,,FGF20,,,,THPO,,,VASP,,,,
,,,,,,,,,MYBL2,,,,,,,FGF22,,,,TIMP1,,,VAV1,,,,
,,,,,,,,,MYC,,,,,,,LAT,,,,TLN1,,,VCAM1,,,,
,,,,,,,,,NAB2,,,,,,,PELP1,,,,TMSB4X,,,WAS,,,,
,,,,,,,,,NAIP,,,,,,,DAPP1,,,,TP53,,,YES1,,,,
,,,,,,,,,CEACAM6,,,,,,,IL37,,,,TRPC3,,,YWHAB,,,,
,,,,,,,,,NCK1,,,,,,,SIT1,,,,TRPC6,,,YWHAZ,,,,
,,,,,,,,,NEDD4,,,,,,,TRBC1,,,,TTN,,,ZAP70,,,,
,,,,,,,,,NFIA,,,,,,,TRAC,,,,TUBA4A,,,TRIM25,,,,
,,,,,,,,,NFE2L1,,,,,,,GIT1,,,,VAV1,,,IL1R2,,,,
,,,,,,,,,NFIB,,,,,,,DBNL,,,,VCL,,,MAPKAPK3,,,,
,,,,,,,,,NFIL3,,,,,,,BLNK,,,,VEGFA,,,MADCAM1,,,,
,,,,,,,,,TONSL,,,,,,,SNX15,,,,VEGFB,,,EEA1,,,,
,,,,,,,,,NINJ1,,,,,,,EPN1,,,,VEGFC,,,CUL1,,,,
,,,,,,,,,NONO,,,,,,,IL19,,,,VWF,,,PIK3R3,,,,
,,,,,,,,,NPTX2,,,,,,,SH3KBP1,,,,WEE1,,,IKBKG,,,,
,,,,,,,,,NRCAM,,,,,,,SOCS7,,,,YES1,,,IFITM1,,,,
,,,,,,,,,OGN,,,,,,,IL20,,,,YWHAZ,,,PIAS1,,,,
,,,,,,,,,OXA1L,,,,,,,IL21R,,,,LRP8,,,OASL,,,,
,,,,,,,,,OXTR,,,,,,,IL22,,,,MAFK,,,SOCS1,,,,
,,,,,,,,,PEBP1,,,,,,,TRAT1,,,,SLC7A5,,,RIPK1,,,,
,,,,,,,,,SERPINE1,,,,,,,SH3GLB1,,,,AKAP1,,,TNFRSF14,,,,
,,,,,,,,,PAK3,,,,,,,IL23A,,,,PIK3R3,,,RIPK2,,,,
,,,,,,,,,PBX1,,,,,,,SHC3,,,,DGKZ,,,FADD,,,,
,,,,,,,,,PCDHGC3,,,,,,,IL20RA,,,,DGKE,,,SQSTM1,,,,
,,,,,,,,,PCDH7,,,,,,,IL20RB,,,,DGKD,,,TAX1BP1,,,,
,,,,,,,,,PCOLCE,,,,,,,FGFRL1,,,,PDE5A,,,BCL10,,,,
,,,,,,,,,CDK17,,,,,,,APBB1IP,,,,CD84,,,BTRC,,,,
,,,,,,,,,CDK18,,,,,,,LAX1,,,,F2RL3,,,MAP3K14,,,,
,,,,,,,,,PDE1A,,,,,,,SYNJ2BP,,,,DOK2,,,SOCS3,,,,
,,,,,,,,,PDGFRA,,,,,,,TRPV6,,,,SLC7A7,,,ATG12,,,,
,,,,,,,,,PDGFRL,,,,,,,DOK4,,,,SLC7A6,,,UBE2L6,,,,
,,,,,,,,,PDGFRB,,,,,,,DOK5,,,,SLC16A3,,,RPS6KA5,,,,
,,,,,,,,,PFDN5,,,,,,,PAG1,,,,DGKI,,,MAPKAPK2,,,,
,,,,,,,,,SERPINB8,,,,,,,PDGFC,,,,KIF3B,,,GRAP2,,,,
,,,,,,,,,SERPINB9,,,,,,,INPP5E,,,,KIF23,,,LY86,,,,
,,,,,,,,,PIGC,,,,,,,SPHK2,,,,BCAR1,,,ATG5,,,,
,,,,,,,,,PIK3R1,,,,,,,CDC42SE1,,,,GNA14,,,ISG15,,,,
,,,,,,,,,PKLR,,,,,,,SH3GLB2,,,,DOCK4,,,IKBKE,,,,
,,,,,,,,,PKM,,,,,,,DLGAP3,,,,MFN2,,,GAB2,,,,
,,,,,,,,,PLAG1,,,,,,,EPS15L1,,,,WDR1,,,RBX1,,,,
,,,,,,,,,PLAU,,,,,,,IL22RA1,,,,AKT3,,,AKT3,,,,
,,,,,,,,,PLCL1,,,,,,,IL21,,,,SH2B3,,,TANK,,,,
,,,,,,,,,SERPINF2,,,,,,,CRLF2,,,,KIF20A,,,RASGRP1,,,,
,,,,,,,,,PNOC,,,,,,,GIGYF1,,,,RASGRP1,,,KLRG1,,,,
,,,,,,,,,PMP2,,,,,,,PIP4K2C,,,,RASGRP2,,,CD96,,,,
,,,,,,,,,Sep-04,,,,,,,DOK3,,,,KCNMB2,,,RASGRP2,,,,
,,,,,,,,,POU2F2,,,,,,,SPSB1,,,,ABCC4,,,LILRB2,,,,
,,,,,,,,,POU6F1,,,,,,,PDGFD,,,,MRVI1,,,TLR6,,,,
,,,,,,,,,PPA1,,,,,,,LIMD2,,,,HMG20B,,,IRF9,,,,
,,,,,,,,,PPARG,,,,,,,SPRY4,,,,RAPGEF3,,,NOD1,,,,
,,,,,,,,,PPIA,,,,,,,SLA2,,,,VAV3,,,IFITM3,,,,
,,,,,,,,,PPIC,,,,,,,AFAP1L2,,,,MERTK,,,RAPGEF3,,,,
,,,,,,,,,PPL,,,,,,,SHANK3,,,,CAP1,,,IFI30,,,,
,,,,,,,,,PPP1CA,,,,,,,SCIN,,,,SH2B2,,,TAB1,,,,
,,,,,,,,,PPP2R1A,,,,,,,SIGLEC11,,,,GNA13,,,IFITM2,,,,
,,,,,,,,,PPP2R1B,,,,,,,PTPMT1,,,,GNB5,,,CD226,,,,
,,,,,,,,,PPP2R5C,,,,,,,IL22RA2,,,,PDE10A,,,MASP2,,,,
,,,,,,,,,PPP3CB,,,,,,,CLNK,,,,EHD1,,,LILRB1,,,,
,,,,,,,,,PRCC,,,,,,,SOCS4,,,,KIF2C,,,HCST,,,,
,,,,,,,,,PRKCB,,,,,,,IL31RA,,,,RAPGEF4,,,MALT1,,,,
,,,,,,,,,PRKD1,,,,,,,GAB3,,,,KIF3A,,,LILRB5,,,,
,,,,,,,,,MAPK6,,,,,,,ASB6,,,,SLC7A9,,,LILRB4,,,,
,,,,,,,,,MAPK7,,,,,,,SLC2A14,,,,AKAP10,,,LILRA1,,,,
,,,,,,,,,MAPK8,,,,,,,CD300LF,,,,VPS45,,,LILRB3,,,,
,,,,,,,,,MAPK10,,,,,,,IL23R,,,,MGLL,,,RIPK3,,,,
,,,,,,,,,MAP2K1,,,,,,,NFAM1,,,,MMRN1,,,RAPGEF4,,,,
,,,,,,,,,MAP2K2,,,,,,,KLB,,,,KIFAP3,,,CD160,,,,
,,,,,,,,,PRODH,,,,,,,SPRED1,,,,HABP4,,,IRAK3,,,,
,,,,,,,,,PSG1,,,,,,,PIKFYVE,,,,KDM1A,,,USP18,,,,
,,,,,,,,,PSG4,,,,,,,SPRED2,,,,RCOR1,,,KLRK1,,,,
,,,,,,,,,PSG11,,,,,,,MUC20,,,,DOCK9,,,RAP1GAP2,,,,
,,,,,,,,,PSMA6,,,,,,,IL27,,,,ZFPM2,,,TAB2,,,,
,,,,,,,,,PSMB6,,,,,,,NCR3,,,,SLC7A8,,,ICOSLG,,,,
,,,,,,,,,PSMC3,,,,,,,SGMS1,,,,CBX5,,,DDX58,,,,
,,,,,,,,,PTCH1,,,,,,,SHC4,,,,PIK3R5,,,LY96,,,,
,,,,,,,,,PTEN,,,,,,,,,,,SLC16A8,,,TKFC,,,,
,,,,,,,,,PTGER4,,,,,,,,,,,SLC7A11,,,LAT,,,,
,,,,,,,,,PTGIS,,,,,,,,,,,PPIL2,,,IGKV1-5,,,,
,,,,,,,,,PTN,,,,,,,,,,,MAFF,,,IGHV7-81,,,,
,,,,,,,,,PTPN2,,,,,,,,,,,KIF4A,,,TRBC1,,,,
,,,,,,,,,PTPN13,,,,,,,,,,,SIN3A,,,TRAC,,,,
,,,,,,,,,PTPRF,,,,,,,,,,,SH2B1,,,IGLV7-46,,,,
,,,,,,,,,PURA,,,,,,,,,,,KIF26A,,,IGLV4-60,,,,
