GeneID,1-TDPneg,2-TDPneg,3-TDPneg,4-TDPneg,5-TDPneg,6-TDPneg,7-TDPneg,1-TDPpos,2-TDPpos,3-TDPpos,4-TDPpos,5-TDPpos,6-TDPpos,7-TDPpos
ENSG00000277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277109,0,1,0,0,2,2,0,0,1,0,0,1,0,0
ENSG00000277112,83,76,48,110,158,120,83,111,244,69,69,144,204,208
ENSG00000277115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277117,0,2,2,15,1,1,7,1,1,0,2,0,1,1
ENSG00000277118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277128,31,66,14,198,55,63,151,14,24,18,141,31,53,131
ENSG00000277129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277146,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000277147,1003,1559,1384,1844,1539,1139,1786,1203,3272,2270,3717,1984,2123,2508
ENSG00000277149,4804,6301,6850,8636,5504,6035,5378,3480,4568,4626,6655,3682,3767,4869
ENSG00000277150,5,6,9,7,3,9,8,10,8,11,7,7,6,3
ENSG00000277151,384,362,180,166,528,273,283,351,416,118,249,401,320,267
ENSG00000277152,33,48,71,201,47,85,32,14,28,24,16,25,38,132
ENSG00000277155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277156,2,4,0,0,4,10,1,1,4,1,4,2,4,2
ENSG00000277157,0,2,2,0,1,1,0,5,3,1,1,2,2,0
ENSG00000277158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277159,26,13,71,77,31,38,21,25,39,106,88,27,33,52
ENSG00000277160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277172,0,0,1,0,3,0,0,0,0,0,0,1,0,0
ENSG00000277173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277174,0,0,0,0,0,0,0,1,0,1,2,0,1,0
ENSG00000277180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277186,0,2,1,0,2,2,0,0,4,10,3,0,0,4
ENSG00000277188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277199,3,6,2,2,6,6,2,10,32,5,3,21,15,7
ENSG00000277200,148,73,261,361,122,83,363,112,112,321,179,102,98,341
ENSG00000277201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277206,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ENSG00000277207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277210,0,0,0,0,0,0,0,0,0,2,0,1,1,0
ENSG00000277211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277212,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000277213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277214,0,0,0,0,0,0,0,0,1,0,0,3,1,0
ENSG00000277215,33,57,58,29,58,146,49,41,43,70,22,73,144,67
ENSG00000277216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277224,4,5,1,1,18,21,6,4,10,1,0,4,7,0
ENSG00000277225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277227,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000277228,1,0,4,1,0,0,1,0,0,0,2,1,0,1
ENSG00000277229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277232,3,0,2,0,4,6,5,7,7,4,0,3,2,1
ENSG00000277233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277235,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277253,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277260,0,0,1,2,0,1,0,2,0,2,0,1,0,0
ENSG00000277264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277265,0,2,1,2,3,0,5,2,3,0,2,1,1,0
ENSG00000277268,2,12,34,36,23,67,6,2,16,12,39,4,50,3
ENSG00000277269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277283,23,53,51,74,44,35,5,24,60,54,140,44,52,100
ENSG00000277284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277287,37,8,40,47,51,30,82,14,5,7,1,7,4,5
ENSG00000277288,4,26,15,0,5,10,1,0,18,11,1,4,16,24
ENSG00000277289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277297,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000277299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277304,2,3,0,2,2,1,2,0,3,4,1,1,2,4
ENSG00000277305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277319,1,2,1,1,2,1,0,5,1,1,0,0,2,0
ENSG00000277320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277322,0,0,2,0,0,0,0,0,1,2,0,0,2,9
ENSG00000277323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277324,2,1,0,0,0,0,0,0,0,0,0,7,3,0
ENSG00000277325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277332,26,17,20,19,28,28,11,22,33,39,52,39,34,26
ENSG00000277333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277350,0,0,2,4,0,2,0,0,1,0,2,1,1,7
ENSG00000277351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277352,1,0,0,0,0,0,0,0,1,1,2,1,2,0
ENSG00000277353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277363,86,35,116,25,12,45,110,65,57,120,20,19,59,54
ENSG00000277367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277368,0,1,1,0,2,2,0,0,0,0,0,0,0,0
ENSG00000277369,3,8,13,22,12,11,0,9,18,9,1,24,10,10
ENSG00000277370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277397,11,3,11,0,23,17,15,10,11,15,0,22,12,6
ENSG00000277399,0,0,0,3,0,0,0,0,0,0,2,0,4,0
ENSG00000277402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277406,49,32,14,53,43,33,14,39,38,39,56,75,52,50
ENSG00000277408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277411,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000277412,0,1,0,0,3,0,0,0,0,0,0,1,0,4
ENSG00000277413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277420,267,480,391,236,454,632,185,244,459,308,285,379,540,194
ENSG00000277422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277423,3,2,7,1,3,4,1,1,2,2,0,1,6,0
ENSG00000277425,4,1,2,0,12,0,1,3,4,6,3,0,10,3
ENSG00000277426,0,0,4,0,1,0,0,0,0,2,0,0,1,0
ENSG00000277427,2,12,1,48,5,73,0,1,9,4,125,6,69,1
ENSG00000277433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277435,32,34,26,11,107,21,26,18,50,33,9,75,29,40
ENSG00000277436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277438,0,6,0,0,4,5,0,0,12,0,0,7,13,3
ENSG00000277440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277443,268,228,403,676,309,312,147,290,573,816,1253,307,461,192
ENSG00000277444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277447,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277448,100,114,124,152,238,246,212,38,65,34,164,158,111,174
ENSG00000277449,296,406,673,499,390,539,707,214,392,569,463,288,359,607
ENSG00000277450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277453,3,3,9,2,1,0,11,8,5,4,0,0,4,5
ENSG00000277455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277463,5,3,1,0,16,5,0,0,3,4,0,13,2,0
ENSG00000277464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277481,361,451,340,696,499,347,229,341,549,287,580,489,364,184
ENSG00000277482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277491,7,5,9,3,6,13,0,11,10,9,12,11,6,0
ENSG00000277492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277494,1,2,0,79,5,1,11,1,4,1,10,5,2,11
ENSG00000277496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277498,9,8,4,6,5,2,5,2,7,10,0,13,7,0
ENSG00000277499,10,5,6,0,2,3,0,2,6,1,6,5,3,1
ENSG00000277500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277501,1,1,1,2,1,1,4,2,2,9,77,3,3,4
ENSG00000277502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277506,0,0,0,0,1,3,0,1,0,0,0,0,3,0
ENSG00000277508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277511,16,15,10,23,25,4,5,17,14,2,21,29,23,29
ENSG00000277512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277526,2,2,1,2,2,2,1,1,8,1,1,5,10,1
ENSG00000277527,15,19,21,14,40,21,47,28,30,30,9,64,40,35
ENSG00000277528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277531,115,152,159,232,121,115,136,82,247,231,426,107,168,95
ENSG00000277532,1,2,0,0,0,0,0,0,2,0,0,0,0,2
ENSG00000277533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277543,0,0,2,0,1,0,0,0,2,1,17,2,1,0
ENSG00000277544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277556,4,1,0,0,1,4,4,1,0,7,0,8,3,2
ENSG00000277558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277561,0,0,0,1,0,0,0,0,1,0,0,0,1,4
ENSG00000277562,5,4,12,2,5,7,0,6,7,16,7,10,0,4
ENSG00000277563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277586,2725,1961,2877,3609,1965,3648,1666,3717,3993,4459,4302,1746,3966,1562
ENSG00000277587,2,1,0,0,1,1,0,3,1,1,0,0,2,32
ENSG00000277588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277591,0,0,0,0,0,2,0,0,0,0,0,0,1,0
ENSG00000277592,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000277593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277598,4,2,0,3,2,3,0,0,4,4,3,4,6,1
ENSG00000277599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277602,0,0,1,1,0,0,0,0,1,2,0,0,2,2
ENSG00000277604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277611,236,228,351,135,475,289,275,59,99,62,34,86,78,136
ENSG00000277612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277624,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000277627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277631,8,12,9,15,6,7,10,10,18,15,12,9,9,3
ENSG00000277632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277640,1,0,0,0,1,0,1,0,1,0,0,0,0,0
ENSG00000277644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277654,20,210,88,400,268,126,236,59,301,86,384,205,180,309
ENSG00000277655,21,20,29,3,26,28,13,21,17,14,0,35,13,3
ENSG00000277661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277669,3,0,0,1,0,0,2,1,6,3,2,1,2,1
ENSG00000277670,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000277671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277672,0,2,7,0,0,0,0,1,0,0,0,1,1,0
ENSG00000277673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
