Entity 1	Entity 2	Weight	Network group	Network
ECHS1	ALDH2	0.009682118	Co-expression	Roth-Zlotnik-2006
ECHS1	ALDH9A1	0.00798647	Co-expression	Roth-Zlotnik-2006
TUBB4B	UBE2L3	0.014459475	Co-expression	Roth-Zlotnik-2006
PRPF3	SETDB2	0.007858595	Co-expression	Roth-Zlotnik-2006
PRPF3	KMT2E	0.0028403685	Co-expression	Roth-Zlotnik-2006
PRPF3	NKTR	0.006298991	Co-expression	Roth-Zlotnik-2006
PRPF3	ZNF518A	0.0054208916	Co-expression	Roth-Zlotnik-2006
PRPF3	ZFYVE26	0.008203366	Co-expression	Roth-Zlotnik-2006
PRPF3	SETD2	0.0074870414	Co-expression	Roth-Zlotnik-2006
PRPF3	SETDB1	0.006968822	Co-expression	Roth-Zlotnik-2006
PRPF3	SETD1B	0.003010625	Co-expression	Roth-Zlotnik-2006
ACTN1	ALDH1B1	0.018701399	Co-expression	Roth-Zlotnik-2006
SPARC	KCTD12	0.01441376	Co-expression	Roth-Zlotnik-2006
SF3B1	NKTR	0.021421887	Co-expression	Roth-Zlotnik-2006
SF3B1	PRPF3	0.00689069	Co-expression	Roth-Zlotnik-2006
TARDBP	KMT2E	0.010408227	Co-expression	Roth-Zlotnik-2006
TARDBP	PRPF3	0.006868906	Co-expression	Roth-Zlotnik-2006
SUV39H2	SETD8	0.007998519	Co-expression	Smirnov-Cheung-2009
CELF1	COLGALT1	0.009925688	Co-expression	Smirnov-Cheung-2009
ZFYVE26	VPS13B	0.010319248	Co-expression	Smirnov-Cheung-2009
ALDH2	ALDH7A1	0.012786716	Co-expression	Smirnov-Cheung-2009
RPL37	RPL35A	0.010365037	Co-expression	Smirnov-Cheung-2009
ID2	JAG1	0.014183232	Co-expression	Smirnov-Cheung-2009
RPLP2	RPL37	0.008607214	Co-expression	Smirnov-Cheung-2009
NUTF2	PFDN1	0.010855941	Co-expression	Smirnov-Cheung-2009
SETD1A	COLGALT1	0.007703467	Co-expression	Smirnov-Cheung-2009
KCTD12	ANXA1	0.023457158	Co-expression	Smirnov-Cheung-2009
PABPC1	RPL35A	0.008481445	Co-expression	Smirnov-Cheung-2009
PABPC1	RPL37	0.0046908846	Co-expression	Smirnov-Cheung-2009
PABPC1	RPLP2	0.0069494913	Co-expression	Smirnov-Cheung-2009
TUBB4B	GCDH	0.013152513	Co-expression	Smirnov-Cheung-2009
ACTN1	CST3	0.004836086	Co-expression	Smirnov-Cheung-2009
PLOD3	KMT2B	0.00703152	Co-expression	Smirnov-Cheung-2009
PLOD3	SCN1B	0.0043658605	Co-expression	Smirnov-Cheung-2009
PLOD3	CSRP1	0.0055051935	Co-expression	Smirnov-Cheung-2009
PLOD3	PLOD1	0.0050582993	Co-expression	Smirnov-Cheung-2009
SPARC	EHHADH	0.021647956	Co-expression	Smirnov-Cheung-2009
ZFP36	TCF4	0.008614159	Co-expression	Smirnov-Cheung-2009
CCT3	OGDHL	0.005024549	Co-expression	Smirnov-Cheung-2009
CCT3	GCDH	0.00641754	Co-expression	Smirnov-Cheung-2009
CCT3	UBE2L3	0.0066692512	Co-expression	Smirnov-Cheung-2009
TARDBP	PRPF3	0.022431375	Co-expression	Smirnov-Cheung-2009
TARDBP	CCT3	0.0068174894	Co-expression	Smirnov-Cheung-2009
KMT2E	KMT2C	0.023793625	Co-expression	Innocenti-Brown-2011
RNF130	AADAT	0.010561688	Co-expression	Innocenti-Brown-2011
RPL35A	NDUFS5	0.019665865	Co-expression	Innocenti-Brown-2011
PIPOX	OGDHL	0.0040143966	Co-expression	Innocenti-Brown-2011
ALDH1B1	PIPOX	0.0024900327	Co-expression	Innocenti-Brown-2011
GCDH	PIPOX	0.0023713692	Co-expression	Innocenti-Brown-2011
JAG1	WHSC1L1	0.005838021	Co-expression	Innocenti-Brown-2011
JAG1	KMT2E	0.0075398013	Co-expression	Innocenti-Brown-2011
MPHOSPH9	PIPOX	0.0040874584	Co-expression	Innocenti-Brown-2011
NKTR	KMT2C	0.021279871	Co-expression	Innocenti-Brown-2011
NKTR	ASH1L	0.021469383	Co-expression	Innocenti-Brown-2011
COLGALT2	PLEKHB1	0.019935982	Co-expression	Innocenti-Brown-2011
ALDH3A2	RAB40B	0.006087813	Co-expression	Innocenti-Brown-2011
BBOX1	OGDHL	0.0063265976	Co-expression	Innocenti-Brown-2011
BBOX1	ALDH7A1	0.008316973	Co-expression	Innocenti-Brown-2011
KMT2B	EHMT1	0.010786112	Co-expression	Innocenti-Brown-2011
PTPN13	DCN	0.0144928945	Co-expression	Innocenti-Brown-2011
PTPN13	CDH11	0.0033218332	Co-expression	Innocenti-Brown-2011
SETD2	KMT2C	0.02335037	Co-expression	Innocenti-Brown-2011
SETD2	ASH1L	0.01732299	Co-expression	Innocenti-Brown-2011
SETD2	NKTR	0.016048597	Co-expression	Innocenti-Brown-2011
HADH	AADAT	0.0040732417	Co-expression	Innocenti-Brown-2011
HADH	RNF130	0.008429771	Co-expression	Innocenti-Brown-2011
HADH	PIPOX	0.0019895972	Co-expression	Innocenti-Brown-2011
EHHADH	AADAT	0.0028832406	Co-expression	Innocenti-Brown-2011
EHHADH	HADH	0.0026008931	Co-expression	Innocenti-Brown-2011
BPTF	SETDB2	0.026199676	Co-expression	Innocenti-Brown-2011
ACAT2	AADAT	0.007721898	Co-expression	Innocenti-Brown-2011
CREG1	ALDH3A2	0.004156386	Co-expression	Innocenti-Brown-2011
RPL37	SERBP1	0.011608855	Co-expression	Innocenti-Brown-2011
HADHA	EHHADH	0.005374355	Co-expression	Innocenti-Brown-2011
ALDH9A1	EHHADH	0.004391415	Co-expression	Innocenti-Brown-2011
ALDH9A1	HADHA	0.014773844	Co-expression	Innocenti-Brown-2011
PLOD2	ORAI2	0.012229796	Co-expression	Innocenti-Brown-2011
BGN	SUV420H2	0.01278175	Co-expression	Innocenti-Brown-2011
RPLP2	NDUFS5	0.021887852	Co-expression	Innocenti-Brown-2011
RPLP2	RPL35A	0.019012872	Co-expression	Innocenti-Brown-2011
NUTF2	OTUB1	0.0034898182	Co-expression	Innocenti-Brown-2011
KMT2A	NKTR	0.025940966	Co-expression	Innocenti-Brown-2011
TCF4	JAG1	0.00841436	Co-expression	Innocenti-Brown-2011
TCF4	CDH11	0.0063012103	Co-expression	Innocenti-Brown-2011
ANXA1	JAG1	0.007748421	Co-expression	Innocenti-Brown-2011
GBAS	RAB40B	0.012986513	Co-expression	Innocenti-Brown-2011
GBAS	SUN1	0.016071677	Co-expression	Innocenti-Brown-2011
MXI1	RAB40B	0.018344494	Co-expression	Innocenti-Brown-2011
SETD1A	EHMT1	0.016760552	Co-expression	Innocenti-Brown-2011
SETD1A	KMT2B	0.0055894786	Co-expression	Innocenti-Brown-2011
COPS7A	PSMD4	0.016404646	Co-expression	Innocenti-Brown-2011
KCTD12	CDH11	0.0025332014	Co-expression	Innocenti-Brown-2011
ECHS1	AADAT	0.004552968	Co-expression	Innocenti-Brown-2011
ECHS1	RNF130	0.009631688	Co-expression	Innocenti-Brown-2011
ECHS1	HADH	0.0041373707	Co-expression	Innocenti-Brown-2011
ECHS1	EHHADH	0.0027309114	Co-expression	Innocenti-Brown-2011
ECHS1	ALDH2	0.0070666596	Co-expression	Innocenti-Brown-2011
ECHS1	ALDH9A1	0.0063648857	Co-expression	Innocenti-Brown-2011
SPARC	DCN	0.009162657	Co-expression	Innocenti-Brown-2011
SPARC	TCF4	0.0110856155	Co-expression	Innocenti-Brown-2011
CCT3	NSD1	0.015508155	Co-expression	Innocenti-Brown-2011
CCT3	PLOD3	0.007971888	Co-expression	Innocenti-Brown-2011
PPP2CA	SETD7	0.0093250275	Co-expression	Innocenti-Brown-2011
PPP2CA	PPP2CB	0.0070202583	Co-expression	Innocenti-Brown-2011
ZFYVE26	VPS13B	0.016706731	Co-expression	Gysin-McMahon-2012
ACAT1	ALDH7A1	0.009084211	Co-expression	Gysin-McMahon-2012
ALDH3A2	ASH1L	0.012742711	Co-expression	Gysin-McMahon-2012
POGZ	SUV420H1	0.015576811	Co-expression	Gysin-McMahon-2012
OGDH	KPNA6	0.016532106	Co-expression	Gysin-McMahon-2012
SERBP1	SUV39H2	0.018551882	Co-expression	Gysin-McMahon-2012
CST3	JAG1	0.018736258	Co-expression	Gysin-McMahon-2012
ID2	ALDH2	0.012300276	Co-expression	Gysin-McMahon-2012
BGN	DCN	0.014486147	Co-expression	Gysin-McMahon-2012
CSRP1	PLOD2	0.012506851	Co-expression	Gysin-McMahon-2012
RPLP2	RPL37	0.014434356	Co-expression	Gysin-McMahon-2012
KMT2A	SETD1B	0.017739208	Co-expression	Gysin-McMahon-2012
ANXA1	COLGALT1	0.00879964	Co-expression	Gysin-McMahon-2012
SETD1A	COLGALT1	0.0106483195	Co-expression	Gysin-McMahon-2012
PABPC1	RPL37	0.010987785	Co-expression	Gysin-McMahon-2012
ECHS1	RAB40B	0.010687139	Co-expression	Gysin-McMahon-2012
ECHS1	PPP1R7	0.011250411	Co-expression	Gysin-McMahon-2012
TUBB4B	NUTF2	0.010978209	Co-expression	Gysin-McMahon-2012
PRPF3	CD83	0.021046478	Co-expression	Gysin-McMahon-2012
ACTN1	DLST	0.016056413	Co-expression	Gysin-McMahon-2012
PLOD3	PLOD1	0.009825426	Co-expression	Gysin-McMahon-2012
SPARC	ORAI2	0.009655534	Co-expression	Gysin-McMahon-2012
SPARC	JAG1	0.011035472	Co-expression	Gysin-McMahon-2012
SPARC	PRKD1	0.011515358	Co-expression	Gysin-McMahon-2012
SPARC	TCF4	0.010544191	Co-expression	Gysin-McMahon-2012
ZFP36	KMT2B	0.015061876	Co-expression	Gysin-McMahon-2012
CCT3	TUBB4B	0.011605963	Co-expression	Gysin-McMahon-2012
CCT3	PRPF3	0.012787482	Co-expression	Gysin-McMahon-2012
PPP2CA	PFDN1	0.017781734	Co-expression	Gysin-McMahon-2012
TARDBP	CELF1	0.021478234	Co-expression	Gysin-McMahon-2012
KMT2E	KMT2C	0.0082114795	Co-expression	Kang-Willman-2010
ASH1L	KMT2E	0.006189671	Co-expression	Kang-Willman-2010
MBNL2	KMT2E	0.006240203	Co-expression	Kang-Willman-2010
NKTR	KMT2E	0.0061983215	Co-expression	Kang-Willman-2010
BPTF	KMT2E	0.005991363	Co-expression	Kang-Willman-2010
SETD1B	KMT2D	0.019176638	Co-expression	Kang-Willman-2010
ALDH2	AADAT	0.009535018	Co-expression	Kang-Willman-2010
ALDH2	CST3	0.017213142	Co-expression	Kang-Willman-2010
CREG1	KMT2E	0.002747453	Co-expression	Kang-Willman-2010
CREG1	RNF130	0.008594004	Co-expression	Kang-Willman-2010
CREG1	POGZ	0.010105575	Co-expression	Kang-Willman-2010
DLST	CELF1	0.016280117	Co-expression	Kang-Willman-2010
TCF4	EHMT1	0.021151206	Co-expression	Kang-Willman-2010
GBAS	PFDN1	0.010832677	Co-expression	Kang-Willman-2010
SETD1A	KMT2D	0.015243614	Co-expression	Kang-Willman-2010
SETD1A	KPNA6	0.014401918	Co-expression	Kang-Willman-2010
SETD1A	DOT1L	0.017085927	Co-expression	Kang-Willman-2010
ECHS1	PPP1R7	0.011058781	Co-expression	Kang-Willman-2010
ECHS1	CSRP1	0.006933524	Co-expression	Kang-Willman-2010
ECHS1	EHMT2	0.007423778	Co-expression	Kang-Willman-2010
PRPF3	ALDH9A1	0.0110762995	Co-expression	Kang-Willman-2010
PLOD3	OGDH	0.011102439	Co-expression	Kang-Willman-2010
SPARC	ANXA1	0.016823433	Co-expression	Kang-Willman-2010
SPARC	PLOD3	0.008553764	Co-expression	Kang-Willman-2010
ZFP36	TUBB4B	0.010953555	Co-expression	Kang-Willman-2010
SF3B1	KMT2E	0.0042772135	Co-expression	Kang-Willman-2010
SF3B1	NKTR	0.0154468585	Co-expression	Kang-Willman-2010
CCT3	HADH	0.0051131137	Co-expression	Kang-Willman-2010
CCT3	ACAT2	0.007783869	Co-expression	Kang-Willman-2010
CCT3	PSMD4	0.009695237	Co-expression	Kang-Willman-2010
CCT3	ECHS1	0.0025001718	Co-expression	Kang-Willman-2010
TARDBP	KPNA6	0.022155225	Co-expression	Kang-Willman-2010
TARDBP	SF3B1	0.014332686	Co-expression	Kang-Willman-2010
NKTR	KMT2C	0.030513206	Co-expression	Arijs-Rutgeerts-2009
POGZ	NKTR	0.023492763	Co-expression	Arijs-Rutgeerts-2009
SETD2	KMT2E	0.02364563	Co-expression	Arijs-Rutgeerts-2009
ACAT2	SETD8	0.015275517	Co-expression	Arijs-Rutgeerts-2009
ALDH2	ALDH3A2	0.015095197	Co-expression	Arijs-Rutgeerts-2009
ALDH9A1	SUV420H1	0.0121888975	Co-expression	Arijs-Rutgeerts-2009
NUTF2	DLST	0.011351475	Co-expression	Arijs-Rutgeerts-2009
TCF4	SETDB2	0.0067796144	Co-expression	Arijs-Rutgeerts-2009
GBAS	ALDH7A1	0.008692799	Co-expression	Arijs-Rutgeerts-2009
MXI1	BBIP1	0.00582198	Co-expression	Arijs-Rutgeerts-2009
MXI1	SUN1	0.0077790106	Co-expression	Arijs-Rutgeerts-2009
MXI1	PLOD2	0.0058955234	Co-expression	Arijs-Rutgeerts-2009
KCTD12	RPL37	0.009168115	Co-expression	Arijs-Rutgeerts-2009
PABPC1	RNF130	0.022682175	Co-expression	Arijs-Rutgeerts-2009
ECHS1	TMLHE	0.008095455	Co-expression	Arijs-Rutgeerts-2009
ECHS1	MAP3K13	0.008516132	Co-expression	Arijs-Rutgeerts-2009
ECHS1	ALDH3A2	0.008311595	Co-expression	Arijs-Rutgeerts-2009
ECHS1	HADH	0.00567287	Co-expression	Arijs-Rutgeerts-2009
ECHS1	EHHADH	0.005728168	Co-expression	Arijs-Rutgeerts-2009
ECHS1	ALDH2	0.006819248	Co-expression	Arijs-Rutgeerts-2009
ECHS1	HADHA	0.00827522	Co-expression	Arijs-Rutgeerts-2009
ECHS1	ALDH9A1	0.0038122016	Co-expression	Arijs-Rutgeerts-2009
PRPF3	SETD2	0.016463181	Co-expression	Arijs-Rutgeerts-2009
PLOD3	DOT1L	0.00850532	Co-expression	Arijs-Rutgeerts-2009
PLOD3	OTUB1	0.0068351086	Co-expression	Arijs-Rutgeerts-2009
PLOD3	PLOD1	0.0031473194	Co-expression	Arijs-Rutgeerts-2009
SPARC	DCN	0.004702414	Co-expression	Arijs-Rutgeerts-2009
SPARC	CDH11	0.006247282	Co-expression	Arijs-Rutgeerts-2009
SPARC	BGN	0.0034744954	Co-expression	Arijs-Rutgeerts-2009
SF3B1	PRPF3	0.016313046	Co-expression	Arijs-Rutgeerts-2009
CCT3	PSMD4	0.0132666575	Co-expression	Arijs-Rutgeerts-2009
ZNF518A	ASH1L	0.012211237	Co-expression	Boldrick-Relman-2002
SETD2	MPHOSPH9	0.018622153	Co-expression	Boldrick-Relman-2002
RPLP2	RPL37	0.027889248	Co-expression	Boldrick-Relman-2002
KMT2A	NKTR	0.0083349515	Co-expression	Boldrick-Relman-2002
KMT2A	SETD2	0.018815191	Co-expression	Boldrick-Relman-2002
EHMT2	KMT2A	0.018470185	Co-expression	Boldrick-Relman-2002
MXI1	SETDB2	0.007932073	Co-expression	Boldrick-Relman-2002
PPP2CB	ID2	0.0074851373	Co-expression	Boldrick-Relman-2002
ZFP36	CD83	0.012756814	Co-expression	Boldrick-Relman-2002
PPP2CA	ID2	0.006519122	Co-expression	Boldrick-Relman-2002
MBNL2	VPS13B	0.014533099	Co-expression	Wu-Garvey-2007
ALDH3A2	ACAT1	0.009884206	Co-expression	Wu-Garvey-2007
EHHADH	VPS13B	0.0054039527	Co-expression	Wu-Garvey-2007
EHHADH	MPHOSPH9	0.006093581	Co-expression	Wu-Garvey-2007
EHHADH	PTPN13	0.0056519476	Co-expression	Wu-Garvey-2007
ALDH2	HADH	0.01967787	Co-expression	Wu-Garvey-2007
CREG1	ACAT1	0.018164428	Co-expression	Wu-Garvey-2007
CREG1	ALDH3A2	0.010480485	Co-expression	Wu-Garvey-2007
RPL37	NDUFS5	0.0043670447	Co-expression	Wu-Garvey-2007
RPL37	SCN1B	0.0035393198	Co-expression	Wu-Garvey-2007
HADHA	ALDH2	0.015077626	Co-expression	Wu-Garvey-2007
ID2	CDH11	0.014351346	Co-expression	Wu-Garvey-2007
ID2	EHHADH	0.0030973938	Co-expression	Wu-Garvey-2007
ID2	SETD1B	0.013604334	Co-expression	Wu-Garvey-2007
PLOD2	EHHADH	0.0037960971	Co-expression	Wu-Garvey-2007
PLOD2	SETD1B	0.016457958	Co-expression	Wu-Garvey-2007
RPLP2	RPL37	0.0034996832	Co-expression	Wu-Garvey-2007
EHMT2	KMT2A	0.010998402	Co-expression	Wu-Garvey-2007
GBAS	SERBP1	0.010742946	Co-expression	Wu-Garvey-2007
PSMD4	RPLP2	0.0043744575	Co-expression	Wu-Garvey-2007
KCTD12	TCF4	0.013312762	Co-expression	Wu-Garvey-2007
ECHS1	NDUFS5	0.010030883	Co-expression	Wu-Garvey-2007
ECHS1	PFDN1	0.015566468	Co-expression	Wu-Garvey-2007
TUBB4B	SCN1B	0.010790998	Co-expression	Wu-Garvey-2007
PLOD3	PLOD1	0.0038214158	Co-expression	Wu-Garvey-2007
SPARC	PPP2CB	0.015432489	Co-expression	Wu-Garvey-2007
CCT3	COPS7A	0.007721078	Co-expression	Wu-Garvey-2007
PPP2CA	KCTD12	0.0042125518	Co-expression	Wu-Garvey-2007
PPP2CA	SF3B1	0.007696168	Co-expression	Wu-Garvey-2007
TARDBP	PABPC1	0.01341364	Co-expression	Wu-Garvey-2007
SUN1	KMT2D	0.018020514	Co-expression	Chen-Brown-2002
PIPOX	OGDHL	0.00260783	Co-expression	Chen-Brown-2002
PIPOX	RAB40B	0.0039941072	Co-expression	Chen-Brown-2002
PIPOX	ALDH7A1	0.003533516	Co-expression	Chen-Brown-2002
ALDH1B1	OGDHL	0.007402289	Co-expression	Chen-Brown-2002
ALDH1B1	PIPOX	0.003941185	Co-expression	Chen-Brown-2002
ZFYVE26	ZNF518A	0.018217847	Co-expression	Chen-Brown-2002
BBOX1	ALDH1B1	0.01227466	Co-expression	Chen-Brown-2002
EHHADH	PIPOX	0.0020189765	Co-expression	Chen-Brown-2002
EHHADH	ALDH1B1	0.005321465	Co-expression	Chen-Brown-2002
EHHADH	BBOX1	0.004922563	Co-expression	Chen-Brown-2002
SCN1B	NSD1	0.011524545	Co-expression	Chen-Brown-2002
CREG1	RAB40B	0.01162491	Co-expression	Chen-Brown-2002
CREG1	PIPOX	0.0037379814	Co-expression	Chen-Brown-2002
HADHA	EHHADH	0.0069724293	Co-expression	Chen-Brown-2002
ID2	OGDHL	0.0059052426	Co-expression	Chen-Brown-2002
ID2	EHHADH	0.004107284	Co-expression	Chen-Brown-2002
ALDH9A1	HADH	0.011323153	Co-expression	Chen-Brown-2002
ALDH9A1	EHHADH	0.00416857	Co-expression	Chen-Brown-2002
ALDH9A1	HADHA	0.0142282	Co-expression	Chen-Brown-2002
BGN	CDH11	0.009501087	Co-expression	Chen-Brown-2002
CSRP1	WHSC1	0.0144833885	Co-expression	Chen-Brown-2002
RPLP2	ZMYND11	0.018904261	Co-expression	Chen-Brown-2002
KMT2A	BPTF	0.011254095	Co-expression	Chen-Brown-2002
TCF4	CDH11	0.016381415	Co-expression	Chen-Brown-2002
EHMT2	STMN1	0.0017209181	Co-expression	Chen-Brown-2002
CD83	OGDHL	0.009271151	Co-expression	Chen-Brown-2002
CD83	PIPOX	0.0049145147	Co-expression	Chen-Brown-2002
CD83	MBNL2	0.01179729	Co-expression	Chen-Brown-2002
CD83	EHHADH	0.0061478135	Co-expression	Chen-Brown-2002
MXI1	ASH1L	0.02477759	Co-expression	Chen-Brown-2002
SETD1A	OGDHL	0.0073715216	Co-expression	Chen-Brown-2002
PLOD1	KPNA6	0.018076992	Co-expression	Chen-Brown-2002
PLOD1	PLOD2	0.022561334	Co-expression	Chen-Brown-2002
COPS7A	DCN	0.00919297	Co-expression	Chen-Brown-2002
ECHS1	OGDHL	0.003967577	Co-expression	Chen-Brown-2002
ECHS1	PIPOX	0.0020085943	Co-expression	Chen-Brown-2002
ECHS1	ALDH1B1	0.006432886	Co-expression	Chen-Brown-2002
ECHS1	BBOX1	0.005825918	Co-expression	Chen-Brown-2002
ECHS1	HADHA	0.008179195	Co-expression	Chen-Brown-2002
ECHS1	ID2	0.004569943	Co-expression	Chen-Brown-2002
ECHS1	ALDH9A1	0.0047201444	Co-expression	Chen-Brown-2002
ECHS1	RPLP2	0.005893819	Co-expression	Chen-Brown-2002
ECHS1	CD83	0.0067191883	Co-expression	Chen-Brown-2002
PLOD3	KMT2B	0.007488204	Co-expression	Chen-Brown-2002
PLOD3	EHMT2	0.0031201767	Co-expression	Chen-Brown-2002
SPARC	CDH11	0.020153549	Co-expression	Chen-Brown-2002
SPARC	TCF4	0.01523471	Co-expression	Chen-Brown-2002
ZFP36	ID2	0.007830163	Co-expression	Chen-Brown-2002
ZFP36	ECHS1	0.004939267	Co-expression	Chen-Brown-2002
SF3B1	CELF1	0.020921549	Co-expression	Chen-Brown-2002
PPP2CA	SETMAR	0.006255855	Co-expression	Chen-Brown-2002
PPP1R7	NDUFS5	0.0013410399	Co-expression	Cheok-Evans-2003
PPP1R7	SUN1	0.0029073174	Co-expression	Cheok-Evans-2003
PPP1R7	GCDH	0.004650158	Co-expression	Cheok-Evans-2003
PPP1R7	ZFYVE26	0.0020762219	Co-expression	Cheok-Evans-2003
PFDN1	STMN1	0.009908932	Co-expression	Cheok-Evans-2003
PFDN1	HADH	0.017376529	Co-expression	Cheok-Evans-2003
SCN1B	CDH11	0.014214775	Co-expression	Cheok-Evans-2003
ACAT2	DOT1L	0.01950469	Co-expression	Cheok-Evans-2003
ACAT2	WHSC1	0.009014796	Co-expression	Cheok-Evans-2003
SETD1B	CELF1	0.006573202	Co-expression	Cheok-Evans-2003
SETD1B	PPP1R7	0.00081935205	Co-expression	Cheok-Evans-2003
ALDH2	SETD1B	0.005079501	Co-expression	Cheok-Evans-2003
RPL37	NDUFS5	0.0021691478	Co-expression	Cheok-Evans-2003
RPL37	VPS13B	0.0042846906	Co-expression	Cheok-Evans-2003
RPL37	ZFYVE26	0.0032744023	Co-expression	Cheok-Evans-2003
HADHA	UBE2L3	0.011312764	Co-expression	Cheok-Evans-2003
OTUB1	KPNA6	0.0055254167	Co-expression	Cheok-Evans-2003
OTUB1	GCDH	0.0056968755	Co-expression	Cheok-Evans-2003
OTUB1	KMT2B	0.0012766208	Co-expression	Cheok-Evans-2003
OTUB1	PPP1R7	0.0006189494	Co-expression	Cheok-Evans-2003
OTUB1	DLST	0.0048526214	Co-expression	Cheok-Evans-2003
CSRP1	PPP1R7	0.0026699398	Co-expression	Cheok-Evans-2003
RPLP2	RPL37	0.0018356742	Co-expression	Cheok-Evans-2003
RPLP2	HADHA	0.0030548815	Co-expression	Cheok-Evans-2003
EHMT2	GCDH	0.0056982962	Co-expression	Cheok-Evans-2003
EHMT2	KMT2B	0.0012987225	Co-expression	Cheok-Evans-2003
EHMT2	PPP1R7	0.0006239241	Co-expression	Cheok-Evans-2003
EHMT2	SETDB1	0.0023523953	Co-expression	Cheok-Evans-2003
EHMT2	SETD1B	0.0009806217	Co-expression	Cheok-Evans-2003
EHMT2	NUTF2	0.0020228338	Co-expression	Cheok-Evans-2003
CD83	PFDN1	0.016036404	Co-expression	Cheok-Evans-2003
SETD1A	POGZ	0.0010613798	Co-expression	Cheok-Evans-2003
SETD1A	EHMT2	0.00093571306	Co-expression	Cheok-Evans-2003
PSMD4	NDUFS5	0.0069170287	Co-expression	Cheok-Evans-2003
KCTD12	PPP1R7	0.0021056763	Co-expression	Cheok-Evans-2003
PPP2CB	ZMYND11	0.01590325	Co-expression	Cheok-Evans-2003
PPP2CB	ZFYVE26	0.007401448	Co-expression	Cheok-Evans-2003
PPP2CB	PPP1R7	0.0018873584	Co-expression	Cheok-Evans-2003
PABPC1	RPLP2	0.0039086556	Co-expression	Cheok-Evans-2003
ECHS1	OTUB1	0.0045602084	Co-expression	Cheok-Evans-2003
PRPF3	POGZ	0.0022792323	Co-expression	Cheok-Evans-2003
PRPF3	SETD1A	0.0027166693	Co-expression	Cheok-Evans-2003
ZFP36	CDH11	0.0145609295	Co-expression	Cheok-Evans-2003
SF3B1	RPL37	0.0041298964	Co-expression	Cheok-Evans-2003
CCT3	SF3B1	0.010104792	Co-expression	Cheok-Evans-2003
PPP2CA	SETD1B	0.007604951	Co-expression	Cheok-Evans-2003
PPP2CA	SETD1A	0.00746071	Co-expression	Cheok-Evans-2003
TARDBP	MPHOSPH9	0.010971884	Co-expression	Cheok-Evans-2003
TARDBP	RPLP2	0.0027034502	Co-expression	Cheok-Evans-2003
TARDBP	TUBB4B	0.0059683775	Co-expression	Cheok-Evans-2003
PPP1R7	SUV39H1	0.018717319	Co-expression	Perou-Botstein-1999
EHHADH	SERBP1	0.010649732	Co-expression	Perou-Botstein-1999
BGN	DCN	0.01544204	Co-expression	Perou-Botstein-1999
KMT2A	ZMYND11	0.012669448	Co-expression	Perou-Botstein-1999
TCF4	SETDB2	0.0072202394	Co-expression	Perou-Botstein-1999
TCF4	ZMYND11	0.007746696	Co-expression	Perou-Botstein-1999
SETD1A	EHHADH	0.010558164	Co-expression	Perou-Botstein-1999
SPARC	ANXA1	0.016719524	Co-expression	Perou-Botstein-1999
TARDBP	ZMYND11	0.011749315	Co-expression	Perou-Botstein-1999
TARDBP	ACAT2	0.010688235	Co-expression	Perou-Botstein-1999
KLC1	SUV420H2	0.0017144472	Genetic interactions	Lin-Smith-2010
SETMAR	SETD7	0.000694908	Genetic interactions	Lin-Smith-2010
WHSC1L1	SETMAR	0.00042996963	Genetic interactions	Lin-Smith-2010
SETD8	SETMAR	0.00092634774	Genetic interactions	Lin-Smith-2010
SETD8	WHSC1L1	0.000951761	Genetic interactions	Lin-Smith-2010
KMT2C	AADAT	0.0013920934	Genetic interactions	Lin-Smith-2010
KMT2E	KLC1	0.0006111498	Genetic interactions	Lin-Smith-2010
SUV39H2	SETD7	0.0012024989	Genetic interactions	Lin-Smith-2010
OGDHL	SETMAR	0.00062171364	Genetic interactions	Lin-Smith-2010
OGDHL	NSD1	0.0005920083	Genetic interactions	Lin-Smith-2010
RNF130	KLC1	0.0012964122	Genetic interactions	Lin-Smith-2010
RNF130	SETD7	0.0012894381	Genetic interactions	Lin-Smith-2010
COLGALT1	SETMAR	0.00040281736	Genetic interactions	Lin-Smith-2010
COLGALT1	KMT2C	0.0005053476	Genetic interactions	Lin-Smith-2010
COLGALT1	KMT2E	0.0003523595	Genetic interactions	Lin-Smith-2010
DCN	SETMAR	0.0004057186	Genetic interactions	Lin-Smith-2010
DCN	KMT2C	0.0005089873	Genetic interactions	Lin-Smith-2010
DCN	KMT2E	0.00035489732	Genetic interactions	Lin-Smith-2010
DCN	SUV39H2	0.0007020731	Genetic interactions	Lin-Smith-2010
DCN	RNF130	0.00075283216	Genetic interactions	Lin-Smith-2010
DCN	COLGALT1	0.00039052533	Genetic interactions	Lin-Smith-2010
EHMT1	COLGALT1	0.000586088	Genetic interactions	Lin-Smith-2010
SUV420H1	SETMAR	0.0005573815	Genetic interactions	Lin-Smith-2010
SUV420H1	WHSC1L1	0.0005726726	Genetic interactions	Lin-Smith-2010
SUV420H1	KMT2C	0.00069925335	Genetic interactions	Lin-Smith-2010
AASS	SETMAR	0.00049154204	Genetic interactions	Lin-Smith-2010
AASS	WHSC1L1	0.0005050269	Genetic interactions	Lin-Smith-2010
AASS	KMT2E	0.00042997033	Genetic interactions	Lin-Smith-2010
AASS	DCN	0.00047654254	Genetic interactions	Lin-Smith-2010
VPS13B	AASS	0.002122712	Genetic interactions	Lin-Smith-2010
