Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
LGI3,-0.223656432,4.126640712,-0.490486458,0.635113201,0.877354512,-5.859254527,-1.167689285,7.53235865,45.89509078,17.96461962,22.1322384,20.11620986,14.00953295,15.91071793,17.96461962,13.67620226
UBE2D1,-0.211496123,0.490900526,-0.490224471,0.635291659,0.877454453,-5.859384327,-1.15788833,0.853558133,3.128462614,1.354087019,2.747498373,1.109468915,0.936968135,1.113141924,1.501944028,1.238196887
NTN4,-0.291084161,1.235221803,-0.489946682,0.635480908,0.877574223,-5.859521885,-1.223559417,8.041793995,1.45680348,3.144497555,1.564865113,1.790276866,2.469339072,1.924570221,1.034094841,4.378972133
SGSM3,0.105097205,2.050646767,0.488920956,0.636179944,0.878012671,-5.860029174,1.075566857,3.210880805,6.3636727,3.383976239,3.49956735,4.538576027,3.97987111,4.526461004,4.566312125,3.97987111
RP11-179B15.6,0.123276351,2.251223775,0.488871196,0.636213865,0.878012671,-5.860053758,1.089205635,3.180768213,6.682007355,4.55189126,4.724929598,6.314222992,3.4005521,4.724929598,5.734383385,4.724929598
SLC39A6,-0.23434562,2.509971312,-0.48884461,0.636231989,0.878012671,-5.860066892,-1.176373035,4.538576027,10.48643749,9.570344329,10.15835246,4.378631655,2.332991737,4.579579678,6.67011753,4.372005821
PRRT2,-0.14751479,4.204534148,-0.488450029,0.636501009,0.878128506,-5.860261741,-1.107659755,30.43737024,13.00751926,15.86779297,15.86779297,18.73304933,25.80566163,15.86779297,24.73238987,13.0159936
RND3,0.355356598,4.769294218,0.487936362,0.636851304,0.878143645,-5.860515173,1.279301754,17.54036714,56.27095962,46.38161258,52.75759189,17.48552564,5.951483242,57.33281388,16.70579098,34.65592884
NCOA7,0.411209521,7.845443118,0.487572617,0.637099418,0.878256534,-5.860694484,1.329800219,124.528526,467.8422498,489.6874666,575.8040295,154.833897,32.90647979,235.8601298,371.0486378,245.8264155
WEE1,0.127386909,3.811819444,0.487368012,0.637239001,0.878334383,-5.86079529,1.092313449,13.3428699,24.12393413,14.5007227,12.28083541,10.16994087,11.02818419,13.43950627,13.43950627,18.29548408
RSPH4A,-0.303428799,0.501756498,-0.487107718,0.637416598,0.878413021,-5.860923475,-1.234073907,6.530305277,0.812457423,0.825554875,0.887011535,1.460318036,2.163157398,1.521893416,0.981114406,1.248374932
MICB,-0.173520436,2.136075045,-0.486705244,0.637691251,0.878516595,-5.861121552,-1.127807182,4.061035856,7.087328109,4.767066645,8.138950107,2.429496527,3.381819511,3.648757773,4.656569145,3.929951428
MREG,0.148445588,2.453702375,0.486675924,0.637711261,0.878516595,-5.861135975,1.108374625,5.789555537,8.113084046,5.141930093,6.124085793,3.663706919,4.060089285,3.649938687,7.301734409,7.578366313
FZD6,-0.099715058,0.91948032,-0.486513974,0.637821796,0.878543526,-5.86121563,-1.071561801,2.829746817,1.800086569,1.644228542,1.800086569,1.800086569,1.937275787,2.137074813,1.377068207,2.002459983
PSMD12,-0.473750376,4.606137492,-0.486485388,0.637841308,0.878548268,-5.861229687,-1.388714831,11.17709238,57.26740353,63.82027319,92.90490595,24.74021792,4.28649461,13.31139983,51.49432669,10.92816863
KCNQ5,0.123204441,0.635801658,0.486113077,0.638095459,0.878699103,-5.861412702,1.089151346,0.99211694,1.361230506,1.827803259,1.945764031,1.685374681,1.465497678,1.193121227,2.236288477,1.667823839
ZCCHC12,-0.189298353,2.001105257,-0.486029623,0.638152434,0.878727624,-5.861453707,-1.140209046,3.671148118,10.32969879,4.604041671,4.175288282,3.008942807,2.438911238,3.97987111,3.115093889,3.97987111
TAF1,0.117803152,4.51963504,0.485974154,0.638190304,0.878727624,-5.861480958,1.085081308,17.4081032,24.87425731,17.97399391,16.88050357,26.67244372,35.29842794,24.87425731,25.47232829,22.42554203
RNFT1,-0.124780818,0.936627648,-0.485898037,0.638242274,0.87875767,-5.861518348,-1.090342069,2.30786481,2.738457104,1.191108535,1.864485014,2.595941833,1.604435046,1.696741639,1.864485014,1.864485014
RCN2,-0.186241467,5.038646615,-0.485718878,0.638364605,0.878759876,-5.861606332,-1.137795647,36.8928539,80.15593198,33.50429502,34.04286994,25.1663607,19.23119013,31.16192892,36.34634243,24.21796926
VSNL1,0.352049927,6.462150885,0.485227744,0.638700012,0.879022603,-5.861847367,1.276372939,64.79021594,97.56781102,141.3185544,174.5381806,99.3819711,18.60540446,172.5333002,38.75470032,166.9789101
WDR11,0.193377889,5.672696553,0.484769276,0.63901319,0.879187855,-5.862072163,1.1434378,77.02966041,100.9121927,41.22507482,46.14058079,38.23117266,23.83537927,58.64689107,51.71568295,57.21544591
TMPO,-0.127852605,1.081598993,-0.484632494,0.63910664,0.879227928,-5.862139191,-1.0926661,1.813401972,3.358245512,2.04444242,2.780746649,1.515722379,2.04444242,2.484494223,2.107666767,1.51623439
PDE3B,0.105133827,0.489918594,0.484208533,0.639396333,0.879287188,-5.862346832,1.07559416,1.150690572,1.593411389,1.081428264,1.954693656,1.493917072,1.145235761,1.315785891,1.330857812,1.829871378
ZFAND2A,-0.376136395,4.488423824,-0.483272529,0.640036135,0.879599228,-5.862804645,-1.297861464,12.55339798,39.81019739,50.31066558,72.15974888,23.77350035,4.995213621,17.88908338,31.20899281,12.0261356
ENOPH1,-0.18999749,5.001192156,-0.483088227,0.64016215,0.879625944,-5.86289469,-1.140761731,29.65419722,51.31214195,38.39428962,58.16779194,29.49604711,14.00953295,28.55328173,32.20585166,27.4502215
TASP1,-0.202784643,3.295249208,-0.483055862,0.640184281,0.879625944,-5.862910499,-1.150917677,14.05726024,23.16006616,9.453784108,9.453784108,5.390519832,7.55821359,13.0950527,7.195622295,7.579532769
DNAJC25 ,-0.226649398,4.597604164,-0.48294929,0.640257156,0.879637652,-5.86296255,-1.170114247,35.84897476,26.67756567,31.62985793,55.09252769,14.79786904,11.18265811,16.90352164,29.74389486,20.6166795
TTC9,0.123533567,0.959668323,0.482655241,0.64045825,0.879683317,-5.863106109,1.089399845,1.729914036,1.822277171,1.959338766,1.880938418,2.903317039,1.351890639,2.757062664,1.465978531,2.16006701
TRAV12-1 ,-0.086386822,0.375734041,-0.482362685,0.640658354,0.879725988,-5.863248856,-1.061707841,1.257390208,1.074379466,1.201412003,1.338709027,1.276053058,1.939897059,1.276053058,1.30235547,1.166039679
INPP5A,-0.154564394,5.309465784,-0.482189643,0.640776726,0.879762468,-5.863333251,-1.113085484,28.99459339,49.39663485,47.04655856,73.38822004,32.35635442,30.11477511,42.29038709,45.47228644,26.17459049
APBA3,-0.110807563,2.283486073,-0.481714595,0.641101746,0.879924452,-5.863564788,-1.079832514,5.258603934,6.837734127,3.18519258,4.031542403,5.905704292,5.694273447,4.804424548,4.538576027,4.538576027
RP5-1136G13.2,0.089956188,3.040754379,0.481645326,0.641149145,0.879924452,-5.863598532,1.06433786,6.210934833,7.019719697,9.580454759,9.745400948,9.909294553,6.796500079,9.293249966,8.061436139,8.426627919
SFMBT1,0.065833287,2.124491515,0.481635136,0.641156118,0.879924452,-5.863603495,1.046689323,5.023534081,4.146107239,3.635279429,4.536164308,3.852498443,4.741977712,4.828664629,4.146107239,4.537065289
RFPL1S,0.177542621,2.076301797,0.481303837,0.641382845,0.879990139,-5.863764817,1.130955858,3.575839425,4.952306921,4.295487636,5.076025744,6.619072582,1.720934829,4.448513016,5.501630941,3.919876213
EPDR1,-0.507787482,6.267477772,-0.480588943,0.641872219,0.880174113,-5.864112565,-1.421867945,76.33849277,282.5049542,166.0494035,212.4345479,78.37845729,7.087328109,59.5486607,125.7508941,30.19915648
EHMT1,-0.279621704,2.506818376,-0.480503659,0.641930611,0.880174113,-5.864154018,-1.213876546,9.236983761,7.087328109,4.427465723,2.247430919,14.72491696,5.178536681,6.316798405,8.292309958,2.378816757
PYGL,-0.085275641,1.611262143,-0.48037898,0.642015982,0.880174113,-5.864214606,-1.060890416,3.035115622,3.891971121,2.983744647,2.324308891,3.283263483,3.403019085,2.490146437,2.919389198,3.485433265
PITHD1,-0.346712383,5.707613439,-0.480334798,0.642046236,0.880193112,-5.864236072,-1.271659462,33.33744503,139.8264155,88.78511603,165.3544001,29.12408017,16.52681134,47.37230386,58.40391981,31.89924395
BMI1 ,-0.202398783,5.557897729,-0.47996913,0.642296653,0.88033816,-5.864413667,-1.150609896,82.29090645,40.73832437,30.82495955,25.0253619,95.8303271,58.38199403,34.72402766,46.72178967,48.67164386
C3orf33,0.097539779,0.507904023,0.479539241,0.642591112,0.880552441,-5.864622288,1.06994733,1.324778056,1.850823738,1.006955898,1.645114982,1.598838213,1.112043721,1.386243502,1.547230002,1.534664453
GJA1,0.397261163,6.813625147,0.479293649,0.642759364,0.880632212,-5.864741392,1.31700531,397.4930822,79.25939164,22.84519057,43.29442595,157.1213967,238.5699979,168.0189782,87.12499633,168.6516464
ANKRD10,-0.149560957,2.906410158,-0.478835503,0.64307329,0.880762602,-5.864963422,-1.109231858,12.43876671,8.691624246,5.51180856,4.513691481,7.275258286,11.16842197,6.344244456,7.275258286,7.421247539
RGL1,0.09493404,6.53509558,0.478720921,0.643151814,0.880798945,-5.86501892,1.068016577,125.4437808,101.1905262,92.82609782,97.33210752,68.82641556,70.65329402,92.82609782,106.6698182,91.88057833
CHM,0.317036799,4.837737745,0.478355607,0.643402199,0.880957883,-5.865195777,1.245769191,16.26134655,34.11533031,52.40067591,79.28250738,21.137387,7.232329646,27.03766926,45.57860564,29.44810844
MAPK8IP3,-0.136461941,4.311972156,-0.477621921,0.643905207,0.881361031,-5.865550584,-1.099206119,13.97690487,29.92782228,20.50093996,18.99467896,29.83441534,15.26675172,16.15023544,25.0658103,16.02064499
NBPF1,-0.090357995,6.458078823,-0.477483732,0.64399997,0.881438724,-5.865617354,-1.064634331,117.3749675,91.76658889,107.8614901,75.27452802,76.06571258,78.68466604,69.26371672,97.08469218,89.15974887
FASTKD3,-0.13566152,3.053849048,-0.477163706,0.644219452,0.881494206,-5.865771912,-1.098596439,8.530990209,12.43896147,8.1812451,12.17977034,5.280992082,7.087935909,8.1812451,9.61794216,6.030072842
SLC9A9,0.109812267,3.847327185,0.47645077,0.644708532,0.881599375,-5.866115875,1.079087809,9.842750642,17.5918322,14.03477005,20.36206928,14.14094862,10.91235358,14.00953295,16.9547608,14.61776265
HEYL,-0.126487123,2.187846988,-0.47627712,0.644827685,0.881610348,-5.866199581,-1.091632403,2.8062844,4.482912972,5.041508785,4.648027301,4.538576027,7.968149041,4.148311578,4.392077286,4.356407823
KCNN3,-0.188289391,1.902337779,-0.475353929,0.645461325,0.881890146,-5.866644104,-1.13941191,3.949003618,5.358250393,3.538449182,3.593720958,6.439960071,2.04444242,2.442459719,6.246866547,2.637127044
DPM1,-0.291572489,5.29909381,-0.475189325,0.645574335,0.881949605,-5.866723276,-1.223973641,39.11788779,79.98508877,52.92227673,111.2209343,22.40074613,13.5266197,30.09265828,49.32811843,27.44475298
LOC100288310,0.353726404,3.230801936,0.47512998,0.64561508,0.881967981,-5.866751814,1.277857004,1.875991646,10.12121677,20.02962128,14.00953295,20.91129906,3.762739971,8.299104135,12.8831967,12.6361433
WIF1,0.142239114,2.476108666,0.47505348,0.645667607,0.881990126,-5.866788596,1.10361664,5.616347131,4.546745367,5.616347131,6.597404819,4.080164119,6.30960427,8.961693827,3.289552181,7.116370329
RPF2,-0.179089497,4.817372718,-0.4748562,0.645803071,0.88203131,-5.866883424,-1.132169134,22.5750025,30.7626354,40.75521052,54.22201155,26.34468637,15.92801322,21.85658843,39.20124838,20.40873902
SPP1,-0.184746705,8.964257082,-0.474675509,0.645927157,0.882078746,-5.866970246,-1.136617399,341.6249711,888.5396947,647.2738638,721.249656,533.27086,265.4252516,463.0873471,630.8473314,330.1528321
PLSCR3 ,-0.065186968,5.276554718,-0.474649954,0.645944707,0.882078746,-5.866982523,-1.046220518,32.73747446,45.92265037,40.23116268,37.80701891,40.30595286,40.27889981,32.73483797,39.15397083,41.51177054
PPP3CB-AS1,-0.052483222,0.922767497,-0.474327406,0.646166242,0.882147851,-5.867137421,-1.037048396,1.945764031,1.945764031,2.054690289,1.945764031,1.657584861,1.989709023,1.779234962,1.945764031,1.829871378
CHN2,0.215711595,1.874525701,0.474149146,0.646288692,0.882248932,-5.867222984,1.161276562,5.147835774,3.97987111,1.449475592,6.733080745,2.265019953,3.97987111,2.974498552,3.97987111,5.616347131
PAWR,0.138148319,1.193541739,0.473937201,0.646434294,0.882315519,-5.867324676,1.100491742,3.324162584,1.904128234,1.840704223,1.739966109,2.233959997,2.60975039,2.092374276,1.739966109,3.97987111
KCNQ1OT1 ,-0.187415083,3.531764708,-0.473648649,0.646632551,0.882387868,-5.867463055,-1.138721607,11.33670833,6.608778684,16.48356877,10.29999747,13.71119888,17.79368249,6.715750148,20.34358589,8.73261239
GPHN,0.232600323,4.447439976,0.473327389,0.646853314,0.88251005,-5.867617025,1.174950781,15.45187832,28.00042076,31.94923438,34.91479575,22.9754322,7.046252215,23.37707943,35.89835618,17.08492372
DKK1,-0.227691172,1.397569026,-0.473195713,0.646943809,0.882570307,-5.867680105,-1.170959495,1.473119045,6.982340931,2.580949811,4.64646599,2.502484778,1.485361867,2.502484778,1.91440361,2.783824796
TTC7A,0.11158273,2.812338527,0.473065806,0.647033095,0.882643622,-5.867742321,1.08041287,7.087328109,6.528086999,5.306299895,6.089437991,7.787364974,8.838570373,6.490810669,11.09740351,5.616347131
SLITRK3,-0.290451769,2.026596778,-0.473029681,0.647057925,0.882643622,-5.867759619,-1.223023199,1.965533965,6.663197093,10.78660618,9.616533516,2.265019953,2.223971865,3.136293606,4.932706347,2.922993796
RP11-473I1.9,-0.145820546,3.433035473,-0.472995223,0.64708161,0.88264818,-5.867776118,-1.106359726,11.65220629,14.00953295,12.5339594,15.11867461,11.65220629,5.390519832,8.593841851,12.7216398,9.414923426
CEP95,-0.211470438,2.777784251,-0.472283642,0.647570806,0.882940992,-5.868116577,-1.157867716,20.74467461,5.024994536,5.306299895,3.993737517,8.427553031,7.491713337,6.568610856,6.119500877,5.985242041
TULP4,-0.166324048,2.343722735,-0.472249773,0.647594094,0.882942318,-5.868132769,-1.122195512,5.110588574,7.378112138,7.036933097,7.036933097,5.110588574,2.257710171,4.822989043,4.080172892,5.277893691
GALM,0.180368946,2.49645803,0.472155104,0.647659191,0.882973426,-5.868178024,1.133173639,9.634289837,4.874292291,5.306299895,2.442284947,5.306299895,7.786609272,5.333197915,5.306299895,8.153417557
PHEX,0.131182361,1.645274289,0.472016038,0.647754824,0.882990368,-5.868244487,1.095190898,4.290906693,3.119734064,1.757046422,3.008942807,2.520731093,4.378158581,3.800107076,3.119734064,3.096684631
ASAH2B,-0.173710504,2.377244655,-0.471887914,0.647842937,0.882990368,-5.868305703,-1.127955775,2.83188097,6.439960071,7.378467029,10.0516169,4.953570059,3.734541467,5.427400434,5.193476495,3.91049437
KCNAB1,0.334422558,5.004201337,0.471769492,0.647924383,0.882990368,-5.86836227,1.26087264,17.57455088,38.89803572,63.57257034,74.93752665,30.04533429,7.02405214,38.3720041,62.99596344,21.73999092
COL12A1,-0.306520426,1.931614171,-0.471737823,0.647946165,0.882990368,-5.868377396,-1.236721305,15.82468988,1.807900413,3.456056976,3.97987111,3.635279429,3.295255597,6.780419287,1.521060918,3.519448168
RELL1,0.190708243,5.605380064,0.470022779,0.649126278,0.883893588,-5.869195062,1.141323873,77.25430437,46.27079824,25.92288129,23.98091684,59.27116912,77.60419332,49.02809499,48.95577234,62.62265644
ASTN1,-0.27797407,3.138493349,-0.469877108,0.64922656,0.883933924,-5.869264381,-1.212491026,5.319985796,23.62296835,14.19705991,17.48232128,6.596074024,3.332060885,7.214730721,10.29999747,6.250684916
TMEM57,0.260173849,2.254155998,0.469259892,0.649651547,0.884084125,-5.869557867,1.197623013,3.684690146,4.806278464,8.368965552,9.381816056,3.92892406,1.504280846,4.724929598,9.303814637,3.542334635
LOC101930075 ,0.182776175,3.767447651,0.469235279,0.649668497,0.884084125,-5.869569562,1.13506599,13.90766762,31.95731678,9.278997005,8.019869379,14.53169322,10.29999747,16.95483244,15.62601183,12.28131362
LCORL,0.219660083,4.713815698,0.469212532,0.649684162,0.884084125,-5.869580371,1.164459193,36.28237106,14.49367781,14.88813086,15.7062146,29.85612211,65.60419344,27.8982828,28.53615079,30.78048379
MRPS21,-0.209087812,5.035862455,-0.469000631,0.649830102,0.884147339,-5.869681035,-1.155957064,25.75930777,42.76117448,57.31253349,55.05106501,34.40094314,13.9311776,22.55498472,45.39102132,25.80721027
CFHR2,0.065617796,1.131405446,0.468913375,0.649890201,0.884163102,-5.869722474,1.046532994,2.72366327,2.105706017,2.105706017,2.071275878,2.105706017,1.916158519,1.996026894,2.502484778,2.305307942
ABL2,0.170612081,4.390991826,0.468748678,0.650003646,0.884223005,-5.86980067,1.125535906,13.06551523,24.38782889,35.94074519,31.24524331,13.50131848,13.93657139,22.0674128,27.4502215,19.31444292
CDON,-0.10299829,1.143046552,-0.468568176,0.650127989,0.884274444,-5.86988634,-1.074003199,2.797855892,2.277171587,3.008942807,1.945764031,1.683764888,2.130847109,2.555704713,1.608728841,2.271272403
DZIP1,0.207255053,2.413221225,0.468536302,0.650149947,0.884274444,-5.869901465,1.154489501,12.86547817,3.891971121,3.008942807,3.378689357,7.82561915,4.301851626,5.088478674,5.306299895,7.460297557
CHSY1,-0.111333946,5.464447071,-0.468319393,0.650299387,0.884308139,-5.870004367,-1.080226575,30.77882329,44.14951349,50.24894312,35.73221752,52.45741852,67.55116332,36.79526528,47.15593174,42.51375357
UBE2J2,0.108500722,3.234564715,0.467878776,0.650603002,0.884461645,-5.870213256,1.078107263,9.07243308,13.74030511,7.993623418,9.07243308,7.294082778,9.07243308,7.889172667,13.74440008,8.938604067
SCN4B,-0.411565989,6.680923256,-0.467612988,0.650786181,0.884545678,-5.870339171,-1.330128833,92.52669324,183.5570848,177.6206953,266.8264155,142.7442429,17.96461962,34.40340061,269.6339991,65.81296474
EPN3,0.196217368,1.993723366,0.467490559,0.650870567,0.88459277,-5.870397148,1.145690504,3.055210518,3.242149428,4.689066301,9.646878825,2.6620381,2.548748351,3.047139945,4.538576027,5.995621662
MTM1,-0.149016989,1.764412722,-0.467385913,0.650942698,0.88459277,-5.870446692,-1.108813701,4.883727564,4.883727564,3.887296478,3.788566573,2.038841342,2.639703905,2.81061322,4.627330628,2.452306105
STK32A,0.247645941,4.320418113,0.467133925,0.651116409,0.884706773,-5.870565951,1.187268257,11.05404518,25.5590409,24.40615698,41.63909282,20.23247478,7.766753238,17.58922926,41.51375357,15.39519657
MKS1,0.090641973,2.671281141,0.467084146,0.651150728,0.884706773,-5.870589504,1.064843913,4.901356589,6.015963837,5.923437732,8.072662299,5.390519832,7.751751094,6.537655869,5.609415756,7.991705476
LOH12CR2,-0.084147096,2.016599069,-0.466845357,0.651315363,0.884720769,-5.870702448,-1.060060861,5.080748163,5.464749125,3.891971121,3.891971121,3.138561787,3.736239046,3.891971121,3.891971121,3.891971121
PINX1,-0.096528269,3.30542088,-0.466682387,0.651427737,0.884748627,-5.8707795,-1.069197425,9.634289837,15.74117717,10.87524517,8.142322664,9.634289837,8.249674629,9.634289837,10.10053666,8.685854175
NUDT4 ,0.253785988,2.858699995,0.466651277,0.651449189,0.884748627,-5.870794206,1.192331986,4.820092477,9.856061923,8.1812451,12.8831967,7.196658598,2.843148593,5.876172951,19.15613067,4.820092477
EXOSC2,0.135900026,3.309797508,0.46660989,0.651477729,0.884748627,-5.870813768,1.098778073,5.110588574,10.19847431,8.866782542,10.13263941,11.89283003,14.14132245,10.13263941,8.887532643,13.07257555
CYB5R3,0.074488574,7.259918379,0.466042815,0.651868832,0.88493911,-5.87108164,1.052987692,153.8046466,171.4585857,137.8326345,147.4930822,188.3347143,115.7950034,150.2992809,157.2813544,168.8775973
RP11-1072C15.4,0.119777977,0.371274382,0.465398718,0.652313191,0.885112333,-5.871385519,1.086567633,0.962035125,1.381670552,1.294388256,1.8820738,1.449431786,0.8452407,1.504189643,1.593411389,1.066049064
LOC339803,0.067821753,2.491106934,0.465291516,0.652387164,0.885112333,-5.871436057,1.048132969,5.616347131,6.677977211,4.637630845,6.439960071,5.195856678,4.938775728,6.188973288,5.616347131,5.616347131
ARMC8,0.106618097,2.685749444,0.465114841,0.652509083,0.885112333,-5.871519322,1.076701319,7.53235865,6.439960071,5.306299895,8.403421069,6.439960071,4.393504894,5.532424226,8.862663567,6.297732113
TSPYL5,-0.307312882,5.686285058,-0.46480042,0.652726084,0.885160203,-5.871667432,-1.237400809,46.54768,92.04863776,97.84707211,130.2741633,35.42768509,14.75063379,24.99748665,69.27086,51.49432669
GOLGA6L4 ,0.27210889,4.329047786,0.464707255,0.65279039,0.885160203,-5.8717113,1.207571732,56.90353631,17.59762613,11.25952625,8.32862912,18.19331884,26.46151021,14.44319523,18.19331884,45.05784041
ZNF407,-0.173311313,3.937065488,-0.4645752,0.652881543,0.885215087,-5.871773464,-1.127643715,10.29999747,15.92801322,16.44714461,29.5332453,12.93691225,15.92801322,7.945859067,22.32945627,15.92801322
ZSCAN16-AS1,0.130929358,2.144266415,0.46363861,0.653528217,0.885573384,-5.872213881,1.094998852,3.008942807,4.771573179,3.454010018,8.040165541,3.439695589,4.538576027,4.538576027,4.538576027,5.028675679
GTF2H2 ,0.145974771,5.333055429,0.463566109,0.653578288,0.885610729,-5.872247938,1.106478003,29.44810844,64.73076037,46.72584634,42.16771984,22.3184345,41.802592,34.29674136,55.93175634,41.802592
CDR2 ,-0.290300381,3.816407855,-0.462823635,0.654091169,0.885954384,-5.872596422,-1.222894868,12.62248586,21.13045987,27.27949637,27.39185386,15.79121813,3.715099383,8.174830926,23.40074613,9.774014761
SPIN4,0.176986168,4.594821411,0.46275194,0.654140704,0.885977581,-5.872630044,1.130519728,57.57325668,23.8403719,15.86537736,15.47450688,20.134838,22.95984433,20.86265493,28.91751155,29.89255288
PMPCB,0.140476929,5.101326813,0.462718503,0.654163807,0.885986924,-5.872645723,1.102269446,32.24524331,40.29846168,36.33829925,51.45138726,32.82094796,16.89164167,30.31411453,39.93572502,40.60001964
RP2,0.151777398,0.691651111,0.462247668,0.654489163,0.886142216,-5.872866389,1.110937302,2.597918101,1.743662449,0.995406759,1.014575544,2.116713941,1.485361867,1.408439067,1.593411389,2.317054832
MRAP2,-0.501389556,5.214148613,-0.462077717,0.654606621,0.886194469,-5.872945987,-1.415576342,18.55620404,131.6444062,119.7801218,128.7480696,34.96804595,3.97987111,19.06575449,53.49345934,25.02788385
IDH1,0.231095866,4.952849377,0.461949373,0.654695329,0.886194469,-5.873006079,1.173726169,17.56360702,45.64476557,34.0637421,54.13219769,32.35635442,13.39342014,18.60751316,59.72575026,36.82580981
TRIM36,0.351851013,5.472876199,0.46192347,0.654713234,0.886194469,-5.873018205,1.27619697,25.1432043,95.9428832,57.57219221,92.5635692,51.16997169,7.162465558,49.38322335,78.57773146,36.76683048
GABRG2,0.53003294,5.536221961,0.461906995,0.654724622,0.886194469,-5.873025918,1.443962164,27.73512206,118.8954681,113.3810053,181.9375267,23.40074613,3.008942807,53.43330759,71.75131247,54.34709536
KAL1,0.3256406,4.198512569,0.461868671,0.654751112,0.886194469,-5.873043857,1.253220782,11.08490465,30.16913869,56.47664579,22.20227844,12.36722594,4.703060193,24.35931179,11.6699131,34.19457429
APLNR,-0.22467318,4.804112555,-0.461751478,0.654832122,0.886194469,-5.873098705,-1.16851251,42.62928623,67.37671932,28.22799927,19.45073932,22.91429308,17.96461962,13.0343171,43.4021089,28.22799927
SHH,-0.215138076,4.415603143,-0.461677206,0.654883465,0.886210072,-5.873133459,-1.160815007,11.03915105,30.86545993,37.28260739,34.38772298,20.99592616,13.88183367,14.89499363,36.07718251,13.42418789
FRG1 ,-0.144725423,4.534463677,-0.461154841,0.655244622,0.88644067,-5.873377737,-1.105520228,24.3036643,25.47232829,34.24359381,37.763354,17.9377983,13.18352171,19.03765261,23.74504498,22.5272906
SPG20,0.166035243,2.602781796,0.459725537,0.656233305,0.886895295,-5.874044786,1.121970888,4.291911966,4.928036365,5.671774328,7.798949626,10.18568179,4.1885076,4.724929598,11.40428446,5.236558643
ALDH1A3,-0.259380238,3.145201474,-0.459068539,0.656688003,0.887120217,-5.874350743,-1.196964395,13.11518548,10.66733427,8.292309958,29.44329228,6.307011696,3.188941153,8.292309958,8.107412554,7.189185562
AL132709.8,0.311782543,3.210492698,0.458330001,0.65719931,0.887306703,-5.874694173,1.241240386,5.112158652,23.647234,8.772452355,4.26103142,20.04646737,4.507726359,8.292309958,25.10240739,5.870629919
GUSBP11,-0.122583051,3.260384224,-0.458168862,0.657310895,0.887381497,-5.874769035,-1.088682333,10.85797514,13.21280134,7.945122672,5.873282708,12.66189911,10.8247764,7.261935058,10.85797514,9.414923426
RUNX2,0.255187629,2.051132836,0.457486393,0.657783588,0.887650618,-5.875085818,1.193490952,4.378269467,8.292309958,3.108691587,3.108691587,5.732384748,1.768512644,2.039849102,9.888103928,5.026720344
MIR943 ,0.095633272,3.770910428,0.457413085,0.657834373,0.887650618,-5.875119818,1.068534339,18.22101343,14.58885108,10.87968401,11.67287115,12.6916525,13.22696385,11.96222429,19.50152673,12.44995732
HCN1,0.358454901,5.299616447,0.457384176,0.6578544,0.887650618,-5.875133225,1.282052108,13.52972613,94.04942889,68.86837144,61.60419792,41.94705508,10.02935437,28.22359395,112.8320825,31.5353012
ELL2,0.244147473,4.435333893,0.457272087,0.657932055,0.887719101,-5.8751852,1.184392675,14.19080383,80.49504406,12.37896217,18.16257,16.8151405,16.93096276,18.40906406,30.33699733,25.43857332
TMCO1,-0.060715379,3.187148991,-0.456920577,0.658175607,0.88774796,-5.875348112,-1.042982809,8.419760913,9.07243308,9.925948548,9.07243308,11.26899962,8.011508402,8.295964908,9.07243308,9.228632686
CCDC121,0.065120193,0.504082993,0.456888879,0.658197572,0.88775295,-5.875362797,1.046172095,1.449116165,1.166847724,1.230857675,1.509285352,1.421001679,1.665586429,1.475020494,1.324972926,1.597472933
MIER3,0.09440664,1.980660913,0.456868375,0.65821178,0.88775295,-5.875372296,1.067626219,5.612794483,3.119734064,3.635279429,3.637880568,3.581929614,3.997528939,3.247624282,5.140805753,4.197169663
VAV3,-0.314461673,4.70747412,-0.456715537,0.658317693,0.887819796,-5.875443086,-1.243547549,7.032459999,54.94014675,66.13487606,41.1068514,35.86306674,13.05813063,22.08284554,33.25317367,15.70579104
LOC102724985 ,0.112064228,4.274427912,0.455700072,0.659021592,0.888017499,-5.875912846,1.080773517,19.79322928,27.59637927,19.79322928,22.26569483,15.30245036,12.20770594,22.37791958,22.47139326,16.83498475
MFSD4,0.202739443,1.849295737,0.455539887,0.659132661,0.888052986,-5.875986857,1.150881618,2.593997182,3.741850069,3.517864873,8.220716698,3.389669928,1.736590779,3.517864873,6.432157562,2.738457104
FIG4,-0.352085505,5.479956172,-0.455391365,0.659235651,0.888104206,-5.876055458,-1.276404416,36.29248753,101.7153044,99.3819711,115.91996,31.0316525,9.756407246,47.73641301,56.49606003,20.23247478
SMIM15,0.141644399,2.976070262,0.4546995,0.659715511,0.888240904,-5.87637474,1.103161795,12.28086933,11.05240371,5.310551956,8.403421069,5.972109979,5.390519832,8.970100571,6.492532976,10.17949429
TMEM167A,-0.160760222,5.030772505,-0.454631105,0.659762958,0.888245542,-5.876406279,-1.117876043,40.36114449,38.86791505,37.70551295,39.14142197,44.68026517,14.74198409,24.76768386,43.4021089,26.00499354
