"","meandiff"
"{PLG,10} (Static Module)",0
"{PLXNB1,15} (Static Module)",0.380952380952381
"{POLR2A,195} (Static Module)",0
"{POLR2H,109} (Static Module)",0
"{POR,15} (Static Module)",0.238095238095238
"{POU2F1,21} (Static Module)",0
"{PPP2CA,20} (Static Module)",0
"{PRKAA2,24} (Static Module)",0
"{PRKACA,33} (Static Module)",0.0952380952380952
"{PRKCA,14} (Static Module)",0.571428571428571
"{PRKG1,21} (Static Module)",0
"{PTPRF,10} (Static Module)",0.142857142857143
"{RAB5A,41} (Static Module)",0
"{RAC1,133} (Static Module)",0
"{RAD21,11} (Static Module)",0
"{RAD51,13} (Static Module)",0
"{RAN,17} (Static Module)",0.238095238095238
"{RAP1A,22} (Static Module)",0
"{RARA,17} (Static Module)",0.285714285714286
"{RASGRF1,26} (Static Module)",0
"{RB1,11} (Static Module)",0
"{ROCK1,10} (Static Module)",0.0952380952380952
"{RPS27A,138} (Static Module)",0
"{RXRA,51} (Static Module)",0.19047619047619
"{RYR2,15} (Static Module)",0.285714285714286
"{SDC1,30} (Static Module)",0.285714285714286
"{SEC24B,18} (Static Module)",0
"{SEPT2,21} (Static Module)",0.0952380952380952
"{SFPQ,10} (Static Module)",0
"{SHH,13} (Static Module)",0.333333333333333
"{SIX3,11} (Static Module)",0.523809523809524
"{SMAD4,27} (Static Module)",0
"{SNX1,11} (Static Module)",0
"{SP1,88} (Static Module)",0
"{SPI1,10} (Static Module)",0
"{SPTAN1,10} (Static Module)",0.333333333333333
"{SREBF1,11} (Static Module)",0.19047619047619
"{SRF,11} (Static Module)",0.380952380952381
"{STX5,12} (Static Module)",0
"{SUMO1,12} (Static Module)",0
"{TCF3,20} (Static Module)",0.0476190476190476
"{TFAP2A,25} (Static Module)",0
"{TGFBR1,98} (Static Module)",0
"{TIA1,10} (Static Module)",0
"{TJP1,26} (Static Module)",0.285714285714286
"{TLE1,10} (Static Module)",0.142857142857143
"{TP53,109} (Static Module)",0
"{TRAF2,90} (Static Module)",0
"{TRAF6,55} (Static Module)",0.428571428571429
"{UBE2D1,58} (Static Module)",0.142857142857143
"{USF1,13} (Static Module)",0.0476190476190476
"{VAMP2,63} (Static Module)",0.714285714285714
"{VCP,17} (Static Module)",0.428571428571429
"{VHL,12} (Static Module)",0
